Jour,Heure,Seconde,Centième,Vitesse,Type,Véhicule,Catégorie,Inter-essieux,E2/E3,E3/E4,E4/E5,E5/E6
11/10/22,17:13,21,53,44,VL,1,230,,,,,
11/10/22,17:13,33,8,56,VL,1,258,,,,,
11/10/22,17:14,3,83,46,VL,1,256,,,,,
11/10/22,17:14,4,58,43,VL,1,230,,,,,
11/10/22,17:14,7,47,45,VL,1,270,,,,,
11/10/22,17:14,21,89,35,VL,1,268,,,,,
11/10/22,17:14,30,93,45,VL,1,245,,,,,
11/10/22,17:14,44,35,35,VL,1,269,,,,,
11/10/22,17:14,48,57,76,Moto,13,127,,,,,
11/10/22,17:15,2,45,42,VL,1,269,,,,,
11/10/22,17:15,3,71,41,VL,1,256,,,,,
11/10/22,17:15,4,46,91,PL,2,479,,,,,
11/10/22,17:15,6,51,39,VL,1,255,,,,,
11/10/22,17:15,10,89,48,VL,1,257,,,,,
11/10/22,17:15,13,42,49,VL,1,256,,,,,
11/10/22,17:15,16,82,42,VL,1,245,,,,,
11/10/22,17:15,18,70,40,VL,1,270,,,,,
11/10/22,17:15,22,26,44,VL,1,257,,,,,
11/10/22,17:15,43,25,42,VL,1,244,,,,,
11/10/22,17:15,49,99,39,VL,1,230,,,,,
11/10/22,17:16,7,46,44,VL,1,270,,,,,
11/10/22,17:16,11,5,46,PL,2,464,,,,,
11/10/22,17:16,12,56,45,VL,1,256,,,,,
11/10/22,17:16,19,67,46,VL,1,284,,,,,
11/10/22,17:16,21,29,48,VL,1,258,,,,,
11/10/22,17:16,27,99,41,VL,1,243,,,,,
11/10/22,17:16,36,50,42,VL,1,256,,,,,
11/10/22,17:16,41,77,36,VL,1,268,,,,,
11/10/22,17:16,46,59,39,VL,1,256,,,,,
11/10/22,17:16,57,82,41,VL,1,256,,,,,
11/10/22,17:17,5,27,25,Moto,13,140,,,,,
11/10/22,17:17,11,44,42,VL,1,284,,,,,
11/10/22,17:17,13,92,44,VL,1,243,,,,,
11/10/22,17:17,20,68,54,VL,2,375,,,,,
11/10/22,17:17,24,27,48,VL,1,281,,,,,
11/10/22,17:17,34,29,47,VL,1,345,,,,,
11/10/22,17:17,38,51,42,VL,1,270,,,,,
11/10/22,17:17,41,58,46,VL,1,244,,,,,
11/10/22,17:17,55,88,45,VL,1,243,,,,,
11/10/22,17:18,3,72,46,VL,1,243,,,,,
11/10/22,17:18,25,89,42,VL,1,270,,,,,
11/10/22,17:18,31,83,40,VL,1,243,,,,,
11/10/22,17:18,35,39,41,VL,1,306,,,,,
11/10/22,17:18,37,41,41,VL,1,257,,,,,
11/10/22,17:18,43,37,42,VL,1,256,,,,,
11/10/22,17:18,45,50,41,VL,1,269,,,,,
11/10/22,17:19,0,10,46,VL,2,374,,,,,
11/10/22,17:19,13,51,37,VL,1,242,,,,,
11/10/22,17:19,23,56,38,VL,1,245,,,,,
11/10/22,17:19,26,21,41,VL,1,229,,,,,
11/10/22,17:19,28,0,42,VL,1,258,,,,,
11/10/22,17:19,29,14,35,VL,1,193,,,,,
11/10/22,17:19,30,10,45,VL,1,243,,,,,
11/10/22,17:19,38,47,57,VL,1,259,,,,,
11/10/22,17:19,51,69,40,VL,1,243,,,,,
11/10/22,17:19,54,44,48,VL,1,256,,,,,
11/10/22,17:19,59,38,57,VL,1,269,,,,,
11/10/22,17:2,2,62,46,VL,1,243,,,,,
11/10/22,17:2,10,0,50,VL,1,269,,,,,
11/10/22,17:2,13,19,42,VL,1,256,,,,,
11/10/22,17:2,19,53,47,VL,1,257,,,,,
11/10/22,17:2,22,90,45,VL,1,256,,,,,
11/10/22,17:2,25,62,41,VL,1,281,,,,,
11/10/22,17:2,27,1,41,VL,1,244,,,,,
11/10/22,17:2,31,52,37,VL,1,268,,,,,
11/10/22,17:2,49,10,68,VL,1,271,,,,,
11/10/22,17:2,55,24,48,VL,1,282,,,,,
11/10/22,17:20,19,5,36,VL,1,244,,,,,
11/10/22,17:20,20,14,36,VL,1,256,,,,,
11/10/22,17:20,22,55,37,VL,1,257,,,,,
11/10/22,17:20,23,92,37,VL,1,347,,,,,
11/10/22,17:20,25,91,37,VL,1,294,,,,,
11/10/22,17:20,27,8,36,Moto,13,153,,,,,
11/10/22,17:20,29,49,40,VL,1,256,,,,,
11/10/22,17:20,44,11,51,VL,1,271,,,,,
11/10/22,17:20,48,37,45,VL,1,256,,,,,
11/10/22,17:21,4,92,41,VL,1,334,,,,,
11/10/22,17:21,16,46,50,VL,1,256,,,,,
11/10/22,17:21,21,79,41,VL,1,230,,,,,
11/10/22,17:21,24,52,45,VL,1,244,,,,,
11/10/22,17:21,39,94,43,VL,1,192,,,,,
11/10/22,17:21,48,91,45,VL,1,256,,,,,
11/10/22,17:21,54,90,42,VL,1,269,,,,,
11/10/22,17:21,56,55,41,VL,1,296,,,,,
11/10/22,17:22,2,52,44,VL,1,244,,,,,
11/10/22,17:22,5,99,39,VL,2,357,,,,,
11/10/22,17:22,14,71,51,VL,1,242,,,,,
11/10/22,17:22,21,10,50,VL,1,270,,,,,
11/10/22,17:22,33,46,52,VL,1,232,,,,,
11/10/22,17:22,35,88,51,VL,1,257,,,,,
11/10/22,17:22,50,91,54,VL,1,259,,,,,
11/10/22,17:22,53,83,47,VL,1,284,,,,,
11/10/22,17:23,3,48,40,VL,1,283,,,,,
11/10/22,17:23,7,26,38,VL,1,345,,,,,
11/10/22,17:23,11,32,42,VL,1,271,,,,,
11/10/22,17:23,15,87,43,VL,1,284,,,,,
11/10/22,17:23,21,82,40,VL,1,244,,,,,
11/10/22,17:23,37,75,42,VL,1,255,,,,,
11/10/22,17:23,38,97,40,VL,1,230,,,,,
11/10/22,17:23,40,86,40,VL,1,256,,,,,
11/10/22,17:23,57,79,41,Moto,13,115,,,,,
11/10/22,17:24,2,92,34,VL,1,231,,,,,
11/10/22,17:24,21,35,38,VL,1,231,,,,,
11/10/22,17:24,23,30,41,VL,1,271,,,,,
11/10/22,17:24,30,14,46,VL,1,268,,,,,
11/10/22,17:24,33,23,50,Trottinette,13,88,,,,,
11/10/22,17:24,33,66,43,VL,1,192,,,,,
11/10/22,17:24,45,13,76,VL,1,242,,,,,
11/10/22,17:25,34,3,65,Moto,13,141,,,,,
11/10/22,17:25,36,69,38,VL,1,193,,,,,
11/10/22,17:25,39,51,49,VL,1,269,,,,,
11/10/22,17:25,44,86,43,VL,1,245,,,,,
11/10/22,17:25,46,97,42,VL,1,257,,,,,
11/10/22,17:25,48,91,40,VL,1,257,,,,,
11/10/22,17:25,57,3,47,VL,1,257,,,,,
11/10/22,17:26,4,43,46,VL,1,245,,,,,
11/10/22,17:26,12,67,44,VL,1,256,,,,,
11/10/22,17:26,19,98,53,VL,1,255,,,,,
11/10/22,17:26,33,19,44,VL,1,255,,,,,
11/10/22,17:26,39,87,38,VL,1,270,,,,,
11/10/22,17:26,41,24,45,Moto,13,141,,,,,
11/10/22,17:26,43,81,40,VL,1,255,,,,,
11/10/22,17:26,47,95,41,VL,1,230,,,,,
11/10/22,17:26,52,45,37,VL,1,283,,,,,
11/10/22,17:26,55,32,39,VL,1,296,,,,,
11/10/22,17:26,57,34,37,VL,1,255,,,,,
11/10/22,17:26,58,57,43,VL,1,193,,,,,
11/10/22,17:26,59,85,37,VL,1,282,,,,,
11/10/22,17:27,1,18,38,VL,1,271,,,,,
11/10/22,17:27,3,44,41,VL,1,334,,,,,
11/10/22,17:27,8,31,38,VL,1,284,,,,,
11/10/22,17:27,18,28,50,VL,1,269,,,,,
11/10/22,17:27,41,49,44,VL,1,267,,,,,
11/10/22,17:27,46,39,41,VL,1,270,,,,,
11/10/22,17:27,49,24,41,VL,1,283,,,,,
11/10/22,17:27,51,67,41,VL,1,242,,,,,
11/10/22,17:27,59,11,30,VL,1,244,,,,,
11/10/22,17:28,0,58,30,Moto,13,154,,,,,
11/10/22,17:28,11,8,45,VL,1,256,,,,,
11/10/22,17:28,28,47,36,VL,1,269,,,,,
11/10/22,17:28,30,65,34,VL,1,244,,,,,
11/10/22,17:28,36,77,54,VL,1,231,,,,,
11/10/22,17:28,50,37,57,VL,1,255,,,,,
11/10/22,17:28,52,66,56,VL,1,270,,,,,
11/10/22,17:28,57,56,45,VL,1,269,,,,,
11/10/22,17:29,7,86,46,VL,1,307,,,,,
11/10/22,17:29,21,88,43,VL,1,191,,,,,
11/10/22,17:29,25,51,29,VL,1,256,,,,,
11/10/22,17:29,28,82,31,VL,1,257,,,,,
11/10/22,17:29,45,9,39,VL,1,269,,,,,
11/10/22,17:29,46,47,37,Moto,13,154,,,,,
11/10/22,17:29,53,83,40,VL,1,256,,,,,
11/10/22,17:29,56,64,43,VL,1,245,,,,,
11/10/22,17:3,10,82,60,VL,1,308,,,,,
11/10/22,17:3,16,84,41,VL,1,258,,,,,
11/10/22,17:3,20,6,38,VL,1,258,,,,,
11/10/22,17:3,21,60,37,VL,1,270,,,,,
11/10/22,17:3,22,96,35,VL,1,268,,,,,
11/10/22,17:3,24,90,37,VL,1,256,,,,,
11/10/22,17:3,29,92,39,VL,1,244,,,,,
11/10/22,17:3,35,81,34,VL,1,242,,,,,
11/10/22,17:3,38,32,37,VL,1,269,,,,,
11/10/22,17:3,40,26,37,VL,1,257,,,,,
11/10/22,17:3,42,30,32,VL,1,242,,,,,
11/10/22,17:3,52,54,40,VL,1,243,,,,,
11/10/22,17:3,56,22,43,VL,1,268,,,,,
11/10/22,17:30,0,60,39,VL,1,257,,,,,
11/10/22,17:30,7,32,47,VL,1,347,,,,,
11/10/22,17:30,15,15,58,VL,1,295,,,,,
11/10/22,17:30,19,24,44,VL,1,256,,,,,
11/10/22,17:30,23,62,43,VL,1,296,,,,,
11/10/22,17:30,43,86,48,VL,1,309,,,,,
11/10/22,17:30,50,8,53,VL,1,242,,,,,
11/10/22,17:30,54,98,45,VL,1,258,,,,,
11/10/22,17:30,59,35,43,VL,1,230,,,,,
11/10/22,17:31,1,59,46,VL,1,283,,,,,
11/10/22,17:31,5,25,41,VL,1,268,,,,,
11/10/22,17:31,8,68,39,VL,1,255,,,,,
11/10/22,17:31,11,62,43,VL,1,244,,,,,
11/10/22,17:31,36,78,41,Moto,13,127,,,,,
11/10/22,17:31,40,45,55,VL,1,272,,,,,
11/10/22,17:31,43,67,46,VL,1,257,,,,,
11/10/22,17:31,51,93,46,VL,1,230,,,,,
11/10/22,17:31,55,81,44,VL,1,269,,,,,
11/10/22,17:31,58,42,41,VL,1,255,,,,,
11/10/22,17:32,1,4,42,VL,1,243,,,,,
11/10/22,17:32,8,10,37,VL,1,268,,,,,
11/10/22,17:32,10,44,36,VL,1,244,,,,,
11/10/22,17:32,21,78,43,VL,1,243,,,,,
11/10/22,17:32,31,30,43,VL,1,245,,,,,
11/10/22,17:32,42,23,39,VL,1,244,,,,,
11/10/22,17:32,56,93,47,VL,1,243,,,,,
11/10/22,17:33,0,18,50,VL,1,244,,,,,
11/10/22,17:33,8,20,39,VL,1,256,,,,,
11/10/22,17:33,13,44,37,VL,1,256,,,,,
11/10/22,17:33,17,46,48,VL,1,269,,,,,
11/10/22,17:33,37,42,33,VL,1,255,,,,,
11/10/22,17:33,38,74,32,VL,1,269,,,,,
11/10/22,17:33,55,54,45,VL,1,269,,,,,
11/10/22,17:33,59,29,42,VL,1,243,,,,,
11/10/22,17:34,0,77,42,Moto,13,141,,,,,
11/10/22,17:34,3,15,37,VL,1,244,,,,,
11/10/22,17:34,4,95,35,VL,1,267,,,,,
11/10/22,17:34,8,49,34,VL,1,231,,,,,
11/10/22,17:34,11,56,29,VL,1,191,,,,,
11/10/22,17:34,13,99,38,VL,1,258,,,,,
11/10/22,17:34,18,56,40,VL,1,271,,,,,
11/10/22,17:34,34,56,43,VL,1,282,,,,,
11/10/22,17:34,51,99,44,VL,2,421,,,,,
11/10/22,17:34,54,27,43,VL,1,281,,,,,
11/10/22,17:35,0,47,36,VL,1,256,,,,,
11/10/22,17:35,4,83,40,VL,1,256,,,,,
11/10/22,17:35,9,14,48,VL,1,244,,,,,
11/10/22,17:35,11,23,51,VL,1,242,,,,,
11/10/22,17:35,16,79,37,VL,1,257,,,,,
11/10/22,17:35,19,2,35,VL,1,255,,,,,
11/10/22,17:35,22,15,35,VL,1,243,,,,,
11/10/22,17:35,23,94,39,VL,1,269,,,,,
11/10/22,17:35,25,92,38,VL,1,270,,,,,
11/10/22,17:35,29,69,43,VL,1,255,,,,,
11/10/22,17:35,35,84,47,VL,1,231,,,,,
11/10/22,17:35,52,63,53,VL,1,255,,,,,
11/10/22,17:36,2,4,45,VL,1,243,,,,,
11/10/22,17:36,5,67,44,VL,1,244,,,,,
11/10/22,17:36,8,23,69,Moto,13,140,,,,,
11/10/22,17:36,18,86,46,VL,1,244,,,,,
11/10/22,17:36,28,24,49,VL,1,268,,,,,
11/10/22,17:36,38,47,35,VL,1,268,,,,,
11/10/22,17:36,39,49,30,Moto,13,140,,,,,
11/10/22,17:36,43,30,41,VL,1,268,,,,,
11/10/22,17:36,54,25,43,VL,1,271,,,,,
11/10/22,17:37,7,77,30,VL,1,243,,,,,
11/10/22,17:37,9,14,29,VL,1,230,,,,,
11/10/22,17:37,11,87,28,VL,1,255,,,,,
11/10/22,17:37,21,2,51,VL,1,245,,,,,
11/10/22,17:37,22,85,48,VL,1,258,,,,,
11/10/22,17:37,25,7,39,VL,1,255,,,,,
11/10/22,17:37,26,90,38,VL,1,257,,,,,
11/10/22,17:37,39,33,37,VL,1,307,,,,,
11/10/22,17:37,40,62,37,VL,1,256,,,,,
11/10/22,17:37,43,94,37,VL,1,257,,,,,
11/10/22,17:37,46,56,35,VL,1,255,,,,,
11/10/22,17:37,48,65,33,VL,1,231,,,,,
11/10/22,17:37,51,41,29,VL,1,256,,,,,
11/10/22,17:37,52,77,28,VL,1,255,,,,,
11/10/22,17:37,59,72,47,VL,1,271,,,,,
11/10/22,17:38,6,30,35,VL,1,243,,,,,
11/10/22,17:38,8,1,38,VL,1,257,,,,,
11/10/22,17:38,15,94,85,VL,2,435,,,,,
11/10/22,17:38,21,19,43,VL,1,256,,,,,
11/10/22,17:38,28,5,42,VL,1,256,,,,,
11/10/22,17:38,36,18,42,VL,1,245,,,,,
11/10/22,17:38,49,30,53,Moto,13,141,,,,,
11/10/22,17:38,55,12,48,VL,1,269,,,,,
11/10/22,17:38,57,87,44,VL,1,255,,,,,
11/10/22,17:39,2,32,47,VL,1,284,,,,,
11/10/22,17:39,8,27,40,VL,1,257,,,,,
11/10/22,17:39,11,12,42,VL,1,191,,,,,
11/10/22,17:39,13,65,42,VL,1,335,,,,,
11/10/22,17:39,17,27,41,VL,1,242,,,,,
11/10/22,17:4,10,75,51,VL,1,254,,,,,
11/10/22,17:4,24,67,26,VL,1,268,,,,,
11/10/22,17:4,30,62,35,VL,1,257,,,,,
11/10/22,17:4,38,1,19,VL,1,255,,,,,
11/10/22,17:4,40,43,36,VL,1,335,,,,,
11/10/22,17:4,44,49,37,VL,1,256,,,,,
11/10/22,17:4,47,67,34,VL,1,270,,,,,
11/10/22,17:4,51,84,39,Moto,13,178,,,,,
11/10/22,17:40,1,43,55,VL,1,269,,,,,
11/10/22,17:40,17,92,40,VL,1,268,,,,,
11/10/22,17:40,22,5,40,VL,1,257,,,,,
11/10/22,17:40,25,34,38,VL,1,258,,,,,
11/10/22,17:40,28,63,36,VL,1,243,,,,,
11/10/22,17:40,30,15,35,VL,1,269,,,,,
11/10/22,17:40,31,85,39,VL,1,256,,,,,
11/10/22,17:40,35,18,41,VL,1,258,,,,,
11/10/22,17:40,57,44,46,VL,1,271,,,,,
11/10/22,17:41,4,49,34,VL,1,257,,,,,
11/10/22,17:41,9,63,49,Moto,13,115,,,,,
11/10/22,17:41,21,48,36,VL,1,346,,,,,
11/10/22,17:41,24,68,33,VL,1,255,,,,,
11/10/22,17:41,25,76,30,Moto,13,115,,,,,
11/10/22,17:41,29,2,35,VL,1,231,,,,,
11/10/22,17:41,31,27,36,VL,1,270,,,,,
11/10/22,17:41,33,45,37,VL,1,256,,,,,
11/10/22,17:41,35,25,29,VL,1,257,,,,,
11/10/22,17:41,40,93,35,VL,12,256,602,114,,,
11/10/22,17:41,42,87,38,VL,1,348,,,,,
11/10/22,17:41,46,84,36,VL,1,244,,,,,
11/10/22,17:41,57,30,71,VL,1,243,,,,,
11/10/22,17:42,5,56,45,VL,1,257,,,,,
11/10/22,17:42,18,39,55,Moto,13,140,,,,,
11/10/22,17:42,23,88,42,VL,1,270,,,,,
11/10/22,17:42,26,2,47,VL,1,281,,,,,
11/10/22,17:42,33,83,34,VL,1,270,,,,,
11/10/22,17:42,38,47,43,VL,1,257,,,,,
11/10/22,17:42,41,21,42,VL,1,271,,,,,
11/10/22,17:42,43,39,42,VL,1,191,,,,,
11/10/22,17:42,43,92,42,VL,1,269,,,,,
11/10/22,17:42,48,51,34,VL,1,320,,,,,
11/10/22,17:42,50,82,34,VL,1,258,,,,,
11/10/22,17:42,53,53,34,VL,1,244,,,,,
11/10/22,17:42,57,57,29,VL,1,283,,,,,
11/10/22,17:43,22,68,48,VL,1,256,,,,,
11/10/22,17:43,26,77,50,VL,1,269,,,,,
11/10/22,17:43,28,80,49,VL,1,270,,,,,
11/10/22,17:43,34,76,45,VL,1,297,,,,,
11/10/22,17:43,47,93,42,VL,1,257,,,,,
11/10/22,17:43,53,23,42,VL,1,256,,,,,
11/10/22,17:43,56,88,37,VL,1,257,,,,,
11/10/22,17:44,0,56,36,VL,1,322,,,,,
11/10/22,17:44,3,23,34,VL,1,269,,,,,
11/10/22,17:44,7,15,37,VL,1,256,,,,,
11/10/22,17:44,18,70,48,VL,1,245,,,,,
11/10/22,17:44,26,68,51,VL,1,284,,,,,
11/10/22,17:44,42,34,36,VL,1,231,,,,,
11/10/22,17:44,44,17,36,VL,1,256,,,,,
11/10/22,17:44,49,48,45,VL,1,269,,,,,
11/10/22,17:44,51,19,44,VL,1,267,,,,,
11/10/22,17:44,52,62,46,VL,1,269,,,,,
11/10/22,17:45,2,61,41,VL,1,268,,,,,
11/10/22,17:45,6,37,38,VL,1,243,,,,,
11/10/22,17:45,17,64,40,VL,1,257,,,,,
11/10/22,17:45,19,87,41,VL,1,232,,,,,
11/10/22,17:45,20,92,43,VL,1,245,,,,,
11/10/22,17:45,25,65,42,VL,1,230,,,,,
11/10/22,17:45,27,68,41,VL,2,361,,,,,
11/10/22,17:45,30,69,40,VL,1,256,,,,,
11/10/22,17:45,39,89,48,VL,1,232,,,,,
11/10/22,17:45,43,67,39,VL,1,270,,,,,
11/10/22,17:45,49,36,55,VL,1,246,,,,,
11/10/22,17:45,57,34,45,VL,1,257,,,,,
11/10/22,17:45,59,84,44,VL,1,270,,,,,
11/10/22,17:46,18,98,45,VL,1,282,,,,,
11/10/22,17:46,40,50,38,VL,1,295,,,,,
11/10/22,17:46,46,15,74,Moto,13,141,,,,,
11/10/22,17:46,50,94,59,Moto,13,128,,,,,
11/10/22,17:46,50,28,41,VL,1,243,,,,,
11/10/22,17:46,51,87,37,VL,1,268,,,,,
11/10/22,17:46,58,13,31,VL,1,295,,,,,
11/10/22,17:47,1,48,31,VL,1,256,,,,,
11/10/22,17:47,7,7,31,VL,1,244,,,,,
11/10/22,17:47,10,94,29,VL,1,257,,,,,
11/10/22,17:47,30,42,64,VL,1,269,,,,,
11/10/22,17:47,49,92,50,VL,1,244,,,,,
11/10/22,17:47,52,72,50,VL,1,257,,,,,
11/10/22,17:47,55,37,47,VL,1,244,,,,,
11/10/22,17:47,57,63,44,VL,1,256,,,,,
11/10/22,17:48,1,29,42,VL,1,308,,,,,
11/10/22,17:48,15,92,69,Moto,13,140,,,,,
11/10/22,17:48,15,46,42,VL,1,245,,,,,
11/10/22,17:48,18,39,37,VL,1,281,,,,,
11/10/22,17:48,20,46,37,VL,1,257,,,,,
11/10/22,17:48,22,61,37,VL,1,281,,,,,
11/10/22,17:48,34,41,45,VL,1,271,,,,,
11/10/22,17:48,44,85,61,VL,1,242,,,,,
11/10/22,17:49,3,79,36,VL,1,271,,,,,
11/10/22,17:49,6,61,38,VL,1,244,,,,,
11/10/22,17:49,9,39,37,VL,1,257,,,,,
11/10/22,17:49,16,95,31,VL,1,270,,,,,
11/10/22,17:49,20,12,33,VL,1,242,,,,,
11/10/22,17:49,23,82,32,VL,1,256,,,,,
11/10/22,17:49,26,4,37,VL,1,271,,,,,
11/10/22,17:49,29,60,30,VL,1,256,,,,,
11/10/22,17:49,32,84,29,VL,1,269,,,,,
11/10/22,17:49,34,95,29,VL,1,282,,,,,
11/10/22,17:49,36,72,30,VL,1,231,,,,,
11/10/22,17:49,39,9,30,VL,1,231,,,,,
11/10/22,17:49,41,41,32,VL,1,255,,,,,
11/10/22,17:49,43,36,33,VL,1,231,,,,,
11/10/22,17:49,50,12,25,VL,1,269,,,,,
11/10/22,17:5,11,94,54,VL,2,371,,,,,
11/10/22,17:5,19,61,73,VL,1,255,,,,,
11/10/22,17:5,22,70,60,VL,1,270,,,,,
11/10/22,17:5,27,32,44,VL,1,255,,,,,
11/10/22,17:5,30,60,44,VL,1,270,,,,,
11/10/22,17:5,33,91,41,VL,1,258,,,,,
11/10/22,17:5,40,52,47,VL,1,270,,,,,
11/10/22,17:5,49,34,37,Moto,13,115,,,,,
11/10/22,17:5,50,20,51,VL,1,255,,,,,
11/10/22,17:5,55,89,34,VL,1,257,,,,,
11/10/22,17:5,58,92,33,VL,1,255,,,,,
11/10/22,17:50,0,30,36,VL,1,231,,,,,
11/10/22,17:50,3,1,34,VL,1,256,,,,,
11/10/22,17:50,30,60,50,VL,1,257,,,,,
11/10/22,17:50,34,19,47,VL,1,257,,,,,
11/10/22,17:50,38,73,47,VL,1,256,,,,,
11/10/22,17:51,10,50,38,VL,1,270,,,,,
11/10/22,17:51,12,17,43,Moto,13,154,,,,,
11/10/22,17:51,18,46,36,VL,1,270,,,,,
11/10/22,17:51,19,43,35,VL,1,243,,,,,
11/10/22,17:51,20,72,37,Moto,13,140,,,,,
11/10/22,17:51,23,7,36,VL,1,258,,,,,
11/10/22,17:51,29,9,38,VL,1,256,,,,,
11/10/22,17:51,37,10,52,VL,1,272,,,,,
11/10/22,17:51,44,95,36,VL,1,269,,,,,
11/10/22,17:51,47,12,41,VL,1,243,,,,,
11/10/22,17:51,54,14,45,VL,1,242,,,,,
11/10/22,17:51,56,22,44,VL,1,257,,,,,
11/10/22,17:52,1,48,39,VL,1,257,,,,,
11/10/22,17:52,9,37,48,VL,1,244,,,,,
11/10/22,17:52,12,15,40,VL,1,256,,,,,
11/10/22,17:52,18,69,38,VL,1,258,,,,,
11/10/22,17:52,20,38,40,VL,1,256,,,,,
11/10/22,17:52,24,52,41,VL,1,244,,,,,
11/10/22,17:52,33,67,52,VL,1,258,,,,,
11/10/22,17:52,55,41,33,VL,1,257,,,,,
11/10/22,17:52,56,75,36,VL,1,283,,,,,
11/10/22,17:52,59,49,41,VL,1,231,,,,,
11/10/22,17:53,5,29,32,VL,1,244,,,,,
11/10/22,17:53,7,6,32,Moto,13,127,,,,,
11/10/22,17:53,7,83,31,VL,1,257,,,,,
11/10/22,17:53,10,58,30,VL,1,333,,,,,
11/10/22,17:53,14,33,40,VL,1,294,,,,,
11/10/22,17:53,23,79,33,VL,1,270,,,,,
11/10/22,17:53,40,13,42,VL,1,232,,,,,
11/10/22,17:53,51,80,59,VL,1,283,,,,,
11/10/22,17:54,0,66,45,VL,1,256,,,,,
11/10/22,17:54,3,4,49,VL,1,233,,,,,
11/10/22,17:54,9,2,34,VL,2,374,,,,,
11/10/22,17:54,14,52,32,VL,1,255,,,,,
11/10/22,17:54,20,91,47,VL,1,255,,,,,
11/10/22,17:54,25,19,40,VL,1,256,,,,,
11/10/22,17:54,33,61,51,VL,1,257,,,,,
11/10/22,17:54,49,76,52,VL,1,257,,,,,
11/10/22,17:54,56,97,27,VL,1,231,,,,,
11/10/22,17:55,2,59,43,VL,1,269,,,,,
11/10/22,17:55,15,18,61,VL,1,258,,,,,
11/10/22,17:55,33,23,59,VL,1,280,,,,,
11/10/22,17:55,39,22,49,VL,1,282,,,,,
11/10/22,17:55,47,34,45,VL,1,257,,,,,
11/10/22,17:55,51,43,54,VL,1,245,,,,,
11/10/22,17:55,56,43,48,VL,1,282,,,,,
11/10/22,17:55,58,98,50,VL,1,243,,,,,
11/10/22,17:56,0,81,50,VL,1,281,,,,,
11/10/22,17:56,3,3,48,VL,1,270,,,,,
11/10/22,17:56,27,82,42,VL,1,269,,,,,
11/10/22,17:56,31,36,41,VL,1,257,,,,,
11/10/22,17:56,32,86,40,VL,1,256,,,,,
11/10/22,17:56,37,50,38,VL,1,243,,,,,
11/10/22,17:56,41,18,45,VL,1,270,,,,,
11/10/22,17:56,55,56,36,VL,1,244,,,,,
11/10/22,17:56,57,5,34,VL,1,244,,,,,
11/10/22,17:57,0,23,29,VL,1,320,,,,,
11/10/22,17:57,3,81,31,VL,1,283,,,,,
11/10/22,17:57,6,13,29,VL,1,268,,,,,
11/10/22,17:57,8,26,34,VL,1,257,,,,,
11/10/22,17:57,15,32,31,VL,1,257,,,,,
11/10/22,17:57,18,93,34,VL,1,256,,,,,
11/10/22,17:57,21,93,34,VL,1,230,,,,,
11/10/22,17:57,23,78,34,VL,1,232,,,,,
11/10/22,17:57,29,95,36,VL,1,231,,,,,
11/10/22,17:57,43,83,39,VL,1,256,,,,,
11/10/22,17:57,54,23,82,VL,1,258,,,,,
11/10/22,17:58,13,29,32,PL,7,372,321,0,,,
11/10/22,17:58,45,30,49,VL,1,256,,,,,
11/10/22,17:58,54,96,47,VL,1,231,,,,,
11/10/22,17:58,58,3,43,VL,1,259,,,,,
11/10/22,17:59,7,25,48,VL,1,256,,,,,
11/10/22,17:59,11,19,42,VL,1,245,,,,,
11/10/22,17:59,12,25,45,VL,1,256,,,,,
11/10/22,17:59,21,87,40,VL,1,257,,,,,
11/10/22,17:59,23,28,40,VL,1,230,,,,,
11/10/22,17:59,28,98,40,VL,1,269,,,,,
11/10/22,17:59,32,39,39,VL,1,244,,,,,
11/10/22,17:59,34,73,45,VL,1,269,,,,,
11/10/22,17:6,6,58,42,VL,1,191,,,,,
11/10/22,17:6,15,2,54,VL,1,257,,,,,
11/10/22,17:6,43,57,36,VL,1,244,,,,,
11/10/22,17:6,46,19,33,Moto,13,179,,,,,
11/10/22,17:6,47,53,35,VL,1,257,,,,,
11/10/22,17:6,49,58,35,VL,1,268,,,,,
11/10/22,17:6,51,69,36,VL,1,230,,,,,
11/10/22,17:6,54,10,36,VL,1,244,,,,,
11/10/22,17:6,59,15,31,VL,1,268,,,,,
11/10/22,17:7,22,76,52,VL,1,244,,,,,
11/10/22,17:7,25,41,47,VL,1,257,,,,,
11/10/22,17:7,32,93,40,VL,1,257,,,,,
11/10/22,17:7,37,86,49,VL,1,257,,,,,
11/10/22,17:7,42,7,44,VL,1,256,,,,,
11/10/22,17:7,44,66,38,VL,1,230,,,,,
11/10/22,17:7,55,37,36,VL,1,257,,,,,
11/10/22,17:8,38,63,34,VL,1,268,,,,,
11/10/22,17:8,42,17,36,VL,1,258,,,,,
11/10/22,17:8,44,35,37,VL,1,255,,,,,
11/10/22,17:8,49,34,42,VL,1,269,,,,,
11/10/22,17:8,56,15,36,VL,1,294,,,,,
11/10/22,17:8,57,98,36,VL,1,255,,,,,
11/10/22,17:9,2,94,35,VL,1,244,,,,,
11/10/22,17:9,5,39,33,VL,1,230,,,,,
11/10/22,17:9,8,1,34,VL,1,231,,,,,
11/10/22,17:9,10,72,31,VL,1,257,,,,,
11/10/22,17:9,13,67,31,VL,1,256,,,,,
11/10/22,17:9,40,6,79,Moto,13,128,,,,,
11/10/22,17:9,43,46,53,VL,1,270,,,,,
11/10/22,17:9,51,49,43,VL,1,257,,,,,
