Jour,Heure,Seconde,Centième,Vitesse,Type,Véhicule,Catégorie,Inter-essieux,E2/E3,E3/E4,E4/E5,E5/E6
10/10/22,11:40,27,7,30,PL,14,1306,102,,,,
10/10/22,11:40,45,50,49,VL,1,191,,,,,
10/10/22,11:40,52,4,49,VL,1,191,,,,,
10/10/22,11:40,53,38,28,VL,1,320,,,,,
10/10/22,11:41,5,86,70,VL,1,270,,,,,
10/10/22,11:41,12,76,42,VL,1,192,,,,,
10/10/22,11:41,19,60,41,PL,2,620,,,,,
10/10/22,11:41,23,99,35,VL,1,257,,,,,
10/10/22,11:41,28,2,42,VL,1,244,,,,,
10/10/22,11:41,30,47,39,VL,1,243,,,,,
10/10/22,11:41,57,84,34,VL,1,257,,,,,
10/10/22,11:42,14,69,30,VL,2,383,,,,,
10/10/22,11:42,18,80,30,VL,12,269,474,140,,,
10/10/22,11:42,22,75,33,VL,2,422,,,,,
10/10/22,11:42,26,19,28,VL,1,257,,,,,
10/10/22,11:42,30,91,36,VL,1,256,,,,,
10/10/22,11:42,52,82,55,VL,1,271,,,,,
10/10/22,11:43,2,88,34,VL,1,268,,,,,
10/10/22,11:43,4,71,32,VL,1,269,,,,,
10/10/22,11:43,6,6,30,Moto,13,128,,,,,
10/10/22,11:43,7,84,33,VL,1,255,,,,,
10/10/22,11:43,29,27,33,VL,1,257,,,,,
10/10/22,11:43,42,36,50,VL,1,230,,,,,
10/10/22,11:43,45,11,39,VL,1,256,,,,,
10/10/22,11:44,9,11,110,VL,1,680,,,,,
10/10/22,11:44,33,67,51,VL,1,244,,,,,
10/10/22,11:44,38,82,53,VL,1,258,,,,,
10/10/22,11:44,44,53,44,VL,1,256,,,,,
10/10/22,11:45,16,71,47,VL,1,258,,,,,
10/10/22,11:45,20,77,43,Moto,13,115,,,,,
10/10/22,11:46,4,59,33,VL,1,257,,,,,
10/10/22,11:46,6,26,33,VL,1,243,,,,,
10/10/22,11:46,11,66,18,VL,1,230,,,,,
10/10/22,11:46,17,89,36,VL,1,268,,,,,
10/10/22,11:46,28,99,55,VL,1,256,,,,,
10/10/22,11:46,49,4,49,VL,1,244,,,,,
10/10/22,11:46,51,19,46,VL,1,257,,,,,
10/10/22,11:47,19,36,45,VL,1,257,,,,,
10/10/22,11:48,0,28,48,VL,1,296,,,,,
10/10/22,11:48,33,22,44,VL,1,256,,,,,
10/10/22,11:48,37,33,36,VL,1,243,,,,,
10/10/22,11:48,55,59,64,VL,1,255,,,,,
10/10/22,11:49,5,46,45,VL,1,307,,,,,
10/10/22,11:49,7,85,51,Moto,13,153,,,,,
10/10/22,11:49,19,30,41,VL,1,256,,,,,
10/10/22,11:50,4,63,42,Moto,13,129,,,,,
10/10/22,11:50,6,91,40,VL,1,268,,,,,
10/10/22,11:50,41,58,51,VL,1,230,,,,,
10/10/22,11:50,46,80,58,VL,1,267,,,,,
10/10/22,11:51,3,23,50,Moto,13,115,,,,,
10/10/22,11:51,6,55,46,VL,1,281,,,,,
10/10/22,11:51,11,25,41,VL,1,268,,,,,
10/10/22,11:51,13,86,39,VL,1,270,,,,,
10/10/22,11:51,25,48,44,Moto,13,114,,,,,
10/10/22,11:51,35,25,44,Moto,13,114,,,,,
10/10/22,11:51,50,13,37,VL,2,422,,,,,
10/10/22,11:51,52,67,37,Moto,13,141,,,,,
10/10/22,11:52,5,5,45,VL,1,256,,,,,
10/10/22,11:52,9,73,48,VL,1,269,,,,,
10/10/22,11:52,16,17,42,VL,1,255,,,,,
10/10/22,11:52,55,40,60,VL,1,346,,,,,
10/10/22,11:53,1,65,53,VL,1,258,,,,,
10/10/22,11:53,4,21,49,VL,1,243,,,,,
10/10/22,11:53,6,83,56,Moto,13,155,,,,,
10/10/22,11:53,35,53,37,VL,1,256,,,,,
10/10/22,11:53,45,10,44,VL,1,269,,,,,
10/10/22,11:54,12,29,50,VL,1,284,,,,,
10/10/22,11:54,23,65,44,VL,1,256,,,,,
10/10/22,11:54,31,49,45,VL,1,232,,,,,
10/10/22,11:54,37,78,49,VL,1,245,,,,,
10/10/22,11:54,44,40,39,VL,1,269,,,,,
10/10/22,11:54,50,82,31,VL,1,270,,,,,
10/10/22,11:55,9,19,38,VL,1,243,,,,,
10/10/22,11:55,20,34,32,VL,1,255,,,,,
10/10/22,11:55,23,26,34,VL,1,257,,,,,
10/10/22,11:55,28,87,49,VL,1,270,,,,,
10/10/22,11:55,32,35,43,VL,1,244,,,,,
10/10/22,11:55,48,83,63,VL,1,271,,,,,
10/10/22,11:56,17,23,35,VL,1,270,,,,,
10/10/22,11:56,20,69,40,VL,1,308,,,,,
10/10/22,11:56,25,44,33,VL,1,270,,,,,
10/10/22,11:56,27,76,31,VL,1,243,,,,,
10/10/22,11:56,56,16,41,VL,1,243,,,,,
10/10/22,11:57,12,73,37,VL,1,281,,,,,
10/10/22,11:57,14,46,37,VL,1,242,,,,,
10/10/22,11:57,17,81,35,VL,1,268,,,,,
10/10/22,11:57,40,15,54,VL,1,231,,,,,
10/10/22,11:58,3,61,39,VL,1,294,,,,,
10/10/22,11:58,5,52,38,VL,1,258,,,,,
10/10/22,11:58,8,52,35,VL,1,281,,,,,
10/10/22,11:58,10,90,35,VL,1,320,,,,,
10/10/22,11:58,37,50,57,VL,1,245,,,,,
10/10/22,11:59,3,53,43,VL,1,232,,,,,
10/10/22,11:59,29,55,7,VL,1,243,,,,,
10/10/22,11:59,49,70,50,VL,1,295,,,,,
10/10/22,12:0,21,6,42,VL,1,269,,,,,
10/10/22,12:0,23,90,42,VL,1,245,,,,,
10/10/22,12:0,30,53,43,VL,1,242,,,,,
10/10/22,12:0,31,93,43,VL,1,255,,,,,
10/10/22,12:0,45,59,44,VL,1,256,,,,,
10/10/22,12:0,58,54,46,VL,1,257,,,,,
10/10/22,12:1,1,60,42,VL,1,269,,,,,
10/10/22,12:1,4,67,43,VL,1,257,,,,,
10/10/22,12:1,5,61,39,VL,1,245,,,,,
10/10/22,12:1,35,96,39,VL,1,258,,,,,
10/10/22,12:1,38,78,40,VL,1,257,,,,,
10/10/22,12:1,43,22,39,VL,1,218,,,,,
10/10/22,12:1,52,21,35,VL,1,269,,,,,
10/10/22,12:1,55,1,36,VL,1,269,,,,,
10/10/22,12:10,10,4,38,VL,1,244,,,,,
10/10/22,12:10,16,13,42,VL,1,244,,,,,
10/10/22,12:10,25,58,47,VL,1,256,,,,,
10/10/22,12:10,35,21,41,VL,1,244,,,,,
10/10/22,12:10,41,15,42,VL,1,191,,,,,
10/10/22,12:10,42,49,41,VL,1,256,,,,,
10/10/22,12:10,47,5,34,VL,1,268,,,,,
10/10/22,12:10,54,58,43,VL,1,245,,,,,
10/10/22,12:10,57,79,48,VL,1,232,,,,,
10/10/22,12:11,0,68,47,VL,1,245,,,,,
10/10/22,12:11,22,96,59,VL,1,268,,,,,
10/10/22,12:11,28,90,45,VL,1,256,,,,,
10/10/22,12:11,46,83,54,VL,1,268,,,,,
10/10/22,12:11,51,93,37,VL,1,308,,,,,
10/10/22,12:11,53,77,41,VL,1,270,,,,,
10/10/22,12:12,0,28,49,Moto,13,154,,,,,
10/10/22,12:12,6,2,45,VL,1,243,,,,,
10/10/22,12:12,12,4,51,VL,1,231,,,,,
10/10/22,12:12,15,57,45,VL,1,243,,,,,
10/10/22,12:12,23,35,54,Moto,13,140,,,,,
10/10/22,12:13,4,56,49,VL,1,308,,,,,
10/10/22,12:13,8,94,46,VL,1,255,,,,,
10/10/22,12:13,13,67,45,VL,1,242,,,,,
10/10/22,12:13,19,13,45,VL,1,270,,,,,
10/10/22,12:13,33,79,45,VL,1,270,,,,,
10/10/22,12:13,50,78,46,VL,1,283,,,,,
10/10/22,12:13,55,55,44,VL,1,269,,,,,
10/10/22,12:13,58,10,42,VL,1,231,,,,,
10/10/22,12:14,1,91,42,VL,1,255,,,,,
10/10/22,12:14,19,7,41,VL,1,258,,,,,
10/10/22,12:14,26,50,40,VL,1,294,,,,,
10/10/22,12:14,27,90,39,VL,1,243,,,,,
10/10/22,12:14,37,73,40,VL,1,257,,,,,
10/10/22,12:14,39,65,35,VL,1,256,,,,,
10/10/22,12:14,47,2,41,VL,1,257,,,,,
10/10/22,12:14,49,38,41,VL,1,245,,,,,
10/10/22,12:14,52,25,38,VL,1,257,,,,,
10/10/22,12:15,52,49,41,VL,1,268,,,,,
10/10/22,12:15,55,24,38,VL,1,269,,,,,
10/10/22,12:16,0,26,33,VL,1,269,,,,,
10/10/22,12:16,18,21,47,VL,1,256,,,,,
10/10/22,12:16,38,99,36,VL,1,270,,,,,
10/10/22,12:16,42,84,32,VL,1,255,,,,,
10/10/22,12:16,44,76,33,VL,1,243,,,,,
10/10/22,12:16,48,3,42,VL,1,244,,,,,
10/10/22,12:17,5,90,45,VL,1,245,,,,,
10/10/22,12:17,44,38,55,VL,1,320,,,,,
10/10/22,12:17,50,94,44,VL,1,256,,,,,
10/10/22,12:17,58,60,36,VL,1,245,,,,,
10/10/22,12:18,3,82,39,VL,1,255,,,,,
10/10/22,12:18,6,86,35,VL,1,244,,,,,
10/10/22,12:18,12,94,42,VL,1,255,,,,,
10/10/22,12:18,49,0,47,VL,1,268,,,,,
10/10/22,12:19,10,36,45,VL,1,257,,,,,
10/10/22,12:19,14,74,40,VL,1,230,,,,,
10/10/22,12:19,24,19,21,VL,1,244,,,,,
10/10/22,12:19,40,71,54,VL,1,245,,,,,
10/10/22,12:19,54,57,38,VL,1,270,,,,,
10/10/22,12:19,57,45,41,VL,1,271,,,,,
10/10/22,12:2,0,19,49,VL,1,295,,,,,
10/10/22,12:2,2,45,48,VL,1,295,,,,,
10/10/22,12:2,5,35,41,VL,1,256,,,,,
10/10/22,12:2,12,60,49,VL,1,268,,,,,
10/10/22,12:2,35,98,49,VL,1,256,,,,,
10/10/22,12:2,43,39,42,VL,1,244,,,,,
10/10/22,12:2,45,22,42,VL,1,258,,,,,
10/10/22,12:2,47,74,40,VL,1,269,,,,,
10/10/22,12:2,48,95,40,VL,1,256,,,,,
10/10/22,12:2,51,54,39,VL,1,281,,,,,
10/10/22,12:2,54,54,38,VL,1,282,,,,,
10/10/22,12:2,56,26,38,VL,1,230,,,,,
10/10/22,12:2,58,83,44,VL,1,282,,,,,
10/10/22,12:20,3,8,44,VL,1,242,,,,,
10/10/22,12:20,4,44,46,VL,1,232,,,,,
10/10/22,12:20,8,82,39,VL,1,258,,,,,
10/10/22,12:20,9,95,39,VL,1,283,,,,,
10/10/22,12:20,17,81,36,VL,1,256,,,,,
10/10/22,12:20,20,17,34,VL,1,257,,,,,
10/10/22,12:20,45,14,46,Moto,13,141,,,,,
10/10/22,12:20,46,43,43,VL,1,230,,,,,
10/10/22,12:20,59,19,21,VL,1,243,,,,,
10/10/22,12:21,4,41,29,VL,1,230,,,,,
10/10/22,12:21,7,25,33,VL,1,257,,,,,
10/10/22,12:21,36,10,34,VL,1,269,,,,,
10/10/22,12:21,38,50,34,VL,1,243,,,,,
10/10/22,12:21,52,4,49,VL,1,243,,,,,
10/10/22,12:22,9,22,50,VL,1,269,,,,,
10/10/22,12:22,14,89,46,VL,1,269,,,,,
10/10/22,12:22,16,38,46,VL,1,282,,,,,
10/10/22,12:22,21,1,43,VL,1,257,,,,,
10/10/22,12:22,23,97,41,VL,1,230,,,,,
10/10/22,12:23,5,81,59,VL,1,231,,,,,
10/10/22,12:23,44,52,30,VL,1,218,,,,,
10/10/22,12:23,50,26,40,VL,1,244,,,,,
10/10/22,12:23,52,25,37,VL,1,256,,,,,
10/10/22,12:24,9,9,43,Moto,13,114,,,,,
10/10/22,12:24,22,75,47,VL,1,345,,,,,
10/10/22,12:24,29,56,43,VL,1,269,,,,,
10/10/22,12:24,31,82,41,VL,1,281,,,,,
10/10/22,12:24,34,88,36,VL,1,269,,,,,
10/10/22,12:24,40,17,38,VL,1,244,,,,,
10/10/22,12:24,41,92,37,VL,1,258,,,,,
10/10/22,12:24,47,94,47,VL,1,257,,,,,
10/10/22,12:24,58,42,48,VL,1,245,,,,,
10/10/22,12:25,22,27,48,VL,1,270,,,,,
10/10/22,12:25,30,1,50,VL,1,244,,,,,
10/10/22,12:25,37,58,26,VL,1,244,,,,,
10/10/22,12:25,41,14,24,VL,1,269,,,,,
10/10/22,12:25,45,8,26,VL,1,231,,,,,
10/10/22,12:25,46,96,27,VL,1,281,,,,,
10/10/22,12:25,53,85,33,VL,1,271,,,,,
10/10/22,12:25,56,0,33,VL,1,255,,,,,
10/10/22,12:25,58,92,33,VL,1,231,,,,,
10/10/22,12:26,42,4,43,VL,1,257,,,,,
10/10/22,12:26,49,11,40,VL,1,258,,,,,
10/10/22,12:26,52,18,39,VL,1,255,,,,,
10/10/22,12:26,59,45,42,VL,1,231,,,,,
10/10/22,12:27,2,43,44,VL,1,257,,,,,
10/10/22,12:27,22,99,37,VL,1,242,,,,,
10/10/22,12:27,27,29,40,VL,1,244,,,,,
10/10/22,12:27,42,1,46,VL,1,230,,,,,
10/10/22,12:27,45,14,40,VL,1,270,,,,,
10/10/22,12:27,47,77,43,VL,1,270,,,,,
10/10/22,12:27,48,56,26,Vélo,13,102,,,,,
10/10/22,12:27,52,38,41,VL,1,245,,,,,
10/10/22,12:28,21,75,59,VL,1,268,,,,,
10/10/22,12:28,24,9,51,VL,1,254,,,,,
10/10/22,12:28,29,30,50,VL,1,257,,,,,
10/10/22,12:28,35,5,45,PL,7,360,489,77,,,
10/10/22,12:28,37,3,43,VL,1,255,,,,,
10/10/22,12:28,40,42,41,VL,1,295,,,,,
10/10/22,12:28,51,26,42,VL,1,296,,,,,
10/10/22,12:29,3,79,46,VL,1,257,,,,,
10/10/22,12:29,13,1,63,Moto,13,128,,,,,
10/10/22,12:29,18,30,45,VL,1,257,,,,,
10/10/22,12:29,23,45,43,VL,1,230,,,,,
10/10/22,12:29,30,27,29,VL,1,307,,,,,
10/10/22,12:29,33,4,34,VL,1,257,,,,,
10/10/22,12:3,4,7,45,VL,1,269,,,,,
10/10/22,12:3,26,88,39,VL,1,245,,,,,
10/10/22,12:3,36,94,41,VL,1,192,,,,,
10/10/22,12:3,36,95,56,VL,1,258,,,,,
10/10/22,12:3,50,60,51,VL,1,258,,,,,
10/10/22,12:30,5,8,45,VL,1,243,,,,,
10/10/22,12:30,31,38,45,VL,1,268,,,,,
10/10/22,12:30,33,93,45,VL,1,321,,,,,
10/10/22,12:30,36,71,44,VL,1,256,,,,,
10/10/22,12:30,41,31,46,VL,1,230,,,,,
10/10/22,12:31,12,62,36,VL,1,231,,,,,
10/10/22,12:31,17,18,49,VL,1,243,,,,,
10/10/22,12:31,21,24,37,VL,1,244,,,,,
10/10/22,12:31,24,88,41,VL,1,245,,,,,
10/10/22,12:31,41,24,51,VL,1,270,,,,,
10/10/22,12:31,57,86,37,VL,1,268,,,,,
10/10/22,12:32,0,55,39,VL,1,243,,,,,
10/10/22,12:32,3,32,35,VL,1,255,,,,,
10/10/22,12:32,8,34,30,VL,1,268,,,,,
10/10/22,12:32,11,35,31,VL,1,244,,,,,
10/10/22,12:32,17,4,30,VL,1,268,,,,,
10/10/22,12:32,19,40,30,VL,1,270,,,,,
10/10/22,12:32,37,50,16,VL,1,243,,,,,
10/10/22,12:32,41,51,29,VL,1,268,,,,,
10/10/22,12:32,54,7,41,VL,1,244,,,,,
10/10/22,12:33,2,61,56,VL,1,270,,,,,
10/10/22,12:33,40,49,40,VL,1,280,,,,,
10/10/22,12:33,43,75,39,VL,1,244,,,,,
10/10/22,12:33,47,14,37,VL,1,243,,,,,
10/10/22,12:33,49,71,37,VL,1,256,,,,,
10/10/22,12:33,51,4,33,VL,1,243,,,,,
10/10/22,12:33,52,70,34,VL,1,257,,,,,
10/10/22,12:33,58,46,49,VL,1,284,,,,,
10/10/22,12:34,0,12,49,VL,1,256,,,,,
10/10/22,12:34,40,84,33,VL,1,256,,,,,
10/10/22,12:34,42,95,39,VL,1,269,,,,,
10/10/22,12:34,46,3,34,VL,1,257,,,,,
10/10/22,12:34,47,80,35,VL,1,255,,,,,
10/10/22,12:34,56,86,9,VL,1,320,,,,,
10/10/22,12:35,0,38,14,VL,1,243,,,,,
10/10/22,12:35,2,98,25,Moto,13,140,,,,,
10/10/22,12:35,9,68,17,VL,1,269,,,,,
10/10/22,12:35,53,26,21,VL,12,243,205,,,,
10/10/22,12:35,55,13,37,VL,1,192,,,,,
10/10/22,12:36,12,66,37,VL,1,256,,,,,
10/10/22,12:36,26,11,40,VL,1,268,,,,,
10/10/22,12:36,29,33,37,VL,1,255,,,,,
10/10/22,12:36,31,43,37,VL,1,257,,,,,
10/10/22,12:36,32,92,37,VL,1,230,,,,,
10/10/22,12:36,39,17,39,VL,1,257,,,,,
10/10/22,12:36,42,79,48,VL,1,244,,,,,
10/10/22,12:36,45,94,39,VL,1,258,,,,,
10/10/22,12:36,48,67,37,VL,1,256,,,,,
10/10/22,12:36,51,50,33,VL,1,269,,,,,
10/10/22,12:36,57,47,41,VL,1,230,,,,,
10/10/22,12:37,23,51,53,VL,1,258,,,,,
10/10/22,12:37,28,15,54,VL,1,268,,,,,
10/10/22,12:37,29,83,56,VL,1,258,,,,,
10/10/22,12:37,33,89,43,VL,1,245,,,,,
10/10/22,12:37,37,45,40,VL,1,231,,,,,
10/10/22,12:37,39,32,38,VL,1,258,,,,,
10/10/22,12:37,42,29,36,VL,1,255,,,,,
10/10/22,12:37,46,19,36,VL,12,283,373,,,,
10/10/22,12:37,47,44,36,VL,1,294,,,,,
10/10/22,12:37,54,27,34,VL,1,257,,,,,
10/10/22,12:38,12,80,37,VL,1,193,,,,,
10/10/22,12:38,30,12,39,VL,1,255,,,,,
10/10/22,12:38,37,10,55,VL,1,283,,,,,
10/10/22,12:38,58,36,44,VL,1,256,,,,,
10/10/22,12:39,33,63,33,Moto,13,115,,,,,
10/10/22,12:39,40,91,39,VL,1,255,,,,,
10/10/22,12:4,4,90,49,VL,1,244,,,,,
10/10/22,12:4,21,76,45,VL,1,245,,,,,
10/10/22,12:4,30,34,46,VL,1,257,,,,,
10/10/22,12:4,48,60,44,VL,1,307,,,,,
10/10/22,12:4,57,68,51,VL,1,255,,,,,
10/10/22,12:40,41,34,47,VL,1,244,,,,,
10/10/22,12:40,46,8,40,VL,1,243,,,,,
10/10/22,12:40,52,77,40,VL,1,217,,,,,
10/10/22,12:40,55,9,41,VL,1,281,,,,,
10/10/22,12:40,57,79,44,VL,1,256,,,,,
10/10/22,12:41,6,0,36,Moto,13,115,,,,,
10/10/22,12:41,17,38,31,VL,1,268,,,,,
10/10/22,12:41,30,21,39,VL,1,255,,,,,
10/10/22,12:41,40,64,72,VL,1,244,,,,,
10/10/22,12:41,50,14,38,VL,1,231,,,,,
10/10/22,12:41,52,1,36,VL,1,255,,,,,
10/10/22,12:41,58,68,34,VL,1,231,,,,,
10/10/22,12:42,4,3,39,VL,1,256,,,,,
10/10/22,12:42,20,30,48,VL,1,269,,,,,
10/10/22,12:42,22,18,46,VL,1,270,,,,,
10/10/22,12:43,4,53,43,VL,1,268,,,,,
10/10/22,12:43,8,84,36,VL,1,244,,,,,
10/10/22,12:43,11,30,34,VL,1,256,,,,,
10/10/22,12:43,14,40,36,VL,1,268,,,,,
10/10/22,12:43,18,85,29,VL,1,255,,,,,
10/10/22,12:43,21,60,32,VL,1,244,,,,,
10/10/22,12:43,26,0,30,VL,1,242,,,,,
10/10/22,12:43,43,77,49,VL,1,245,,,,,
10/10/22,12:43,55,47,44,VL,1,232,,,,,
10/10/22,12:43,59,74,45,VL,1,242,,,,,
10/10/22,12:44,3,70,41,VL,1,244,,,,,
10/10/22,12:44,7,91,37,VL,1,270,,,,,
10/10/22,12:44,10,9,37,VL,1,244,,,,,
10/10/22,12:44,11,94,36,VL,1,256,,,,,
10/10/22,12:44,34,40,55,VL,1,259,,,,,
10/10/22,12:44,39,39,36,VL,1,257,,,,,
10/10/22,12:44,40,76,38,VL,1,282,,,,,
10/10/22,12:44,43,95,46,VL,1,244,,,,,
10/10/22,12:45,13,67,53,VL,1,258,,,,,
10/10/22,12:45,38,97,46,VL,1,243,,,,,
10/10/22,12:45,43,36,41,VL,1,244,,,,,
10/10/22,12:45,47,57,35,VL,1,255,,,,,
10/10/22,12:45,49,26,37,VL,1,283,,,,,
10/10/22,12:45,51,18,36,VL,1,283,,,,,
10/10/22,12:45,53,90,36,VL,1,269,,,,,
10/10/22,12:45,56,43,33,VL,1,256,,,,,
10/10/22,12:46,1,93,37,VL,1,257,,,,,
10/10/22,12:46,4,64,37,VL,1,257,,,,,
10/10/22,12:46,12,60,49,VL,1,245,,,,,
10/10/22,12:46,28,54,41,VL,1,231,,,,,
10/10/22,12:46,38,76,35,VL,1,204,,,,,
10/10/22,12:46,40,75,43,VL,1,271,,,,,
10/10/22,12:46,42,33,39,VL,1,243,,,,,
10/10/22,12:46,47,32,34,VL,1,270,,,,,
10/10/22,12:47,15,82,50,VL,1,269,,,,,
10/10/22,12:47,29,2,48,VL,1,297,,,,,
10/10/22,12:47,31,38,48,VL,1,245,,,,,
10/10/22,12:47,35,68,46,VL,1,307,,,,,
10/10/22,12:48,17,48,61,VL,1,230,,,,,
10/10/22,12:48,36,37,37,VL,1,242,,,,,
10/10/22,12:48,41,63,38,VL,1,321,,,,,
10/10/22,12:49,21,6,57,VL,1,246,,,,,
10/10/22,12:49,44,42,44,VL,1,230,,,,,
10/10/22,12:5,7,98,33,VL,1,256,,,,,
10/10/22,12:5,18,99,43,VL,1,259,,,,,
10/10/22,12:5,22,16,38,VL,1,268,,,,,
10/10/22,12:5,25,17,34,VL,1,256,,,,,
10/10/22,12:5,27,50,36,VL,1,335,,,,,
10/10/22,12:5,54,4,38,VL,1,231,,,,,
10/10/22,12:5,56,81,42,VL,1,245,,,,,
10/10/22,12:5,59,54,44,VL,1,243,,,,,
10/10/22,12:50,1,72,48,VL,1,257,,,,,
10/10/22,12:50,48,70,34,VL,1,256,,,,,
10/10/22,12:50,50,27,33,VL,1,269,,,,,
10/10/22,12:51,5,68,47,VL,1,231,,,,,
10/10/22,12:51,13,14,46,VL,1,232,,,,,
10/10/22,12:51,23,88,52,VL,1,272,,,,,
10/10/22,12:51,34,37,41,VL,1,244,,,,,
10/10/22,12:51,36,30,42,VL,1,284,,,,,
10/10/22,12:51,40,1,35,VL,1,283,,,,,
10/10/22,12:51,42,94,34,VL,1,244,,,,,
10/10/22,12:51,45,47,37,VL,1,271,,,,,
10/10/22,12:51,49,6,40,VL,1,256,,,,,
10/10/22,12:51,51,8,41,VL,1,243,,,,,
10/10/22,12:51,57,3,51,VL,1,346,,,,,
10/10/22,12:52,5,65,49,VL,1,271,,,,,
10/10/22,12:52,20,54,41,VL,1,231,,,,,
10/10/22,12:52,28,51,29,VL,1,268,,,,,
10/10/22,12:53,4,87,49,VL,1,258,,,,,
10/10/22,12:53,34,21,52,VL,1,307,,,,,
10/10/22,12:53,53,42,49,VL,1,243,,,,,
10/10/22,12:54,14,34,49,Moto,13,128,,,,,
10/10/22,12:54,18,25,45,VL,1,230,,,,,
10/10/22,12:54,19,79,44,VL,1,256,,,,,
10/10/22,12:54,23,79,45,VL,1,256,,,,,
10/10/22,12:54,44,11,61,VL,1,255,,,,,
10/10/22,12:54,48,29,65,VL,1,269,,,,,
10/10/22,12:55,54,0,42,VL,1,256,,,,,
10/10/22,12:55,56,75,43,VL,1,257,,,,,
10/10/22,12:56,0,34,42,VL,1,271,,,,,
10/10/22,12:56,30,14,49,VL,1,297,,,,,
10/10/22,12:56,39,42,36,VL,1,243,,,,,
10/10/22,12:56,45,48,38,VL,1,268,,,,,
10/10/22,12:56,48,9,43,VL,1,255,,,,,
10/10/22,12:56,50,30,47,VL,1,255,,,,,
10/10/22,12:57,2,47,49,VL,1,256,,,,,
10/10/22,12:57,9,66,41,VL,1,258,,,,,
10/10/22,12:57,16,23,31,Moto,13,141,,,,,
10/10/22,12:57,44,8,47,VL,1,307,,,,,
10/10/22,12:57,49,56,40,VL,1,256,,,,,
10/10/22,12:58,20,89,58,VL,1,270,,,,,
10/10/22,12:58,25,59,52,VL,1,244,,,,,
10/10/22,12:58,55,96,39,VL,1,230,,,,,
10/10/22,12:59,1,70,41,Moto,13,116,,,,,
10/10/22,12:59,14,83,47,VL,1,243,,,,,
10/10/22,12:59,16,82,48,VL,1,282,,,,,
10/10/22,12:59,26,30,47,VL,1,321,,,,,
10/10/22,12:59,28,3,43,VL,1,259,,,,,
10/10/22,12:59,58,75,46,VL,1,258,,,,,
10/10/22,12:6,2,62,40,VL,1,268,,,,,
10/10/22,12:6,6,99,42,VL,1,268,,,,,
10/10/22,12:6,9,42,41,VL,1,244,,,,,
10/10/22,12:6,12,51,44,VL,1,256,,,,,
10/10/22,12:6,19,69,69,Moto,13,153,,,,,
10/10/22,12:6,45,71,44,VL,1,257,,,,,
10/10/22,12:6,49,36,62,VL,1,245,,,,,
10/10/22,12:6,56,51,53,VL,1,232,,,,,
10/10/22,12:7,10,0,46,VL,1,268,,,,,
10/10/22,12:7,11,23,45,VL,1,256,,,,,
10/10/22,12:7,17,27,49,VL,1,245,,,,,
10/10/22,12:7,20,17,48,VL,1,348,,,,,
10/10/22,12:7,25,20,40,VL,1,256,,,,,
10/10/22,12:7,28,46,35,VL,1,232,,,,,
10/10/22,12:7,30,80,35,VL,1,243,,,,,
10/10/22,12:7,34,79,39,VL,1,245,,,,,
10/10/22,12:7,38,81,44,VL,1,257,,,,,
10/10/22,12:7,40,73,41,VL,1,230,,,,,
10/10/22,12:7,50,2,49,VL,1,231,,,,,
10/10/22,12:8,11,12,49,VL,1,257,,,,,
10/10/22,12:8,28,44,43,VL,1,269,,,,,
10/10/22,12:8,29,84,43,VL,1,257,,,,,
10/10/22,12:8,35,95,44,VL,1,256,,,,,
10/10/22,12:8,42,35,45,VL,1,256,,,,,
10/10/22,12:8,44,39,46,VL,1,243,,,,,
10/10/22,12:8,46,72,49,VL,1,257,,,,,
10/10/22,12:8,53,18,45,VL,1,256,,,,,
10/10/22,12:9,16,80,45,VL,1,256,,,,,
10/10/22,12:9,19,64,41,VL,1,347,,,,,
10/10/22,12:9,23,86,41,VL,1,256,,,,,
10/10/22,12:9,27,57,33,VL,1,268,,,,,
10/10/22,12:9,29,90,33,VL,1,270,,,,,
10/10/22,12:9,33,14,32,VL,1,281,,,,,
10/10/22,12:9,37,92,32,VL,1,242,,,,,
10/10/22,12:9,40,11,32,VL,1,255,,,,,
10/10/22,12:9,43,50,30,VL,1,270,,,,,
10/10/22,12:9,45,72,29,VL,1,244,,,,,
10/10/22,12:9,50,42,26,VL,1,281,,,,,
10/10/22,12:9,52,83,25,VL,1,269,,,,,
10/10/22,12:9,57,80,36,VL,1,270,,,,,
10/10/22,13:0,17,90,53,VL,1,258,,,,,
10/10/22,13:0,18,47,55,VL,1,259,,,,,
10/10/22,13:0,57,49,51,VL,2,359,,,,,
10/10/22,13:1,1,69,43,VL,1,257,,,,,
10/10/22,13:1,5,15,42,VL,1,270,,,,,
10/10/22,13:1,8,27,54,VL,1,256,,,,,
10/10/22,13:1,11,8,51,VL,1,270,,,,,
10/10/22,13:1,20,11,51,VL,1,258,,,,,
10/10/22,13:1,55,5,52,VL,1,258,,,,,
10/10/22,13:10,5,30,31,VL,1,269,,,,,
10/10/22,13:10,14,54,44,VL,1,269,,,,,
10/10/22,13:10,19,14,43,VL,1,231,,,,,
10/10/22,13:10,54,65,44,VL,1,281,,,,,
10/10/22,13:11,4,84,35,VL,1,255,,,,,
10/10/22,13:11,7,8,34,VL,1,269,,,,,
10/10/22,13:11,11,85,41,VL,1,268,,,,,
10/10/22,13:11,51,65,47,VL,1,269,,,,,
10/10/22,13:11,53,65,43,VL,1,256,,,,,
10/10/22,13:12,21,91,49,VL,1,268,,,,,
