SENS,JOUR,HEURE/MINUTE,SECONDE/CENTIEME,VITESSE,SER,TYPE
Sortie fac,3,1530,1466,V=042,S=0618,VL
Sortie fac,3,1530,4347,V=040,S=0613,VL
Sortie fac,3,1531,3210,V=030,S=0592,VL
Entrée fac,3,1531,3593,V=055,S=0703,VL
Sortie fac,3,1531,3756,V=041,S=0660,VL
Sortie fac,3,1531,3906,V=036,S=0589,VL
Sortie fac,3,1531,4736,V=040,S=0631,VL
Sortie fac,3,1532,1961,V=028,S=0532,VL
Entrée fac,3,1532,3342,V=043,S=0658,VL
Sortie fac,3,1532,3790,V=034,S=0576,VL
Sortie fac,3,1533,1278,V=042,S=1541,PL/Bus
Sortie fac,3,1533,3213,V=019,S=0828,VL
Entrée fac,3,1533,3414,V=026,S=0618,VL
Sortie fac,3,1533,5307,V=038,S=0547,VL
Entrée fac,3,1534,349,V=041,S=0886,VL
Entrée fac,3,1534,663,V=044,S=0369,VL
Sortie fac,3,1534,754,V=022,S=0589,VL
Sortie fac,3,1534,4425,V=025,S=0621,VL
Sortie fac,3,1535,140,V=025,S=0576,VL
Sortie fac,3,1535,4367,V=026,S=0223,VÃ©lo
Entrée fac,3,1536,1153,V=042,S=0565,VL
Sortie fac,3,1536,2167,V=038,S=0555,VL
Sortie fac,3,1536,2465,V=032,S=0507,VL
Sortie fac,3,1536,3042,V=010,S=0259,2RM
Entrée fac,3,1536,3177,V=025,S=0640,VL
Sortie fac,3,1536,3687,V=016,S=0665,VL
Entrée fac,3,1536,4139,V=025,S=0746,VL
Sortie fac,3,1536,4499,V=031,S=0510,VL
Sortie fac,3,1537,496,V=036,S=0563,VL
Sortie fac,3,1537,2010,V=017,S=0583,VL
Sortie fac,3,1537,2379,V=020,S=0476,VL
Sortie fac,3,1537,3007,V=033,S=0492,VL
Sortie fac,3,1537,4055,V=021,S=0527,VL
Entrée fac,3,1537,4186,V=044,S=0664,VL
Sortie fac,3,1537,5107,V=017,S=0504,VL
Entrée fac,3,1538,816,V=045,S=0678,VL
Sortie fac,3,1538,1109,V=046,S=0594,VL
Sortie fac,3,1538,1978,V=038,S=0539,VL
Sortie fac,3,1538,2472,V=019,S=0353,2RM
Sortie fac,3,1538,3587,V=023,S=0520,VL
Sortie fac,3,1538,5368,V=044,S=0598,VL
Sortie fac,3,1539,128,V=033,S=0665,VL
Sortie fac,3,1539,292,V=037,S=0568,VL
Sortie fac,3,1539,508,V=041,S=0578,VL
Sortie fac,3,1539,861,V=027,S=0666,VL
Sortie fac,3,1539,2368,V=025,S=0510,VL
Sortie fac,3,1539,4327,V=016,S=0187,VÃ©lo
Sortie fac,3,1540,165,V=021,S=0276,2RM
Sortie fac,3,1541,811,V=043,S=0655,VL
Sortie fac,3,1541,1391,V=022,S=0502,VL
Entrée fac,3,1541,1808,V=043,S=0959,VL
Sortie fac,3,1541,2717,V=044,S=0557,VL
Sortie fac,3,1541,5022,V=044,S=0892,VL
Sortie fac,3,1542,239,V=025,S=0776,VL
Sortie fac,3,1542,783,V=026,S=0592,VL
Sortie fac,3,1542,1160,V=038,S=0636,VL
Entrée fac,3,1542,4120,V=042,S=0582,VL
Sortie fac,3,1542,4773,V=019,S=0417,VL
Sortie fac,3,1542,4842,V=041,S=0571,VL
Sortie fac,3,1543,1683,V=044,S=0627,VL
Entrée fac,3,1543,4240,V=041,S=0734,VL
Entrée fac,3,1544,1221,V=035,S=0635,VL
Sortie fac,3,1545,1449,V=022,S=0646,VL
Sortie fac,3,1545,2475,V=044,S=0639,VL
Entrée fac,3,1545,3560,V=048,S=0750,VL
Entrée fac,3,1546,1049,V=044,S=0675,VL
Sortie fac,3,1546,1774,V=029,S=0566,VL
Entrée fac,3,1547,157,V=039,S=0778,VL
Entrée fac,3,1547,1992,V=041,S=0619,VL
Sortie fac,3,1547,3533,V=056,S=0878,VL
Sortie fac,3,1547,5842,V=030,S=0562,VL
Entrée fac,3,1548,85,V=039,S=0640,VL
Sortie fac,3,1548,555,V=036,S=0521,VL
Sortie fac,3,1548,627,V=036,S=0312,2RM
Sortie fac,3,1548,1343,V=042,S=0648,VL
Sortie fac,3,1548,1505,V=043,S=0647,VL
Entrée fac,3,1548,2659,V=021,S=0778,VL
Entrée fac,3,1548,4064,V=046,S=0628,VL
Sortie fac,3,1548,4269,V=036,S=0572,VL
Sortie fac,3,1549,84,V=025,S=0837,VL
Sortie fac,3,1549,1151,V=038,S=0612,VL
Entrée fac,3,1549,3885,V=039,S=0697,VL
Sortie fac,3,1549,4278,V=038,S=0693,VL
Entrée fac,3,1550,286,V=043,S=0590,VL
Sortie fac,3,1550,383,V=043,S=0687,VL
Sortie fac,3,1550,2454,V=053,S=0644,VL
Sortie fac,3,1550,3593,V=045,S=0575,VL
Entrée fac,3,1551,1374,V=029,S=0730,VL
Entrée fac,3,1551,3021,V=045,S=0754,VL
Entrée fac,3,1551,4020,V=038,S=0612,VL
Sortie fac,3,1551,4774,V=048,S=0747,VL
Sortie fac,3,1551,4924,V=048,S=0727,VL
Entrée fac,3,1551,5367,V=047,S=0654,VL
Sortie fac,3,1552,1225,V=018,S=0223,VÃ©lo
Entrée fac,3,1552,1577,V=042,S=0715,VL
Entrée fac,3,1552,2892,V=032,S=0653,VL
Sortie fac,3,1552,3644,V=032,S=0638,VL
Entrée fac,3,1552,4482,V=053,S=0453,VL
Sortie fac,3,1553,2092,V=030,S=0669,VL
Entrée fac,3,1553,2675,V=040,S=0701,VL
Entrée fac,3,1553,5077,V=044,S=0707,VL
Sortie fac,3,1554,42,V=046,S=0667,VL
Sortie fac,3,1555,2303,V=044,S=0629,VL
Sortie fac,3,1555,2839,V=049,S=1080,VL
Sortie fac,3,1556,5461,V=023,S=0609,VL
Entrée fac,3,1556,5926,V=020,S=0191,VÃ©lo
Sortie fac,3,1557,2443,V=044,S=0588,VL
Entrée fac,3,1557,3664,V=035,S=0668,VL
Sortie fac,3,1557,5406,V=078,S=0400,VL
Sortie fac,3,1557,5680,V=039,S=0644,VL
Entrée fac,3,1558,554,V=038,S=0598,VL
Entrée fac,3,1558,1269,V=037,S=0602,VL
Entrée fac,3,1558,1791,V=045,S=0651,VL
Entrée fac,3,1558,2090,V=046,S=0680,VL
Sortie fac,3,1558,3139,V=049,S=0649,VL
Sortie fac,3,1558,3290,V=049,S=0623,VL
Sortie fac,3,1558,3926,V=039,S=0606,VL
Sortie fac,3,1558,4236,V=041,S=1005,VL
Sortie fac,3,1559,342,V=058,S=0392,VL
Sortie fac,3,1559,730,V=051,S=0663,VL
Sortie fac,3,1559,1750,V=036,S=0596,VL
Entrée fac,3,1559,1884,V=024,S=0644,VL
Sortie fac,3,1559,4647,V=031,S=0648,VL
Sortie fac,3,1600,5211,V=040,S=0629,VL
Sortie fac,3,1601,246,V=043,S=0737,VL
Entrée fac,3,1601,5050,V=040,S=0535,VL
Entrée fac,3,1602,1693,V=044,S=0752,VL
Sortie fac,3,1602,3550,V=034,S=0550,VL
Sortie fac,3,1603,91,V=036,S=0620,VL
Sortie fac,3,1603,194,V=023,S=0166,VÃ©lo
Entrée fac,3,1603,285,V=036,S=0650,VL
Sortie fac,3,1603,537,V=036,S=0439,VL
Sortie fac,3,1603,3774,V=043,S=0518,VL
Entrée fac,3,1603,4919,V=041,S=0720,VL
Sortie fac,3,1603,5673,V=037,S=0540,VL
Sortie fac,3,1604,776,V=038,S=0710,VL
Sortie fac,3,1604,3418,V=044,S=0630,VL
Sortie fac,3,1604,3954,V=052,S=0656,VL
Sortie fac,3,1604,5344,V=058,S=0627,VL
Sortie fac,3,1605,1714,V=051,S=0549,VL
Sortie fac,3,1605,3482,V=041,S=0518,VL
Sortie fac,3,1605,4404,V=037,S=0504,VL
Sortie fac,3,1605,4603,V=038,S=0582,VL
Sortie fac,3,1605,5484,V=030,S=0523,VL
Sortie fac,3,1606,33,V=034,S=0612,VL
Entrée fac,3,1606,1526,V=045,S=0687,VL
Entrée fac,3,1606,2946,V=043,S=0684,VL
Sortie fac,3,1606,3453,V=044,S=0573,VL
Entrée fac,3,1606,5956,V=019,S=0494,VL
Sortie fac,3,1607,1512,V=024,S=0591,VL
Sortie fac,3,1608,3967,V=039,S=0592,VL
Sortie fac,3,1608,5458,V=017,S=0257,2RM
Sortie fac,3,1609,18,V=030,S=0642,VL
Sortie fac,3,1609,314,V=033,S=0563,VL
Sortie fac,3,1609,2247,V=031,S=0575,VL
Sortie fac,3,1609,2448,V=033,S=0609,VL
Sortie fac,3,1610,224,V=042,S=0618,VL
Sortie fac,3,1610,442,V=047,S=0755,VL
Entrée fac,3,1610,1049,V=022,S=0259,2RM
Sortie fac,3,1610,2441,V=045,S=0286,2RM
Entrée fac,3,1610,3359,V=039,S=0768,VL
Sortie fac,3,1610,5045,V=053,S=0429,VL
Entrée fac,3,1610,5486,V=048,S=0680,VL
Entrée fac,3,1610,5637,V=044,S=0684,VL
Sortie fac,3,1610,5759,V=047,S=0565,VL
Entrée fac,3,1610,5843,V=044,S=0707,VL
Entrée fac,3,1611,568,V=038,S=0653,VL
Entrée fac,3,1611,937,V=028,S=0691,VL
Sortie fac,3,1611,3465,V=043,S=0917,VL
Entrée fac,3,1611,4607,V=036,S=0355,2RM
Sortie fac,3,1611,4710,V=019,S=0479,VL
Sortie fac,3,1611,5547,V=032,S=0498,VL
Entrée fac,3,1611,5782,V=035,S=1056,VL
Sortie fac,3,1612,447,V=042,S=0652,VL
Sortie fac,3,1612,1410,V=044,S=0595,VL
Sortie fac,3,1612,1604,V=047,S=0718,VL
Sortie fac,3,1612,2125,V=035,S=0752,VL
Entrée fac,3,1612,4001,V=044,S=0638,VL
Sortie fac,3,1612,5007,V=043,S=0696,VL
Entrée fac,3,1613,3352,V=042,S=0700,VL
Entrée fac,3,1613,4055,V=041,S=0741,VL
Sortie fac,3,1613,5644,V=047,S=0641,VL
Entrée fac,3,1614,452,V=037,S=0715,VL
Sortie fac,3,1614,1288,V=044,S=0619,VL
Sortie fac,3,1614,1644,V=040,S=0623,VL
Sortie fac,3,1614,1802,V=041,S=0601,VL
Sortie fac,3,1614,4774,V=050,S=0532,VL
Sortie fac,3,1614,5502,V=044,S=0586,VL
Sortie fac,3,1615,1861,V=028,S=0217,VÃ©lo
Sortie fac,3,1615,3803,V=038,S=0626,VL
Sortie fac,3,1615,4235,V=045,S=0591,VL
Sortie fac,3,1615,5976,V=049,S=0556,VL
Entrée fac,3,1616,1390,V=032,S=0749,VL
Entrée fac,3,1616,2579,V=039,S=0694,VL
Sortie fac,3,1616,3987,V=044,S=0773,VL
Sortie fac,3,1616,4601,V=045,S=0639,VL
Sortie fac,3,1616,4939,V=037,S=1050,VL
Sortie fac,3,1616,5166,V=037,S=0521,VL
Sortie fac,3,1616,5933,V=041,S=0542,VL
Sortie fac,3,1617,116,V=043,S=0384,VL
Entrée fac,3,1617,1905,V=034,S=0627,VL
Sortie fac,3,1617,2773,V=033,S=0591,VL
Sortie fac,3,1617,3545,V=027,S=0639,VL
Entrée fac,3,1617,3775,V=039,S=0655,VL
Sortie fac,3,1617,5703,V=039,S=1723,PL/Bus
Sortie fac,3,1618,692,V=025,S=0471,VL
Entrée fac,3,1618,739,V=034,S=0390,VL
Sortie fac,3,1618,1076,V=028,S=0711,VL
Sortie fac,3,1618,2079,V=030,S=0538,VL
Sortie fac,3,1618,2697,V=020,S=0213,VÃ©lo
Sortie fac,3,1619,660,V=035,S=0558,VL
Entrée fac,3,1619,3597,V=035,S=0662,VL
Entrée fac,3,1619,3732,V=033,S=0691,VL
Sortie fac,3,1620,372,V=043,S=0662,VL
Sortie fac,3,1620,1962,V=028,S=0595,VL
Sortie fac,3,1620,3759,V=047,S=0588,VL
Sortie fac,3,1620,4255,V=047,S=0560,VL
Sortie fac,3,1620,4626,V=039,S=0734,VL
Sortie fac,3,1621,213,V=034,S=0578,VL
Sortie fac,3,1621,628,V=034,S=0605,VL
Entrée fac,3,1621,1002,V=044,S=0292,2RM
Sortie fac,3,1621,1051,V=036,S=0525,VL
Sortie fac,3,1621,5316,V=038,S=0617,VL
Sortie fac,3,1622,338,V=041,S=0303,2RM
Sortie fac,3,1622,872,V=046,S=0536,VL
Entrée fac,3,1622,4014,V=044,S=0791,VL
Sortie fac,3,1622,5408,V=025,S=0229,VÃ©lo
Sortie fac,3,1623,155,V=034,S=0595,VL
Entrée fac,3,1623,1080,V=056,S=0750,VL
Sortie fac,3,1623,2472,V=049,S=0614,VL
Entrée fac,3,1623,4010,V=042,S=0691,VL
Sortie fac,3,1623,4242,V=044,S=0662,VL
Entrée fac,3,1624,466,V=060,S=0967,VL
Entrée fac,3,1624,1659,V=045,S=0889,VL
Entrée fac,3,1624,3962,V=030,S=0768,VL
Entrée fac,3,1624,4090,V=028,S=0198,VÃ©lo
Entrée fac,3,1624,4144,V=026,S=0332,2RM
Entrée fac,3,1624,4479,V=034,S=0286,2RM
Entrée fac,3,1625,848,V=048,S=0736,VL
Entrée fac,3,1625,2413,V=037,S=0706,VL
Sortie fac,3,1625,3065,V=028,S=0534,VL
Sortie fac,3,1625,4592,V=024,S=0528,VL
Sortie fac,3,1625,4785,V=025,S=0511,VL
Entrée fac,3,1625,4828,V=043,S=0434,VL
Entrée fac,3,1625,4857,V=042,S=0202,VÃ©lo
Sortie fac,3,1625,5019,V=024,S=0808,VL
Sortie fac,3,1625,5263,V=030,S=0589,VL
Sortie fac,3,1625,5404,V=030,S=0539,VL
Sortie fac,3,1625,5600,V=030,S=0508,VL
Entrée fac,3,1626,534,V=040,S=0800,VL
Sortie fac,3,1626,1716,V=042,S=0546,VL
Sortie fac,3,1626,1949,V=044,S=0567,VL
Entrée fac,3,1626,3473,V=028,S=0597,VL
Sortie fac,3,1627,933,V=038,S=0653,VL
Sortie fac,3,1627,1227,V=037,S=0592,VL
Entrée fac,3,1627,2267,V=035,S=0462,VL
Sortie fac,3,1627,2406,V=023,S=0538,VL
Sortie fac,3,1627,5061,V=037,S=0647,VL
Sortie fac,3,1627,5297,V=047,S=0698,VL
Sortie fac,3,1627,5916,V=045,S=0515,VL
Sortie fac,3,1628,436,V=037,S=0594,VL
Sortie fac,3,1628,1967,V=031,S=0499,VL
Sortie fac,3,1628,5027,V=022,S=0511,VL
Sortie fac,3,1628,5193,V=023,S=0542,VL
Sortie fac,3,1628,5645,V=035,S=0571,VL
Entrée fac,3,1629,242,V=020,S=0250,2RM
Entrée fac,3,1629,813,V=032,S=0775,VL
Sortie fac,3,1629,977,V=048,S=0517,VL
Sortie fac,3,1629,1333,V=045,S=0594,VL
Entrée fac,3,1629,1607,V=039,S=0790,VL
Entrée fac,3,1629,2304,V=034,S=0639,VL
Entrée fac,3,1629,5874,V=025,S=0527,VL
Sortie fac,3,1630,1178,V=036,S=0679,VL
Sortie fac,3,1630,1463,V=032,S=0661,VL
Entrée fac,3,1630,2287,V=040,S=0583,VL
Sortie fac,3,1630,4108,V=035,S=0622,VL
Entrée fac,3,1631,5297,V=019,S=0182,VÃ©lo
Sortie fac,3,1631,5526,V=031,S=0647,VL
Sortie fac,3,1631,5628,V=028,S=0524,VL
Sortie fac,3,1631,5780,V=029,S=0646,VL
Sortie fac,3,1631,5883,V=030,S=0327,2RM
Sortie fac,3,1632,1610,V=039,S=0679,VL
Sortie fac,3,1632,3138,V=045,S=0634,VL
Sortie fac,3,1632,3431,V=041,S=0661,VL
Sortie fac,3,1632,5926,V=046,S=0639,VL
Entrée fac,3,1633,609,V=027,S=0743,VL
Sortie fac,3,1633,1282,V=021,S=0531,VL
Sortie fac,3,1633,2724,V=037,S=0511,VL
Sortie fac,3,1633,3191,V=045,S=0580,VL
Sortie fac,3,1633,4021,V=038,S=0542,VL
Sortie fac,3,1633,5273,V=047,S=0662,VL
Entrée fac,3,1634,1176,V=042,S=0698,VL
Entrée fac,3,1635,429,V=042,S=0641,VL
Sortie fac,3,1635,926,V=055,S=0450,VL
Sortie fac,3,1635,1534,V=034,S=0559,VL
Sortie fac,3,1635,2322,V=020,S=0163,VÃ©lo
Sortie fac,3,1635,2671,V=032,S=0617,VL
Sortie fac,3,1635,3209,V=040,S=0713,VL
Sortie fac,3,1635,3373,V=035,S=0607,VL
Sortie fac,3,1636,870,V=036,S=0582,VL
Entrée fac,3,1636,1081,V=046,S=0775,VL
Sortie fac,3,1636,1366,V=044,S=0585,VL
Entrée fac,3,1636,1871,V=038,S=0702,VL
Entrée fac,3,1636,2590,V=045,S=0823,VL
Sortie fac,3,1636,4550,V=036,S=0620,VL
Entrée fac,3,1636,4764,V=030,S=0310,2RM
Entrée fac,3,1636,5635,V=035,S=0617,VL
Sortie fac,3,1637,441,V=038,S=0523,VL
Entrée fac,3,1637,954,V=045,S=0672,VL
Entrée fac,3,1637,1367,V=032,S=0379,VL
Entrée fac,3,1637,1404,V=029,S=0239,VÃ©lo
Sortie fac,3,1637,2648,V=046,S=0286,2RM
Entrée fac,3,1637,2934,V=026,S=0621,VL
Entrée fac,3,1637,3286,V=020,S=0198,VÃ©lo
Entrée fac,3,1637,5087,V=028,S=0652,VL
Sortie fac,3,1637,5944,V=028,S=1794,PL/Bus
Sortie fac,3,1638,715,V=022,S=0559,VL
Sortie fac,3,1638,2118,V=052,S=1681,PL/Bus
Sortie fac,3,1638,2452,V=045,S=0584,VL
Entrée fac,3,1638,4921,V=044,S=0615,VL
Sortie fac,3,1638,5534,V=049,S=0717,VL
Sortie fac,3,1639,2139,V=024,S=0207,VÃ©lo
Sortie fac,3,1639,5470,V=029,S=0567,VL
Sortie fac,3,1639,5909,V=032,S=0566,VL
Sortie fac,3,1640,426,V=019,S=0153,VÃ©lo
Sortie fac,3,1640,2262,V=054,S=0555,VL
Entrée fac,3,1640,2438,V=039,S=0617,VL
Entrée fac,3,1640,2612,V=041,S=0580,VL
Entrée fac,3,1640,3068,V=030,S=0579,VL
Entrée fac,3,1640,3204,V=029,S=0669,VL
Sortie fac,3,1640,3519,V=033,S=0659,VL
Sortie fac,3,1640,3675,V=034,S=0531,VL
Entrée fac,3,1640,4206,V=053,S=0646,VL
Sortie fac,3,1640,5790,V=030,S=0245,VÃ©lo
Entrée fac,3,1641,494,V=050,S=0401,VL
Sortie fac,3,1641,1085,V=030,S=0655,VL
Sortie fac,3,1641,2057,V=038,S=0653,VL
Entrée fac,3,1641,3712,V=041,S=0666,VL
Sortie fac,3,1641,4654,V=031,S=0528,VL
Sortie fac,3,1641,4787,V=022,S=0156,VÃ©lo
Sortie fac,3,1641,4877,V=038,S=0582,VL
Sortie fac,3,1641,5045,V=037,S=0620,VL
Sortie fac,3,1641,5271,V=033,S=0558,VL
Sortie fac,3,1641,5359,V=032,S=0560,VL
Entrée fac,3,1642,488,V=040,S=0638,VL
Sortie fac,3,1642,550,V=021,S=0208,VÃ©lo
Sortie fac,3,1642,1026,V=025,S=0208,VÃ©lo
Sortie fac,3,1642,2139,V=050,S=0464,VL
Entrée fac,3,1642,2172,V=043,S=0334,2RM
Sortie fac,3,1642,2601,V=039,S=0190,VÃ©lo
Entrée fac,3,1642,2658,V=037,S=0506,VL
Sortie fac,3,1642,3263,V=035,S=0512,VL
Sortie fac,3,1642,3656,V=045,S=0560,VL
Sortie fac,3,1642,5453,V=040,S=0578,VL
Sortie fac,3,1643,276,V=024,S=0590,VL
Entrée fac,3,1643,482,V=039,S=0711,VL
Sortie fac,3,1643,1228,V=020,S=0545,VL
Sortie fac,3,1643,3428,V=053,S=0585,VL
Sortie fac,3,1643,5371,V=042,S=0546,VL
Entrée fac,3,1643,5606,V=023,S=0259,2RM
Entrée fac,3,1644,1117,V=039,S=1275,PL/Bus
Sortie fac,3,1644,4643,V=038,S=0661,VL
Sortie fac,3,1644,5309,V=034,S=0599,VL
Sortie fac,3,1645,1499,V=022,S=0222,VÃ©lo
Sortie fac,3,1645,2926,V=036,S=0578,VL
Sortie fac,3,1645,3280,V=033,S=0667,VL
Sortie fac,3,1645,3913,V=040,S=0529,VL
Sortie fac,3,1645,5484,V=023,S=0608,VL
Entrée fac,3,1646,340,V=034,S=0654,VL
Entrée fac,3,1646,468,V=035,S=0769,VL
Sortie fac,3,1646,1944,V=025,S=0235,VÃ©lo
Sortie fac,3,1646,2179,V=047,S=0388,VL
Sortie fac,3,1646,5447,V=035,S=0715,VL
Sortie fac,3,1646,5662,V=046,S=0589,VL
Sortie fac,3,1647,1026,V=043,S=0659,VL
Sortie fac,3,1647,1201,V=045,S=0572,VL
Sortie fac,3,1647,2921,V=044,S=0627,VL
Sortie fac,3,1647,3862,V=038,S=0265,2RM
Sortie fac,3,1647,3912,V=038,S=0558,VL
Entrée fac,3,1647,4533,V=036,S=0759,VL
Sortie fac,3,1647,4850,V=050,S=0528,VL
Sortie fac,3,1647,5094,V=042,S=0608,VL
Sortie fac,3,1647,5639,V=042,S=0602,VL
Sortie fac,3,1648,516,V=044,S=0589,VL
Sortie fac,3,1648,1981,V=046,S=0594,VL
Entrée fac,3,1648,2349,V=042,S=0700,VL
Entrée fac,3,1648,2610,V=044,S=0715,VL
Sortie fac,3,1648,4024,V=027,S=0243,VÃ©lo
Sortie fac,3,1648,4904,V=040,S=0604,VL
Sortie fac,3,1648,5128,V=042,S=0640,VL
Entrée fac,3,1649,3623,V=041,S=0643,VL
Sortie fac,3,1649,5040,V=045,S=0676,VL
Sortie fac,3,1649,5325,V=039,S=0575,VL
Sortie fac,3,1650,44,V=037,S=0573,VL
Entrée fac,3,1650,640,V=045,S=0678,VL
Sortie fac,3,1650,1474,V=037,S=0569,VL
Sortie fac,3,1650,4910,V=026,S=0200,VÃ©lo
Sortie fac,3,1650,5261,V=037,S=0614,VL
Sortie fac,3,1651,1331,V=048,S=0785,VL
Sortie fac,3,1651,1698,V=053,S=0650,VL
Sortie fac,3,1651,3585,V=043,S=0647,VL
Sortie fac,3,1651,5230,V=046,S=0757,VL
Sortie fac,3,1652,107,V=044,S=0674,VL
Sortie fac,3,1652,1540,V=035,S=0679,VL
Sortie fac,3,1652,1787,V=036,S=0699,VL
Sortie fac,3,1652,2028,V=039,S=0606,VL
Sortie fac,3,1652,2667,V=036,S=0991,VL
Entrée fac,3,1652,2834,V=043,S=0672,VL
Sortie fac,3,1652,2951,V=038,S=0592,VL
Sortie fac,3,1652,3254,V=036,S=0636,VL
Sortie fac,3,1652,3459,V=042,S=0638,VL
Sortie fac,3,1653,595,V=043,S=0614,VL
Sortie fac,3,1653,789,V=044,S=0595,VL
Sortie fac,3,1653,960,V=042,S=0620,VL
Sortie fac,3,1653,1571,V=037,S=0564,VL
Entrée fac,3,1653,2619,V=054,S=0663,VL
Sortie fac,3,1653,2732,V=040,S=0486,VL
Sortie fac,3,1653,3033,V=038,S=0543,VL
Entrée fac,3,1653,3795,V=038,S=0690,VL
Sortie fac,3,1653,4373,V=044,S=0562,VL
Sortie fac,3,1653,5344,V=044,S=0679,VL
Sortie fac,3,1653,5639,V=041,S=0605,VL
Sortie fac,3,1654,928,V=036,S=0618,VL
Sortie fac,3,1654,1127,V=034,S=0539,VL
Sortie fac,3,1654,1804,V=029,S=0490,VL
Sortie fac,3,1654,2277,V=028,S=0451,VL
Entrée fac,3,1654,2933,V=038,S=0682,VL
Sortie fac,3,1654,3762,V=041,S=0601,VL
Sortie fac,3,1654,4074,V=042,S=0604,VL
Sortie fac,3,1654,4897,V=038,S=0542,VL
Sortie fac,3,1654,5555,V=033,S=0734,VL
Sortie fac,3,1655,338,V=054,S=0596,VL
Sortie fac,3,1655,605,V=051,S=0667,VL
Entrée fac,3,1655,989,V=054,S=0467,VL
Sortie fac,3,1655,2042,V=049,S=0305,2RM
Sortie fac,3,1655,2633,V=038,S=0567,VL
Sortie fac,3,1655,4462,V=040,S=0686,VL
Sortie fac,3,1655,4679,V=033,S=0598,VL
Sortie fac,3,1655,5722,V=030,S=0623,VL
Sortie fac,3,1656,1799,V=038,S=0496,VL
Sortie fac,3,1656,2671,V=045,S=0645,VL
Entrée fac,3,1656,4982,V=026,S=0660,VL
Sortie fac,3,1657,792,V=046,S=0654,VL
Sortie fac,3,1657,3576,V=028,S=0615,VL
Sortie fac,3,1657,5082,V=069,S=0713,VL
Entrée fac,3,1657,5942,V=046,S=0547,VL
Entrée fac,3,1658,354,V=041,S=0727,VL
Sortie fac,3,1658,1789,V=044,S=0863,VL
Sortie fac,3,1658,1930,V=045,S=0688,VL
Sortie fac,3,1658,2689,V=032,S=0516,VL
Sortie fac,3,1658,2978,V=031,S=0555,VL
Sortie fac,3,1658,3230,V=031,S=0428,VL
Entrée fac,3,1658,3262,V=033,S=0216,VÃ©lo
Sortie fac,3,1658,3654,V=028,S=0546,VL
Sortie fac,3,1658,4637,V=031,S=0609,VL
Entrée fac,3,1659,1813,V=035,S=0640,VL
Sortie fac,3,1659,3413,V=042,S=0617,VL
Sortie fac,3,1659,3755,V=045,S=0719,VL
Entrée fac,3,1659,3779,V=031,S=0213,VÃ©lo
Entrée fac,3,1659,3829,V=030,S=0204,VÃ©lo
Sortie fac,3,1659,5972,V=038,S=0674,VL
Sortie fac,3,1700,651,V=036,S=0677,VL
Sortie fac,3,1700,848,V=035,S=0548,VL
Entrée fac,3,1700,1419,V=042,S=0675,VL
Sortie fac,3,1700,2765,V=039,S=0460,VL
Entrée fac,3,1700,2790,V=046,S=0227,VÃ©lo
Sortie fac,3,1700,4164,V=017,S=0166,VÃ©lo
Sortie fac,3,1700,4530,V=014,S=0171,VÃ©lo
Sortie fac,3,1700,5265,V=038,S=0573,VL
Sortie fac,3,1700,5533,V=046,S=0545,VL
Entrée fac,3,1700,5643,V=036,S=0750,VL
Sortie fac,3,1701,2495,V=052,S=0597,VL
Sortie fac,3,1701,3576,V=050,S=0599,VL
Sortie fac,3,1701,4822,V=034,S=0625,VL
Sortie fac,3,1702,1316,V=025,S=0236,VÃ©lo
Sortie fac,3,1702,2553,V=035,S=0557,VL
Sortie fac,3,1702,2949,V=031,S=0602,VL
Sortie fac,3,1702,3379,V=030,S=0654,VL
Sortie fac,3,1702,3600,V=032,S=0603,VL
Entrée fac,3,1702,5406,V=035,S=0516,VL
Sortie fac,3,1702,5756,V=047,S=0695,VL
Sortie fac,3,1703,2181,V=038,S=0523,VL
Sortie fac,3,1703,2331,V=042,S=0589,VL
Sortie fac,3,1703,2798,V=039,S=0626,VL
Entrée fac,3,1703,3170,V=044,S=0666,VL
Sortie fac,3,1703,3718,V=038,S=0580,VL
Sortie fac,3,1703,4367,V=032,S=0660,VL
Sortie fac,3,1703,4947,V=039,S=0777,VL
Sortie fac,3,1703,5657,V=019,S=0482,VL
Sortie fac,3,1703,5854,V=025,S=0585,VL
Sortie fac,3,1704,186,V=026,S=0160,VÃ©lo
Sortie fac,3,1704,1507,V=039,S=0471,VL
Sortie fac,3,1704,2453,V=039,S=0642,VL
Entrée fac,3,1704,3244,V=027,S=0632,VL
Sortie fac,3,1704,3884,V=037,S=0746,VL
Sortie fac,3,1704,4001,V=036,S=0703,VL
Sortie fac,3,1704,4520,V=029,S=0543,VL
Sortie fac,3,1704,5661,V=059,S=1034,VL
Sortie fac,3,1705,332,V=031,S=0526,VL
Sortie fac,3,1705,571,V=038,S=0486,VL
Entrée fac,3,1705,1549,V=043,S=0697,VL
Sortie fac,3,1705,1885,V=024,S=0715,VL
Sortie fac,3,1705,4445,V=039,S=0778,VL
Entrée fac,3,1705,4900,V=034,S=0592,VL
Sortie fac,3,1706,149,V=022,S=0809,VL
Sortie fac,3,1706,1375,V=028,S=0543,VL
Entrée fac,3,1706,2600,V=051,S=0724,VL
Entrée fac,3,1706,3187,V=030,S=0715,VL
Entrée fac,3,1706,3350,V=034,S=0771,VL
Sortie fac,3,1707,1427,V=040,S=0527,VL
Sortie fac,3,1707,1853,V=051,S=0567,VL
Entrée fac,3,1707,1904,V=047,S=0597,VL
