ID,Catégorie,Horodate,Entrant,Sortant
16202,VELO,2022/10/06 15:59:52.404,x,
16205,VL,2022/10/06 16:00:04.136,,x
16206,VL,2022/10/06 16:00:36.869,,x
16210,VL,2022/10/06 16:00:39.137,,x
16211,VL,2022/10/06 16:01:22.336,,x
16212,VELO,2022/10/06 16:01:32.606,,x
16214,VELO,2022/10/06 16:02:21.334,x,
16217,VL,2022/10/06 16:02:24.867,,x
110796,VL,2022/10/06 16:02:40.135,x,
110797,VL,2022/10/06 16:02:46.467,x,
110799,VL,2022/10/06 16:03:00.369,x,
16221,VL,2022/10/06 16:03:24.634,,x
16222,VELO,2022/10/06 16:03:43.702,,x
16223,VELO,2022/10/06 16:04:37.569,,x
16224,VL,2022/10/06 16:05:47.101,,x
16225,VL,2022/10/06 16:05:49.767,,x
16226,VL,2022/10/06 16:07:11.101,,x
16227,VELO,2022/10/06 16:07:21.700,,x
16231,VL,2022/10/06 16:09:15.764,,x
16232,VELO,2022/10/06 16:09:26.868,,x
16233,VELO,2022/10/06 16:10:27.431,,x
16234,VL,2022/10/06 16:10:29.231,,x
16235,VELO,2022/10/06 16:11:09.297,,x
16236,EDPM,2022/10/06 16:11:45.162,x,
16237,VL,2022/10/06 16:11:54.564,,x
16238,VELO,2022/10/06 16:11:59.232,,x
16239,VL,2022/10/06 16:12:22.695,,x
110808,VELO,2022/10/06 16:12:52.362,x,
16245,VELO,2022/10/06 16:13:29.096,,x
16246,VL,2022/10/06 16:13:31.431,,x
110810,VL,2022/10/06 16:13:35.028,x,
16251,VELO,2022/10/06 16:13:55.963,,x
16253,VELO,2022/10/06 16:14:05.563,,x
110811,VELO,2022/10/06 16:14:06.562,,x
16258,VL,2022/10/06 16:15:12.428,,x
16259,VELO,2022/10/06 16:15:36.561,x,
16269,VL,2022/10/06 16:16:04.228,,x
16271,VELO,2022/10/06 16:16:12.162,,x
16275,VL,2022/10/06 16:17:11.961,,x
110820,VL,2022/10/06 16:17:12.228,x,
16282,EDPM,2022/10/06 16:18:13.293,x,
110824,VL,2022/10/06 16:18:45.760,x,
16294,VL,2022/10/06 16:19:44.292,,x
16295,VELO,2022/10/06 16:20:47.425,,x
110827,VL,2022/10/06 16:21:00.294,x,
16297,VL,2022/10/06 16:21:38.089,,x
16302,VELO,2022/10/06 16:22:28.890,,x
16309,VELO,2022/10/06 16:23:44.022,x,
110836,VL,2022/10/06 16:24:28.688,x,
16315,VL,2022/10/06 16:25:11.623,,x
16324,VL,2022/10/06 16:25:29.822,,x
16325,VELO,2022/10/06 16:25:42.754,,x
110839,VELO,2022/10/06 16:26:59.221,x,
16327,VELO,2022/10/06 16:27:34.819,x,
16328,VL,2022/10/06 16:27:54.489,,x
110841,VELO,2022/10/06 16:28:16.954,x,
16331,VELO,2022/10/06 16:28:25.355,,x
16335,VELO,2022/10/06 16:28:28.888,,x
110844,VL,2022/10/06 16:28:55.553,x,
110845,VL,2022/10/06 16:29:02.689,x,
16338,VELO,2022/10/06 16:29:20.689,,x
16340,VELO,2022/10/06 16:30:03.552,,x
16342,VL,2022/10/06 16:30:12.686,,x
110849,VELO,2022/10/06 16:30:20.018,x,
110854,VELO,2022/10/06 16:30:27.820,x,
110855,VL,2022/10/06 16:31:07.819,x,
16345,VELO,2022/10/06 16:31:10.420,,x
110860,VELO,2022/10/06 16:31:58.133,x,
16350,VL,2022/10/06 16:32:27.033,,x
16351,VELO,2022/10/06 16:32:45.631,,x
16352,VL,2022/10/06 16:32:50.233,,x
16357,VELO,2022/10/06 16:33:35.062,,x
16356,VELO,2022/10/06 16:33:35.196,,x
110867,VELO,2022/10/06 16:34:24.599,x,
16368,VELO,2022/10/06 16:34:48.897,,x
16370,VL,2022/10/06 16:35:31.898,,x
16371,VL,2022/10/06 16:36:09.163,,x
110878,VELO,2022/10/06 16:36:34.761,x,
16376,VELO,2022/10/06 16:36:49.563,x,
16377,VELO,2022/10/06 16:37:03.965,x,
16380,VELO,2022/10/06 16:37:28.430,,x
16381,VELO,2022/10/06 16:37:50.893,x,
16393,VELO,2022/10/06 16:39:20.294,,x
16394,VELO,2022/10/06 16:39:27.826,,x
16395,VL,2022/10/06 16:39:35.429,,x
16396,VELO,2022/10/06 16:39:43.761,x,
110884,VL,2022/10/06 16:39:53.226,x,
16398,VELO,2022/10/06 16:40:04.361,,x
16399,VELO,2022/10/06 16:40:20.896,,x
16400,VELO,2022/10/06 16:40:36.894,,x
16402,VELO,2022/10/06 16:41:14.826,,x
16404,VL,2022/10/06 16:41:31.026,,x
16405,VL,2022/10/06 16:41:35.161,,x
110896,VL,2022/10/06 16:42:29.893,x,
110901,VL,2022/10/06 16:43:18.490,x,
16414,VELO,2022/10/06 16:43:49.490,,x
16417,VELO,2022/10/06 16:44:38.158,,x
110903,VELO,2022/10/06 16:44:38.758,x,
16420,VELO,2022/10/06 16:45:11.024,,x
16421,MOTO,2022/10/06 16:45:16.626,,x
16424,VELO,2022/10/06 16:46:00.622,,x
110908,VL,2022/10/06 16:46:04.022,x,
16435,VELO,2022/10/06 16:46:25.291,,x
16436,VL,2022/10/06 16:46:28.558,,x
16437,VELO,2022/10/06 16:46:53.424,,x
110912,VELO,2022/10/06 16:47:13.087,x,
16442,VELO,2022/10/06 16:47:17.354,x,
16443,VELO,2022/10/06 16:47:43.489,,x
16444,VELO,2022/10/06 16:47:47.822,x,
110913,VELO,2022/10/06 16:47:59.622,x,
110918,VELO,2022/10/06 16:48:25.087,x,
16456,VL,2022/10/06 16:48:44.557,,x
110922,VL,2022/10/06 16:48:53.220,x,
16459,VELO,2022/10/06 16:49:25.422,,x
16460,VL,2022/10/06 16:49:33.555,,x
16461,VL,2022/10/06 16:50:04.621,,x
16462,VELO,2022/10/06 16:50:15.021,,x
16463,VL,2022/10/06 16:50:18.488,,x
110927,VELO,2022/10/06 16:50:36.421,,x
16466,VELO,2022/10/06 16:50:56.887,,x
16467,VELO,2022/10/06 16:50:57.021,x,
110929,VELO,2022/10/06 16:51:20.490,,x
16469,VELO,2022/10/06 16:51:25.754,,x
16470,VL,2022/10/06 16:51:26.154,,x
110935,VELO,2022/10/06 16:51:45.887,x,
16475,VELO,2022/10/06 16:52:11.020,,x
16476,VL,2022/10/06 16:52:17.821,,x
16477,VELO,2022/10/06 16:52:27.819,x,
16478,VELO,2022/10/06 16:52:32.285,,x
16479,VL,2022/10/06 16:52:34.552,,x
110937,VELO,2022/10/06 16:52:50.486,x,
16480,VELO,2022/10/06 16:52:50.887,,x
16483,VELO,2022/10/06 16:53:15.751,x,
16489,VELO,2022/10/06 16:53:46.818,,x
16490,VL,2022/10/06 16:53:55.419,,x
16491,VL,2022/10/06 16:54:03.418,,x
110938,VELO,2022/10/06 16:54:09.150,,x
16494,VL,2022/10/06 16:54:24.353,,x
16507,VELO,2022/10/06 16:54:40.884,,x
16509,VELO,2022/10/06 16:54:44.018,x,
16511,VELO,2022/10/06 16:55:07.285,,x
16513,VL,2022/10/06 16:55:20.285,,x
16514,VELO,2022/10/06 16:55:28.215,,x
16516,VL,2022/10/06 16:55:33.684,,x
16517,VELO,2022/10/06 16:55:41.686,,x
110947,VL,2022/10/06 16:55:44.552,x,
16519,VELO,2022/10/06 16:55:50.552,,x
16521,VELO,2022/10/06 16:55:54.884,x,
16522,VELO,2022/10/06 16:55:57.151,x,
16524,VL,2022/10/06 16:56:05.284,,x
16526,VELO,2022/10/06 16:56:13.351,x,
16533,VELO,2022/10/06 16:56:15.418,x,
16528,VELO,2022/10/06 16:56:15.951,,x
16530,VELO,2022/10/06 16:56:16.951,x,
16525,VL,2022/10/06 16:56:24.020,,x
16536,VL,2022/10/06 16:56:26.418,,x
16537,VELO,2022/10/06 16:56:38.348,,x
16538,VELO,2022/10/06 16:56:40.148,,x
16539,VL,2022/10/06 16:57:06.015,,x
16540,VL,2022/10/06 16:57:10.882,,x
16541,VELO,2022/10/06 16:57:16.685,,x
16542,VL,2022/10/06 16:57:32.551,,x
16544,VL,2022/10/06 16:57:36.350,,x
16545,VELO,2022/10/06 16:57:52.016,,x
16548,VELO,2022/10/06 16:58:07.815,,x
16546,VL,2022/10/06 16:58:22.883,,x
16547,VL,2022/10/06 16:58:25.950,,x
16562,VELO,2022/10/06 16:58:27.683,,x
16556,VL,2022/10/06 16:58:32.016,,x
16565,VELO,2022/10/06 16:58:46.749,x,
110955,VELO,2022/10/06 16:58:50.283,,x
16566,VELO,2022/10/06 16:58:51.682,x,
16567,VELO,2022/10/06 16:58:52.416,x,
16571,VELO,2022/10/06 16:58:55.417,,x
16573,MOTO,2022/10/06 16:59:01.216,,x
16574,VELO,2022/10/06 16:59:19.948,x,
16575,VELO,2022/10/06 16:59:21.149,,x
16563,VL,2022/10/06 16:59:58.615,,x
16564,VL,2022/10/06 17:00:03.833,,x
16570,VL,2022/10/06 17:00:06.166,,x
16576,VL,2022/10/06 17:00:08.630,,x
16600,VELO,2022/10/06 17:00:09.630,x,
16581,VL,2022/10/06 17:00:11.163,,x
16608,VELO,2022/10/06 17:00:13.698,,x
16610,VELO,2022/10/06 17:00:33.098,,x
16621,VL,2022/10/06 17:00:45.764,,x
16637,VELO,2022/10/06 17:00:55.599,,x
16654,VELO,2022/10/06 17:01:20.966,x,
110988,VELO,2022/10/06 17:01:28.096,x,
110993,VELO,2022/10/06 17:01:32.362,x,
16665,VELO,2022/10/06 17:01:50.230,x,
16667,VELO,2022/10/06 17:01:59.630,,x
16671,VELO,2022/10/06 17:02:06.366,,x
16673,VL,2022/10/06 17:02:12.830,,x
16674,VL,2022/10/06 17:02:22.496,,x
16676,VL,2022/10/06 17:02:39.299,,x
16691,VELO,2022/10/06 17:03:28.497,x,
16679,VL,2022/10/06 17:03:38.096,,x
16695,VELO,2022/10/06 17:03:38.629,x,
16685,VL,2022/10/06 17:03:40.962,,x
16699,VL,2022/10/06 17:03:43.764,,x
16704,VL,2022/10/06 17:04:00.362,,x
16705,VL,2022/10/06 17:04:05.162,,x
16708,VELO,2022/10/06 17:04:27.962,,x
16707,VL,2022/10/06 17:04:45.962,,x
16706,VL,2022/10/06 17:04:50.427,,x
16757,VELO,2022/10/06 17:05:44.894,,x
16758,VELO,2022/10/06 17:06:14.961,,x
16760,VELO,2022/10/06 17:06:33.628,x,
16712,VL,2022/10/06 17:06:39.094,,x
16751,VL,2022/10/06 17:06:41.427,,x
16759,VL,2022/10/06 17:06:46.027,,x
16761,VL,2022/10/06 17:06:50.560,,x
16766,VL,2022/10/06 17:07:39.828,,x
16774,VELO,2022/10/06 17:07:41.561,x,
16771,VL,2022/10/06 17:07:43.495,,x
16775,VELO,2022/10/06 17:07:56.227,,x
16776,VELO,2022/10/06 17:08:30.360,,x
16777,VELO,2022/10/06 17:08:36.227,,x
16779,VELO,2022/10/06 17:08:38.360,x,
16778,VELO,2022/10/06 17:08:39.561,,x
16780,VELO,2022/10/06 17:08:39.828,,x
16783,VELO,2022/10/06 17:08:54.360,,x
16785,VELO,2022/10/06 17:08:59.159,x,
16786,VELO,2022/10/06 17:09:00.093,,x
16789,EDPM,2022/10/06 17:09:18.961,x,
16790,VELO,2022/10/06 17:09:34.093,,x
16791,VELO,2022/10/06 17:10:31.560,,x
16795,VL,2022/10/06 17:10:35.292,,x
16799,VL,2022/10/06 17:10:48.558,,x
16806,VELO,2022/10/06 17:10:59.093,,x
16809,VELO,2022/10/06 17:11:12.425,,x
16813,VL,2022/10/06 17:11:58.557,,x
16814,VL,2022/10/06 17:12:07.957,,x
16815,VELO,2022/10/06 17:12:31.891,x,
16818,VELO,2022/10/06 17:13:00.624,,x
16816,VL,2022/10/06 17:13:14.224,,x
16817,VL,2022/10/06 17:13:18.423,,x
16819,VL,2022/10/06 17:13:21.091,,x
16820,VELO,2022/10/06 17:13:43.691,,x
16821,VL,2022/10/06 17:13:53.823,,x
16822,VELO,2022/10/06 17:14:09.289,,x
16823,VELO,2022/10/06 17:14:14.956,,x
16824,VELO,2022/10/06 17:14:17.491,,x
16827,VL,2022/10/06 17:15:00.692,,x
16833,VELO,2022/10/06 17:15:05.626,,x
16834,VELO,2022/10/06 17:15:22.224,,x
16835,VL,2022/10/06 17:15:26.690,,x
16836,VELO,2022/10/06 17:15:30.424,,x
111042,VL,2022/10/06 17:15:50.153,x,
111043,VELO,2022/10/06 17:15:51.889,,x
16839,VL,2022/10/06 17:16:39.622,,x
16843,VL,2022/10/06 17:16:44.022,,x
16845,VELO,2022/10/06 17:16:48.954,,x
16844,VL,2022/10/06 17:16:50.488,,x
16850,EDPM,2022/10/06 17:17:33.289,,x
16852,VL,2022/10/06 17:17:47.488,,x
16853,VL,2022/10/06 17:17:53.822,,x
16854,VELO,2022/10/06 17:17:56.754,,x
16855,VELO,2022/10/06 17:17:59.221,,x
16858,VELO,2022/10/06 17:18:05.355,,x
16859,VL,2022/10/06 17:18:08.956,,x
16860,VELO,2022/10/06 17:18:31.085,,x
16861,VELO,2022/10/06 17:18:35.487,,x
16863,VL,2022/10/06 17:18:51.020,,x
111046,VELO,2022/10/06 17:18:58.553,x,
111048,VELO,2022/10/06 17:19:03.554,x,
16876,VL,2022/10/06 17:19:25.487,,x
16878,VELO,2022/10/06 17:19:25.687,x,
111056,MOTO,2022/10/06 17:20:06.619,x,
16880,VELO,2022/10/06 17:20:36.286,,x
111058,VELO,2022/10/06 17:20:50.486,,x
16885,VL,2022/10/06 17:20:57.018,,x
16886,VELO,2022/10/06 17:21:07.820,,x
16889,VELO,2022/10/06 17:21:12.419,,x
16890,VL,2022/10/06 17:21:27.151,,x
16893,VELO,2022/10/06 17:21:43.487,x,
16892,VL,2022/10/06 17:22:08.951,,x
16896,VELO,2022/10/06 17:22:11.818,,x
16895,VELO,2022/10/06 17:22:12.351,,x
16898,VL,2022/10/06 17:22:31.418,,x
16900,VELO,2022/10/06 17:22:42.754,,x
16901,VL,2022/10/06 17:22:48.152,,x
16902,VELO,2022/10/06 17:23:01.951,x,
16903,VELO,2022/10/06 17:23:03.885,,x
16913,VL,2022/10/06 17:23:25.151,,x
16914,VELO,2022/10/06 17:23:53.885,x,
16915,VELO,2022/10/06 17:24:01.618,,x
16916,VELO,2022/10/06 17:24:14.684,x,
16917,VL,2022/10/06 17:24:16.351,,x
16918,VELO,2022/10/06 17:24:16.949,x,
16919,VELO,2022/10/06 17:24:30.084,,x
16920,VELO,2022/10/06 17:25:02.618,,x
16921,VELO,2022/10/06 17:25:05.418,x,
16922,VELO,2022/10/06 17:25:05.884,,x
16924,VELO,2022/10/06 17:25:25.148,,x
16925,VELO,2022/10/06 17:25:57.551,,x
16926,VL,2022/10/06 17:26:10.882,,x
16927,VELO,2022/10/06 17:26:44.349,,x
111074,VELO,2022/10/06 17:27:39.616,x,
16936,VL,2022/10/06 17:27:43.882,,x
16945,EDPM,2022/10/06 17:27:50.482,x,
16947,VELO,2022/10/06 17:27:58.213,,x
16950,VELO,2022/10/06 17:28:34.682,,x
16955,VL,2022/10/06 17:28:38.015,,x
16956,VL,2022/10/06 17:28:59.348,,x
16971,VELO,2022/10/06 17:29:01.015,,x
16969,VL,2022/10/06 17:29:05.549,,x
16972,VL,2022/10/06 17:29:09.149,,x
16973,VL,2022/10/06 17:29:21.149,,x
16974,VL,2022/10/06 17:29:23.815,,x
16976,VELO,2022/10/06 17:29:48.346,,x
16978,VELO,2022/10/06 17:29:48.813,,x
16975,VL,2022/10/06 17:30:38.346,,x
16985,VL,2022/10/06 17:31:28.480,,x
16986,VELO,2022/10/06 17:31:29.680,,x
16988,VELO,2022/10/06 17:31:46.746,x,
16990,VL,2022/10/06 17:32:01.682,,x
16991,VELO,2022/10/06 17:32:05.212,,x
16996,VELO,2022/10/06 17:32:34.679,,x
111096,VELO,2022/10/06 17:33:03.944,x,
111097,VELO,2022/10/06 17:33:03.944,x,
111098,MOTO,2022/10/06 17:33:04.477,x,
17009,VELO,2022/10/06 17:33:18.145,,x
17013,VELO,2022/10/06 17:33:19.879,,x
17010,VELO,2022/10/06 17:33:21.078,,x
17015,VELO,2022/10/06 17:33:21.279,,x
17012,VELO,2022/10/06 17:33:21.412,,x
17014,VELO,2022/10/06 17:33:23.145,,x
17018,VL,2022/10/06 17:33:40.612,,x
17019,VL,2022/10/06 17:33:44.143,,x
17020,VELO,2022/10/06 17:33:53.411,x,
17022,VELO,2022/10/06 17:33:59.679,,x
17023,VELO,2022/10/06 17:34:30.409,,x
17026,VL,2022/10/06 17:34:48.409,,x
17027,VELO,2022/10/06 17:34:53.810,x,
17028,VL,2022/10/06 17:34:57.010,,x
17030,VELO,2022/10/06 17:35:30.610,x,
17031,VELO,2022/10/06 17:35:32.543,,x
17033,EDPM,2022/10/06 17:35:38.478,,x
17035,VELO,2022/10/06 17:35:57.479,,x
17036,VELO,2022/10/06 17:35:58.078,,x
17029,VL,2022/10/06 17:36:03.810,,x
17037,VL,2022/10/06 17:36:13.077,,x
17039,VL,2022/10/06 17:36:21.010,,x
17040,VL,2022/10/06 17:37:12.478,,x
17041,VELO,2022/10/06 17:37:24.543,,x
17042,VL,2022/10/06 17:37:34.407,,x
17043,VELO,2022/10/06 17:37:36.408,x,
17044,VL,2022/10/06 17:37:40.075,,x
17045,VELO,2022/10/06 17:38:02.876,x,
17046,VL,2022/10/06 17:38:05.009,,x
17051,VELO,2022/10/06 17:38:44.141,,x
17052,VELO,2022/10/06 17:38:53.274,,x
17056,VELO,2022/10/06 17:39:11.676,,x
17060,VELO,2022/10/06 17:39:19.742,,x
17061,VL,2022/10/06 17:39:22.740,,x
17062,VELO,2022/10/06 17:39:29.940,,x
17066,VL,2022/10/06 17:39:45.005,,x
111123,VELO,2022/10/06 17:40:14.207,,x
17071,VELO,2022/10/06 17:40:19.340,x,
17072,VELO,2022/10/06 17:40:26.874,,x
17073,VELO,2022/10/06 17:40:49.875,,x
17074,VELO,2022/10/06 17:41:04.340,,x
17075,VELO,2022/10/06 17:41:08.006,,x
17076,VELO,2022/10/06 17:41:13.674,,x
17077,VELO,2022/10/06 17:41:27.406,,x
17078,VELO,2022/10/06 17:42:17.939,,x
17079,MOTO,2022/10/06 17:42:40.674,,x
17080,VL,2022/10/06 17:43:04.607,,x
17093,VELO,2022/10/06 17:43:35.939,x,
17095,VL,2022/10/06 17:43:38.873,,x
17097,VL,2022/10/06 17:44:03.805,,x
17098,VL,2022/10/06 17:44:08.006,,x
17099,VELO,2022/10/06 17:44:23.471,,x
17104,VL,2022/10/06 17:44:56.337,,x
17105,VL,2022/10/06 17:45:28.405,,x
17106,VL,2022/10/06 17:45:47.138,,x
17107,VELO,2022/10/06 17:46:24.671,x,
17108,VELO,2022/10/06 17:46:33.470,,x
17109,MOTO,2022/10/06 17:46:41.537,,x
17110,VELO,2022/10/06 17:46:42.936,x,
17111,VL,2022/10/06 17:47:13.136,,x
17115,VL,2022/10/06 17:47:43.201,,x
17117,VELO,2022/10/06 17:48:02.368,,x
17118,VL,2022/10/06 17:48:56.570,,x
17119,VL,2022/10/06 17:49:15.368,,x
17120,VL,2022/10/06 17:49:20.468,,x
17121,VL,2022/10/06 17:51:11.135,,x
17122,VL,2022/10/06 17:51:14.602,,x
17123,VL,2022/10/06 17:51:17.536,,x
17124,VL,2022/10/06 17:52:03.403,,x
17126,VELO,2022/10/06 17:52:24.535,,x
17127,VL,2022/10/06 17:52:41.865,,x
17128,VELO,2022/10/06 17:52:49.266,x,
111140,VELO,2022/10/06 17:53:22.265,x,
17133,VELO,2022/10/06 17:54:03.798,,x
17137,VELO,2022/10/06 17:54:23.131,,x
17138,VELO,2022/10/06 17:54:41.999,,x
17140,VELO,2022/10/06 17:56:10.064,,x
17142,VL,2022/10/06 17:56:32.931,,x
111147,VELO,2022/10/06 17:56:41.196,x,
17143,VELO,2022/10/06 17:56:41.931,,x
17144,VELO,2022/10/06 17:56:43.665,x,
111149,VELO,2022/10/06 17:56:45.132,x,
17147,VL,2022/10/06 17:57:02.865,,x
17148,VELO,2022/10/06 17:57:41.598,,x
111150,VELO,2022/10/06 17:58:10.928,x,
17152,VELO,2022/10/06 17:58:25.330,,x
17154,VL,2022/10/06 17:58:35.663,,x
17157,VELO,2022/10/06 17:58:40.331,x,
17187,VELO,2022/10/06 17:59:35.730,,x
17189,VELO,2022/10/06 17:59:53.263,,x
17190,VL,2022/10/06 18:00:17.063,,x
111155,VELO,2022/10/06 18:00:41.595,,x
17194,VELO,2022/10/06 18:00:52.328,,x
17195,VELO,2022/10/06 18:01:06.061,,x
17197,VL,2022/10/06 18:01:41.128,,x
17200,VELO,2022/10/06 18:02:02.928,,x
17202,VELO,2022/10/06 18:02:20.929,,x
17204,VL,2022/10/06 18:02:24.528,,x
17205,VELO,2022/10/06 18:02:49.259,x,
17208,VELO,2022/10/06 18:02:58.527,,x
17209,EDPM,2022/10/06 18:03:01.794,,x
17212,VELO,2022/10/06 18:03:27.928,,x
111157,VELO,2022/10/06 18:03:51.860,x,
17216,VL,2022/10/06 18:03:57.460,,x
17217,VL,2022/10/06 18:04:07.259,,x
17218,VELO,2022/10/06 18:04:15.193,,x
17221,VELO,2022/10/06 18:04:38.526,,x
17222,VL,2022/10/06 18:04:48.260,,x
17223,VL,2022/10/06 18:05:06.327,,x
17224,VELO,2022/10/06 18:05:30.992,,x
17226,VELO,2022/10/06 18:05:54.524,,x
111160,VELO,2022/10/06 18:05:55.124,x,
111161,VELO,2022/10/06 18:06:07.925,x,
111163,VELO,2022/10/06 18:06:10.991,x,
17233,VL,2022/10/06 18:06:29.458,,x
17234,VL,2022/10/06 18:06:33.326,,x
17235,VELO,2022/10/06 18:06:41.193,,x
17236,VELO,2022/10/06 18:06:57.723,,x
17237,VELO,2022/10/06 18:07:05.524,,x
17238,VELO,2022/10/06 18:07:09.926,x,
17241,VL,2022/10/06 18:07:14.192,,x
17260,VELO,2022/10/06 18:07:41.926,,x
17262,VELO,2022/10/06 18:07:42.659,x,
17283,VELO,2022/10/06 18:08:07.525,,x
17242,VL,2022/10/06 18:08:28.924,,x
17243,VL,2022/10/06 18:08:30.990,,x
17295,UT,2022/10/06 18:08:54.524,,x
17296,EDPM,2022/10/06 18:09:00.478,,x
17299,VELO,2022/10/06 18:09:04.523,,x
17300,VELO,2022/10/06 18:09:19.590,,x
17301,VELO,2022/10/06 18:09:22.990,x,
17305,VELO,2022/10/06 18:09:45.057,,x
17309,VELO,2022/10/06 18:09:55.921,x,
17307,VELO,2022/10/06 18:09:56.590,,x
111178,VELO,2022/10/06 18:10:43.524,x,
17312,VELO,2022/10/06 18:11:04.924,x,
17315,VELO,2022/10/06 18:11:23.725,x,
17316,VELO,2022/10/06 18:11:29.790,,x
17317,VL,2022/10/06 18:11:33.390,,x
17319,VL,2022/10/06 18:12:04.523,,x
17320,VELO,2022/10/06 18:12:07.187,,x
17321,MOTO,2022/10/06 18:12:13.189,,x
111182,VELO,2022/10/06 18:12:59.454,,x
17322,VL,2022/10/06 18:13:35.122,,x
17323,VL,2022/10/06 18:13:38.055,,x
17324,VL,2022/10/06 18:13:40.520,,x
17325,VL,2022/10/06 18:13:43.720,,x
17353,VL,2022/10/06 18:13:46.053,,x
17354,VELO,2022/10/06 18:13:46.187,x,
17355,VELO,2022/10/06 18:14:00.254,,x
17356,EDPM,2022/10/06 18:14:28.121,x,
17357,VL,2022/10/06 18:14:53.389,,x
17360,VELO,2022/10/06 18:14:58.387,,x
17358,VL,2022/10/06 18:15:01.453,,x
17366,VELO,2022/10/06 18:15:35.854,,x
17359,VL,2022/10/06 18:15:50.453,,x
111208,VELO,2022/10/06 18:15:57.720,,x
17372,VELO,2022/10/06 18:16:07.719,,x
17373,VELO,2022/10/06 18:16:12.920,,x
17361,VL,2022/10/06 18:16:29.251,,x
17399,VELO,2022/10/06 18:16:42.186,,x
17381,VL,2022/10/06 18:16:59.319,,x
17406,VL,2022/10/06 18:17:02.253,,x
17417,VELO,2022/10/06 18:17:29.251,x,
17419,VELO,2022/10/06 18:17:37.184,,x
17421,VELO,2022/10/06 18:17:43.317,x,
17424,VELO,2022/10/06 18:18:09.385,,x
17425,VELO,2022/10/06 18:18:21.785,x,
17433,VELO,2022/10/06 18:19:17.651,,x
17435,VELO,2022/10/06 18:19:28.451,,x
17439,VL,2022/10/06 18:19:31.318,,x
111235,VL,2022/10/06 18:19:40.449,x,
111236,VL,2022/10/06 18:19:59.318,x,
17442,VELO,2022/10/06 18:20:15.917,,x
17443,VL,2022/10/06 18:20:17.451,,x
17444,VELO,2022/10/06 18:20:31.918,,x
17445,VL,2022/10/06 18:20:59.184,,x
17446,VL,2022/10/06 18:21:18.648,,x
17447,MOTO,2022/10/06 18:21:31.851,,x
17448,VELO,2022/10/06 18:21:37.048,x,
17450,VELO,2022/10/06 18:21:41.648,,x
17453,VELO,2022/10/06 18:21:48.182,,x
17454,VELO,2022/10/06 18:21:55.650,,x
17456,VELO,2022/10/06 18:22:04.649,x,
17458,EDPM,2022/10/06 18:22:20.514,,x
17460,VELO,2022/10/06 18:22:30.848,,x
17461,VELO,2022/10/06 18:22:51.848,,x
17462,VELO,2022/10/06 18:22:53.715,,x
17463,VELO,2022/10/06 18:23:03.649,,x
17470,VL,2022/10/06 18:23:15.982,,x
17471,VL,2022/10/06 18:23:20.114,,x
17473,VELO,2022/10/06 18:23:21.781,x,
17472,VL,2022/10/06 18:23:43.982,,x
17474,VL,2022/10/06 18:23:48.384,,x
17484,VELO,2022/10/06 18:23:49.849,,x
17486,VELO,2022/10/06 18:23:59.582,,x
17487,VL,2022/10/06 18:23:59.782,,x
17488,VELO,2022/10/06 18:24:09.448,x,
17489,VELO,2022/10/06 18:24:46.182,x,
17490,VL,2022/10/06 18:24:50.781,,x
17492,VELO,2022/10/06 18:24:55.448,,x
17494,VL,2022/10/06 18:25:00.182,,x
17501,VELO,2022/10/06 18:25:27.980,x,
17500,VL,2022/10/06 18:25:29.315,,x
17502,VL,2022/10/06 18:25:32.915,,x
17503,VELO,2022/10/06 18:25:46.581,,x
17504,VELO,2022/10/06 18:25:49.245,,x
17505,VELO,2022/10/06 18:25:53.712,,x
17506,VL,2022/10/06 18:26:02.980,,x
17507,VL,2022/10/06 18:26:07.247,,x
17511,VL,2022/10/06 18:26:37.646,,x
17525,VL,2022/10/06 18:26:48.379,,x
17529,VL,2022/10/06 18:27:16.046,,x
17534,VELO,2022/10/06 18:27:32.113,,x
17538,VELO,2022/10/06 18:27:32.313,,x
17536,VELO,2022/10/06 18:27:32.846,,x
17533,VL,2022/10/06 18:27:33.780,,x
17539,VELO,2022/10/06 18:27:34.914,,x
17542,VELO,2022/10/06 18:27:43.047,,x
17543,VL,2022/10/06 18:27:55.045,,x
17546,VELO,2022/10/06 18:28:12.446,,x
17549,VL,2022/10/06 18:28:43.979,,x
17553,VELO,2022/10/06 18:28:46.178,x,
17554,VL,2022/10/06 18:28:57.245,,x
17556,VL,2022/10/06 18:29:08.111,,x
111250,VELO,2022/10/06 18:29:19.445,x,
17579,VELO,2022/10/06 18:29:55.576,x,
111254,VELO,2022/10/06 18:29:55.710,,x
17558,VL,2022/10/06 18:29:56.577,,x
17567,VL,2022/10/06 18:30:00.645,,x
17590,VELO,2022/10/06 18:30:05.912,x,
17594,VELO,2022/10/06 18:30:21.177,x,
17596,VELO,2022/10/06 18:30:26.778,,x
17598,VL,2022/10/06 18:31:13.644,,x
17600,VELO,2022/10/06 18:31:24.442,x,
17601,VL,2022/10/06 18:31:28.776,,x
17603,VELO,2022/10/06 18:31:51.378,,x
17611,VELO,2022/10/06 18:32:26.510,,x
17612,VELO,2022/10/06 18:32:29.709,,x
111269,VL,2022/10/06 18:32:41.512,x,
17614,VL,2022/10/06 18:32:57.378,,x
17624,VELO,2022/10/06 18:33:05.311,,x
17634,VL,2022/10/06 18:33:17.309,,x
17636,VL,2022/10/06 18:33:43.774,,x
