ID,Catégorie,Horodate,Entrant,Sortant
124632,VELO,2022/10/14 08:44:47.898,x,
124633,VELO,2022/10/14 08:44:50.566,x,
124640,VELO,2022/10/14 08:44:53.963,x,
37347,VELO,2022/10/14 08:45:01.629,x,
124654,VL,2022/10/14 08:45:33.430,x,
124655,VELO,2022/10/14 08:45:36.896,x,
124666,VL,2022/10/14 08:45:56.763,x,
124667,VL,2022/10/14 08:45:56.896,x,
124674,VELO,2022/10/14 08:46:04.365,x,
124676,VELO,2022/10/14 08:46:06.166,x,
124682,VELO,2022/10/14 08:46:28.794,x,
124683,VELO,2022/10/14 08:46:31.461,x,
124686,VELO,2022/10/14 08:46:48.463,x,
124687,VELO,2022/10/14 08:46:59.995,x,
124688,VELO,2022/10/14 08:47:03.796,x,
124689,VL,2022/10/14 08:47:40.127,x,
124690,VL,2022/10/14 08:47:43.527,x,
124694,VELO,2022/10/14 08:47:57.595,x,
124695,VL,2022/10/14 08:48:30.663,x,
124697,VELO,2022/10/14 08:48:44.528,x,
124698,VELO,2022/10/14 08:48:46.862,x,
124699,VELO,2022/10/14 08:48:56.527,x,
124700,VL,2022/10/14 08:48:59.593,x,
124701,VL,2022/10/14 08:49:14.994,x,
124707,VELO,2022/10/14 08:49:49.860,x,
124708,UT,2022/10/14 08:50:22.924,x,
124713,VL,2022/10/14 08:50:28.190,x,
124718,VL,2022/10/14 08:50:31.858,x,
37416,VL,2022/10/14 08:50:58.995,,x
124720,VELO,2022/10/14 08:51:06.793,x,
124721,VELO,2022/10/14 08:51:16.792,x,
124722,VELO,2022/10/14 08:51:19.458,x,
124723,VELO,2022/10/14 08:51:20.792,x,
124730,VELO,2022/10/14 08:51:41.457,x,
37424,VELO,2022/10/14 08:51:41.924,x,
124731,VELO,2022/10/14 08:51:42.257,x,
124733,VELO,2022/10/14 08:52:06.058,x,
124734,VELO,2022/10/14 08:52:07.993,x,
37426,VELO,2022/10/14 08:52:10.460,x,
124737,EDPM,2022/10/14 08:52:10.860,x,
124739,VELO,2022/10/14 08:52:12.123,x,
37428,EDPM,2022/10/14 08:52:12.858,x,
124741,VELO,2022/10/14 08:52:13.924,x,
124742,VELO,2022/10/14 08:52:20.792,x,
124746,VL,2022/10/14 08:52:38.191,x,
124749,VL,2022/10/14 08:53:18.791,x,
124752,VELO,2022/10/14 08:53:19.591,x,
124753,VELO,2022/10/14 08:53:53.724,x,
124754,VL,2022/10/14 08:53:55.259,x,
124755,VELO,2022/10/14 08:53:56.859,x,
124758,VELO,2022/10/14 08:54:18.192,x,
124760,VELO,2022/10/14 08:54:18.791,x,
37440,VELO,2022/10/14 08:54:47.921,x,
37443,VELO,2022/10/14 08:55:01.124,,x
124773,VL,2022/10/14 08:55:48.791,x,
124776,VL,2022/10/14 08:56:31.523,x,
124777,VL,2022/10/14 08:56:44.722,x,
37450,VELO,2022/10/14 08:56:55.188,x,
124779,VELO,2022/10/14 08:56:57.523,x,
37451,VELO,2022/10/14 08:56:59.990,x,
124783,VELO,2022/10/14 08:57:14.921,x,
37454,VL,2022/10/14 08:57:22.122,,x
124788,VELO,2022/10/14 08:57:24.123,x,
124791,VL,2022/10/14 08:57:31.722,x,
37463,PL_1,2022/10/14 08:57:33.255,,x
124792,VELO,2022/10/14 08:57:58.656,x,
124793,VELO,2022/10/14 08:58:15.922,x,
124794,VL,2022/10/14 08:58:21.188,x,
124801,UT,2022/10/14 08:58:41.655,x,
37482,VL,2022/10/14 08:59:36.788,,x
124803,VELO,2022/10/14 08:59:37.455,x,
124807,VELO,2022/10/14 08:59:39.922,x,
124811,VL,2022/10/14 08:59:41.320,x,
124813,VL,2022/10/14 08:59:43.588,x,
124815,VL,2022/10/14 08:59:44.588,x,
124823,VL,2022/10/14 08:59:53.388,x,
124831,VELO,2022/10/14 08:59:57.586,x,
37530,VELO,2022/10/14 09:00:19.718,x,
124851,VL,2022/10/14 09:00:40.652,x,
124852,VELO,2022/10/14 09:00:40.852,x,
124853,VELO,2022/10/14 09:00:47.652,x,
124855,VELO,2022/10/14 09:00:50.720,x,
124856,VL,2022/10/14 09:00:51.920,x,
124861,VL,2022/10/14 09:01:17.319,x,
124862,VELO,2022/10/14 09:01:18.719,x,
37542,VELO,2022/10/14 09:01:44.454,x,
124878,VL,2022/10/14 09:01:52.586,x,
37544,VL,2022/10/14 09:02:07.385,,x
124879,VELO,2022/10/14 09:02:13.053,x,
124880,VELO,2022/10/14 09:02:16.586,x,
124881,MOTO,2022/10/14 09:02:29.453,x,
124887,VELO,2022/10/14 09:02:39.452,x,
124889,VL,2022/10/14 09:02:58.920,x,
124892,VELO,2022/10/14 09:03:16.587,x,
124895,VELO,2022/10/14 09:03:33.786,x,
124896,VELO,2022/10/14 09:03:37.984,x,
124900,VELO,2022/10/14 09:03:49.652,x,
124902,VL,2022/10/14 09:04:16.118,x,
124906,UT,2022/10/14 09:04:49.253,x,
124908,VL,2022/10/14 09:04:55.452,x,
124913,UT,2022/10/14 09:05:02.185,x,
124916,VL,2022/10/14 09:05:42.051,x,
124917,VL,2022/10/14 09:05:50.450,x,
124919,VL,2022/10/14 09:06:04.050,x,
124920,VELO,2022/10/14 09:06:20.316,x,
124923,VL,2022/10/14 09:06:24.784,x,
124926,MOTO,2022/10/14 09:06:37.450,x,
124928,VELO,2022/10/14 09:06:50.516,x,
37613,VL,2022/10/14 09:07:00.849,,x
124932,VELO,2022/10/14 09:07:11.383,x,
124935,VL,2022/10/14 09:07:26.915,x,
124936,VELO,2022/10/14 09:07:31.049,x,
124937,VL,2022/10/14 09:07:32.715,x,
124938,VL,2022/10/14 09:07:37.181,x,
124939,VL,2022/10/14 09:07:42.181,x,
124941,VL,2022/10/14 09:07:44.183,x,
37624,EDPM,2022/10/14 09:07:45.317,,x
124943,VL,2022/10/14 09:07:49.918,x,
124944,VL,2022/10/14 09:07:52.917,x,
124945,VELO,2022/10/14 09:08:02.516,x,
37630,VELO,2022/10/14 09:08:08.516,x,
124948,VL,2022/10/14 09:08:16.849,x,
124950,VELO,2022/10/14 09:08:23.049,x,
124951,VL,2022/10/14 09:08:35.380,x,
37637,VL,2022/10/14 09:08:40.515,,x
124957,VELO,2022/10/14 09:08:48.783,x,
124959,VELO,2022/10/14 09:08:58.049,x,
124961,VELO,2022/10/14 09:09:18.913,x,
124964,VELO,2022/10/14 09:09:54.183,x,
124965,VL,2022/10/14 09:09:58.716,x,
124969,VELO,2022/10/14 09:10:00.049,x,
124973,VELO,2022/10/14 09:10:22.248,x,
37662,VL,2022/10/14 09:10:31.982,,x
124975,VL,2022/10/14 09:10:49.181,x,
124979,VL,2022/10/14 09:10:54.513,x,
124982,VELO,2022/10/14 09:10:55.447,x,
124983,VL,2022/10/14 09:11:14.114,x,
37664,VL,2022/10/14 09:11:20.715,,x
124990,VELO,2022/10/14 09:11:50.914,x,
124993,VELO,2022/10/14 09:11:53.314,x,
124994,VELO,2022/10/14 09:11:54.648,x,
124997,VL,2022/10/14 09:12:04.713,x,
124998,VL,2022/10/14 09:12:17.247,x,
124999,VL,2022/10/14 09:12:19.181,x,
125000,VELO,2022/10/14 09:12:28.114,x,
125006,VL,2022/10/14 09:12:52.246,x,
125007,VELO,2022/10/14 09:13:21.246,x,
125008,VL,2022/10/14 09:13:23.313,x,
125009,VELO,2022/10/14 09:13:25.380,x,
125011,VL,2022/10/14 09:13:25.847,x,
125012,VL,2022/10/14 09:13:29.780,x,
125013,VL,2022/10/14 09:13:43.580,x,
125014,VL,2022/10/14 09:13:45.713,x,
125015,VL,2022/10/14 09:13:49.176,x,
125017,VL,2022/10/14 09:13:57.777,x,
125023,VELO,2022/10/14 09:14:19.111,x,
125036,VELO,2022/10/14 09:14:34.309,x,
37728,EDPM,2022/10/14 09:14:37.109,x,
125042,VELO,2022/10/14 09:14:38.044,x,
37729,VELO,2022/10/14 09:14:39.777,x,
125046,EDPM,2022/10/14 09:14:40.711,x,
37733,EDPM,2022/10/14 09:14:44.579,x,
125047,VELO,2022/10/14 09:15:25.245,x,
125049,VELO,2022/10/14 09:15:27.045,x,
125050,VL,2022/10/14 09:15:31.178,x,
125054,VELO,2022/10/14 09:15:37.110,x,
125057,VELO,2022/10/14 09:16:06.510,x,
125058,VELO,2022/10/14 09:16:14.444,x,
125061,VL,2022/10/14 09:16:50.846,x,
125062,VL,2022/10/14 09:16:53.910,x,
125064,VELO,2022/10/14 09:17:29.378,x,
125068,VELO,2022/10/14 09:17:35.311,,x
125072,VL,2022/10/14 09:18:09.380,x,
125078,VELO,2022/10/14 09:18:19.243,x,
125079,VELO,2022/10/14 09:18:27.907,x,
37760,EDPM,2022/10/14 09:18:35.776,x,
125082,VELO,2022/10/14 09:18:35.910,x,
37762,VELO,2022/10/14 09:18:44.975,x,
125088,VELO,2022/10/14 09:19:09.310,x,
125090,VELO,2022/10/14 09:19:13.177,x,
125092,VELO,2022/10/14 09:19:17.110,x,
125108,VELO,2022/10/14 09:19:55.576,x,
125112,VELO,2022/10/14 09:19:57.310,x,
125114,EDPM,2022/10/14 09:19:58.576,,x
37786,EDPM,2022/10/14 09:20:03.707,,x
37794,VELO,2022/10/14 09:20:09.842,x,
125121,VL,2022/10/14 09:20:10.642,x,
125122,VELO,2022/10/14 09:20:10.775,x,
125123,VELO,2022/10/14 09:20:21.641,x,
125127,VELO,2022/10/14 09:20:27.841,x,
125129,VL,2022/10/14 09:20:54.107,x,
125138,VELO,2022/10/14 09:21:12.908,x,
125140,VELO,2022/10/14 09:21:13.708,x,
125154,VELO,2022/10/14 09:21:47.376,x,
125155,VELO,2022/10/14 09:21:47.509,x,
125157,VL,2022/10/14 09:21:52.641,x,
125162,VELO,2022/10/14 09:22:08.174,x,
125163,VELO,2022/10/14 09:22:10.374,x,
37835,VELO,2022/10/14 09:22:15.108,x,
37840,VELO,2022/10/14 09:22:21.174,,x
125168,VELO,2022/10/14 09:22:30.441,x,
125170,VL,2022/10/14 09:22:52.572,x,
125171,VL,2022/10/14 09:22:55.707,x,
125173,VL,2022/10/14 09:23:00.574,x,
125174,VELO,2022/10/14 09:23:01.040,x,
125175,VL,2022/10/14 09:23:03.641,x,
125178,VL,2022/10/14 09:23:09.974,x,
37849,VL,2022/10/14 09:23:18.106,,x
125181,VL,2022/10/14 09:23:20.438,x,
125187,VELO,2022/10/14 09:23:24.437,x,
125188,VELO,2022/10/14 09:23:25.037,x,
125191,VELO,2022/10/14 09:23:27.437,x,
125194,VELO,2022/10/14 09:23:31.904,x,
125195,VL,2022/10/14 09:23:38.907,x,
125197,VELO,2022/10/14 09:23:53.974,x,
125198,VL,2022/10/14 09:23:55.774,x,
37864,VL,2022/10/14 09:24:12.040,,x
125203,VELO,2022/10/14 09:24:18.307,x,
125206,UT,2022/10/14 09:24:23.104,x,
125208,VL,2022/10/14 09:24:24.304,x,
125210,VL,2022/10/14 09:24:33.372,x,
37875,VELO,2022/10/14 09:24:43.774,x,
125217,VELO,2022/10/14 09:24:48.170,x,
125219,VELO,2022/10/14 09:24:48.705,x,
125222,VELO,2022/10/14 09:24:53.906,x,
37880,VELO,2022/10/14 09:24:57.771,x,
125224,VELO,2022/10/14 09:24:58.839,x,
37889,VELO,2022/10/14 09:25:18.698,,x
125226,VL,2022/10/14 09:25:23.764,x,
125227,VL,2022/10/14 09:25:51.668,x,
125229,VL,2022/10/14 09:26:28.130,x,
125230,VELO,2022/10/14 09:26:28.929,x,
125231,VL,2022/10/14 09:26:41.864,x,
125242,VL,2022/10/14 09:26:57.596,x,
125244,VELO,2022/10/14 09:27:00.729,x,
125248,VELO,2022/10/14 09:27:03.263,x,
125252,VELO,2022/10/14 09:27:18.798,x,
125259,VELO,2022/10/14 09:27:42.265,x,
125262,VELO,2022/10/14 09:27:45.063,x,
125264,VELO,2022/10/14 09:28:02.863,,x
125270,VELO,2022/10/14 09:28:09.465,x,
125275,VELO,2022/10/14 09:28:18.261,x,
37928,UT,2022/10/14 09:28:20.396,,x
125283,VL,2022/10/14 09:28:46.929,x,
125284,VELO,2022/10/14 09:29:03.261,x,
125288,VELO,2022/10/14 09:29:11.596,x,
37939,VELO,2022/10/14 09:29:11.663,x,
37945,VELO,2022/10/14 09:29:17.729,,x
125294,VELO,2022/10/14 09:29:40.927,x,
125296,UT,2022/10/14 09:29:45.460,x,
125299,VL,2022/10/14 09:29:52.528,x,
125300,VELO,2022/10/14 09:29:56.261,x,
125306,MOTO,2022/10/14 09:30:05.061,x,
37959,VL,2022/10/14 09:30:31.393,,x
125313,VL,2022/10/14 09:30:48.596,x,
125316,VELO,2022/10/14 09:31:05.195,x,
125318,VELO,2022/10/14 09:31:14.260,x,
37969,UT,2022/10/14 09:31:16.260,,x
125322,VELO,2022/10/14 09:31:25.194,x,
125326,VL,2022/10/14 09:31:47.595,x,
125327,VL,2022/10/14 09:32:05.460,x,
125328,VL,2022/10/14 09:32:12.992,x,
125331,UT,2022/10/14 09:32:23.327,x,
125333,VL,2022/10/14 09:32:29.057,x,
125335,VELO,2022/10/14 09:32:44.260,x,
125336,VL,2022/10/14 09:33:13.527,x,
125337,VL,2022/10/14 09:33:15.592,x,
125339,VL,2022/10/14 09:33:17.793,x,
125344,VL,2022/10/14 09:33:19.859,x,
125346,VELO,2022/10/14 09:33:31.529,x,
125347,VELO,2022/10/14 09:33:35.927,x,
125353,VELO,2022/10/14 09:33:42.460,x,
125354,VL,2022/10/14 09:34:10.992,x,
125359,VELO,2022/10/14 09:34:14.058,x,
125364,VELO,2022/10/14 09:34:39.924,x,
38008,VELO,2022/10/14 09:34:50.657,x,
125368,VL,2022/10/14 09:35:36.859,x,
125369,VELO,2022/10/14 09:35:38.793,x,
125371,VL,2022/10/14 09:36:03.924,x,
38020,VL,2022/10/14 09:36:27.257,,x
38021,VL,2022/10/14 09:36:37.326,,x
125373,VL,2022/10/14 09:36:37.460,x,
125376,VELO,2022/10/14 09:37:22.590,x,
125378,MOTO,2022/10/14 09:37:35.923,x,
125379,VL,2022/10/14 09:39:45.455,x,
125383,VELO,2022/10/14 09:40:26.524,x,
38032,PL_2,2022/10/14 09:41:18.454,,x
38034,VL,2022/10/14 09:41:19.654,,x
125388,VELO,2022/10/14 09:41:29.789,x,
125389,VL,2022/10/14 09:41:32.523,x,
125391,VL,2022/10/14 09:41:37.654,x,
125392,VL,2022/10/14 09:41:58.723,x,
38039,VL,2022/10/14 09:42:32.521,,x
125395,VL,2022/10/14 09:43:44.319,x,
125402,VELO,2022/10/14 09:44:18.652,x,
125404,VL,2022/10/14 09:44:34.052,x,
125405,VL,2022/10/14 09:44:51.117,x,
125406,VL,2022/10/14 09:44:58.184,x,
125414,EDPM,2022/10/14 09:45:56.921,x,
38063,EDPM,2022/10/14 09:46:00.785,x,
125415,UT,2022/10/14 09:46:11.520,x,
125417,VELO,2022/10/14 09:46:17.384,x,
125418,VELO,2022/10/14 09:46:57.051,x,
125421,VELO,2022/10/14 09:47:00.518,x,
125422,VL,2022/10/14 09:47:00.585,x,
125429,VELO,2022/10/14 09:47:11.454,x,
125431,VELO,2022/10/14 09:47:26.585,x,
125439,VELO,2022/10/14 09:48:25.718,x,
38095,VELO,2022/10/14 09:49:40.982,,x
38098,VELO,2022/10/14 09:51:02.314,x,
38099,VELO,2022/10/14 09:51:35.715,,x
38101,VELO,2022/10/14 09:51:36.048,x,
125446,VL,2022/10/14 09:52:22.116,x,
38104,VELO,2022/10/14 09:52:48.315,,x
38105,VELO,2022/10/14 09:53:10.715,x,
125459,VL,2022/10/14 09:57:18.180,x,
125462,UT,2022/10/14 09:57:45.445,x,
125464,VELO,2022/10/14 09:58:10.043,x,
125467,VELO,2022/10/14 09:58:49.776,x,
125476,VL,2022/10/14 10:00:23.666,x,
125478,VL,2022/10/14 10:00:51.797,x,
125479,VL,2022/10/14 10:01:28.299,x,
125484,VELO,2022/10/14 10:02:37.564,x,
125488,VELO,2022/10/14 10:03:05.563,x,
38144,VL,2022/10/14 10:04:32.097,,x
38145,VL,2022/10/14 10:04:41.496,,x
38146,VELO,2022/10/14 10:04:57.563,,x
125500,VELO,2022/10/14 10:06:34.429,x,
125507,VELO,2022/10/14 10:07:15.227,x,
125530,VELO,2022/10/14 10:08:17.294,x,
38160,VELO,2022/10/14 10:08:21.694,x,
38161,VL,2022/10/14 10:08:28.227,,x
125532,VELO,2022/10/14 10:08:29.826,x,
125534,VELO,2022/10/14 10:08:40.626,x,
125545,VELO,2022/10/14 10:09:09.828,x,
125559,VELO,2022/10/14 10:10:21.825,x,
125560,VL,2022/10/14 10:10:23.893,x,
38178,VL,2022/10/14 10:10:52.027,,x
38179,PL_1,2022/10/14 10:10:55.826,,x
125563,VELO,2022/10/14 10:11:18.690,x,
125564,VELO,2022/10/14 10:11:22.357,x,
38206,VELO,2022/10/14 10:12:51.224,x,
125578,MOTO,2022/10/14 10:12:55.024,x,
125579,VELO,2022/10/14 10:13:17.091,x,
125581,VELO,2022/10/14 10:13:22.224,x,
38212,VELO,2022/10/14 10:14:49.158,,x
38213,VELO,2022/10/14 10:14:49.158,,x
38215,VELO,2022/10/14 10:14:56.957,x,
38216,VL,2022/10/14 10:15:08.957,,x
125588,VELO,2022/10/14 10:15:31.624,x,
38219,VL,2022/10/14 10:15:38.823,,x
38224,VELO,2022/10/14 10:16:06.222,x,
125596,VL,2022/10/14 10:18:11.421,x,
125597,VELO,2022/10/14 10:18:28.688,x,
38227,VL,2022/10/14 10:19:31.287,,x
125599,VELO,2022/10/14 10:19:42.154,x,
125603,VELO,2022/10/14 10:20:13.756,x,
38230,VL,2022/10/14 10:20:16.356,,x
125604,VELO,2022/10/14 10:20:23.021,x,
38241,PL_1,2022/10/14 10:21:18.551,,x
38244,VELO,2022/10/14 10:22:59.221,x,
38248,VL,2022/10/14 10:24:04.884,,x
125608,VL,2022/10/14 10:25:07.349,x,
125610,VELO,2022/10/14 10:25:29.018,x,
125612,VL,2022/10/14 10:25:46.417,x,
125613,VL,2022/10/14 10:26:28.615,x,
38254,VELO,2022/10/14 10:26:54.216,,x
38265,VL,2022/10/14 10:27:22.882,,x
38268,VELO,2022/10/14 10:29:09.748,,x
125619,VL,2022/10/14 10:30:03.015,x,
125621,UT,2022/10/14 10:31:13.880,x,
125622,UT,2022/10/14 10:31:22.546,x,
125624,VL,2022/10/14 10:31:59.747,x,
125625,VELO,2022/10/14 10:32:00.015,x,
38304,VL,2022/10/14 10:33:16.745,,x
125628,VL,2022/10/14 10:33:20.212,x,
38313,EDPM,2022/10/14 10:33:44.546,,x
38318,VL,2022/10/14 10:33:56.614,,x
38319,VL,2022/10/14 10:34:04.012,,x
125632,VELO,2022/10/14 10:34:32.079,x,
125641,VELO,2022/10/14 10:35:21.210,x,
125643,VL,2022/10/14 10:36:00.143,x,
125644,VL,2022/10/14 10:36:00.210,x,
125648,VELO,2022/10/14 10:36:58.610,x,
38338,VL,2022/10/14 10:37:03.278,,x
125649,VL,2022/10/14 10:37:06.279,x,
125654,VL,2022/10/14 10:38:29.809,x,
125655,VL,2022/10/14 10:38:42.208,x,
125656,VL,2022/10/14 10:38:49.408,x,
125657,VELO,2022/10/14 10:39:30.543,x,
38370,VELO,2022/10/14 10:40:04.674,x,
125662,VELO,2022/10/14 10:40:30.207,x,
125663,PL_1,2022/10/14 10:40:34.208,x,
125671,VELO,2022/10/14 10:41:06.674,x,
125678,VELO,2022/10/14 10:42:43.406,x,
125682,VELO,2022/10/14 10:43:37.140,x,
125683,VL,2022/10/14 10:45:01.737,x,
38387,VL,2022/10/14 10:46:08.872,,x
38388,VL,2022/10/14 10:47:03.539,,x
125685,VL,2022/10/14 10:47:16.337,x,
125690,VELO,2022/10/14 10:47:44.737,x,
38397,VL,2022/10/14 10:48:00.801,,x
125691,VELO,2022/10/14 10:49:23.437,x,
38406,VELO,2022/10/14 10:50:11.235,x,
38407,UT,2022/10/14 10:50:22.504,,x
125692,VL,2022/10/14 10:50:28.568,x,
125697,VELO,2022/10/14 10:51:15.568,x,
125698,UT,2022/10/14 10:51:32.936,x,
38426,VELO,2022/10/14 10:51:42.668,,x
125701,VELO,2022/10/14 10:52:08.534,x,
125712,VELO,2022/10/14 10:53:00.736,x,
125714,UT,2022/10/14 10:53:01.937,x,
125715,VL,2022/10/14 10:53:30.800,x,
38456,VELO,2022/10/14 10:53:34.534,,x
125716,VL,2022/10/14 10:53:46.534,x,
38460,VELO,2022/10/14 10:53:59.567,,x
125721,VELO,2022/10/14 10:54:18.134,x,
38463,VELO,2022/10/14 10:54:22.166,x,
125725,VL,2022/10/14 10:54:32.964,x,
38468,VL,2022/10/14 10:54:51.498,,x
38470,VELO,2022/10/14 10:55:38.233,x,
38471,VL,2022/10/14 10:55:40.965,,x
38476,VELO,2022/10/14 10:56:14.765,,x
38477,VELO,2022/10/14 10:56:30.066,x,
38478,MOTO,2022/10/14 10:57:05.031,,x
38479,VELO,2022/10/14 10:57:55.265,,x
38481,MOTO,2022/10/14 10:58:07.263,,x
125732,VL,2022/10/14 10:59:13.862,x,
38482,VELO,2022/10/14 10:59:18.197,x,
38484,VELO,2022/10/14 10:59:30.730,,x
38488,UT,2022/10/14 11:00:21.330,,x
38490,VL,2022/10/14 11:01:22.462,,x
38491,UT,2022/10/14 11:02:01.528,,x
38492,VL,2022/10/14 11:02:53.595,,x
38493,VL,2022/10/14 11:02:56.792,,x
38501,VELO,2022/10/14 11:04:12.260,,x
125738,VL,2022/10/14 11:05:04.992,x,
38504,PL_1,2022/10/14 11:05:31.859,,x
38518,VL,2022/10/14 11:06:22.126,,x
38525,VL,2022/10/14 11:07:11.127,,x
38530,VL,2022/10/14 11:08:28.390,,x
38531,VL,2022/10/14 11:08:35.856,,x
38532,VL,2022/10/14 11:09:15.858,,x
38533,VL,2022/10/14 11:09:18.189,,x
38534,VL,2022/10/14 11:10:43.723,,x
125741,VELO,2022/10/14 11:10:53.121,x,
38543,VL,2022/10/14 11:11:31.724,,x
125744,VELO,2022/10/14 11:11:41.987,x,
38544,VL,2022/10/14 11:11:42.920,,x
38546,VL,2022/10/14 11:12:20.857,,x
38547,VL,2022/10/14 11:12:31.855,,x
38551,MOTO,2022/10/14 11:13:41.988,,x
125749,UT,2022/10/14 11:16:28.720,x,
38561,UT,2022/10/14 11:18:04.384,,x
38562,VELO,2022/10/14 11:19:18.584,,x
38564,VELO,2022/10/14 11:21:19.115,,x
125757,VL,2022/10/14 11:22:30.317,x,
125758,VELO,2022/10/14 11:22:30.383,x,
38570,VL,2022/10/14 11:23:05.517,,x
38576,VL,2022/10/14 11:25:31.363,,x
38577,VL,2022/10/14 11:25:35.363,,x
38578,VELO,2022/10/14 11:25:50.333,,x
38589,VL,2022/10/14 11:27:57.499,,x
38590,VELO,2022/10/14 11:28:11.963,,x
38592,VELO,2022/10/14 11:29:00.229,,x
38593,VL,2022/10/14 11:29:37.462,,x
125780,VELO,2022/10/14 11:30:53.962,x,
38600,VELO,2022/10/14 11:31:28.928,,x
38601,VL,2022/10/14 11:31:47.327,,x
125781,VL,2022/10/14 11:31:57.326,x,
125783,VL,2022/10/14 11:32:12.494,x,
38604,VL,2022/10/14 11:32:20.991,,x
125784,VL,2022/10/14 11:32:31.960,x,
38608,VELO,2022/10/14 11:33:00.926,x,
38644,VELO,2022/10/14 11:34:01.126,,x
38645,VL,2022/10/14 11:34:28.225,,x
125794,UT,2022/10/14 11:34:41.824,x,
38647,VELO,2022/10/14 11:34:53.526,,x
38648,UT,2022/10/14 11:35:08.627,,x
38662,VL,2022/10/14 11:36:22.359,,x
38663,VL,2022/10/14 11:36:53.391,,x
125813,VELO,2022/10/14 11:37:42.093,,x
38680,VELO,2022/10/14 11:39:21.223,,x
38686,VL,2022/10/14 11:39:40.888,,x
38687,VL,2022/10/14 11:39:52.689,,x
38688,VL,2022/10/14 11:40:49.156,,x
125816,VELO,2022/10/14 11:41:12.454,x,
38689,VL,2022/10/14 11:41:12.953,,x
125819,VELO,2022/10/14 11:41:56.589,,x
38692,VELO,2022/10/14 11:41:58.953,,x
38700,VELO,2022/10/14 11:43:36.187,,x
38701,VL,2022/10/14 11:43:39.285,,x
38705,VL,2022/10/14 11:43:45.285,,x
125826,UT,2022/10/14 11:43:49.918,x,
38707,VL,2022/10/14 11:44:46.385,,x
38717,VL,2022/10/14 11:44:48.952,,x
38718,VELO,2022/10/14 11:44:56.818,x,
125829,VELO,2022/10/14 11:45:39.851,,x
38744,VL,2022/10/14 11:46:26.118,,x
38745,VELO,2022/10/14 11:46:32.751,,x
38749,VELO,2022/10/14 11:47:20.252,,x
125842,VL,2022/10/14 11:47:51.351,x,
38753,VL,2022/10/14 11:48:32.051,,x
38757,VELO,2022/10/14 11:49:03.217,,x
125844,VL,2022/10/14 11:49:11.015,x,
38760,VELO,2022/10/14 11:49:29.284,x,
38762,VL,2022/10/14 11:49:56.451,,x
125845,VL,2022/10/14 11:50:08.449,x,
38764,VELO,2022/10/14 11:51:50.749,,x
38768,VELO,2022/10/14 11:52:42.680,,x
38777,VELO,2022/10/14 11:53:34.880,,x
38778,VL,2022/10/14 11:53:53.844,,x
38781,EDPM,2022/10/14 11:54:22.312,,x
125851,VL,2022/10/14 11:55:23.980,x,
38797,VELO,2022/10/14 11:56:16.947,,x
125853,UT,2022/10/14 11:57:45.346,x,
38798,VL,2022/10/14 11:57:48.478,,x
38800,VELO,2022/10/14 11:57:57.445,,x
38801,VL,2022/10/14 11:58:15.777,,x
38804,EDPM,2022/10/14 11:58:56.113,,x
125856,VL,2022/10/14 11:59:00.112,x,
38808,VL,2022/10/14 11:59:01.513,,x
125857,VL,2022/10/14 11:59:22.678,x,
38811,VELO,2022/10/14 11:59:43.444,,x
125858,VL,2022/10/14 12:00:04.277,x,
125860,VL,2022/10/14 12:00:16.578,x,
38832,MOTO,2022/10/14 12:01:09.343,,x
38838,VELO,2022/10/14 12:01:27.342,x,
125873,VL,2022/10/14 12:02:22.476,x,
38849,VL,2022/10/14 12:02:23.977,,x
38857,VELO,2022/10/14 12:02:41.377,,x
125879,VL,2022/10/14 12:02:45.976,x,
125880,VELO,2022/10/14 12:03:06.809,x,
38864,VELO,2022/10/14 12:04:19.574,,x
38865,VELO,2022/10/14 12:04:19.973,,x
38866,EDPM,2022/10/14 12:04:20.408,,x
38867,VELO,2022/10/14 12:04:22.041,,x
38868,UT,2022/10/14 12:04:26.675,,x
38869,VL,2022/10/14 12:04:54.475,,x
38870,VL,2022/10/14 12:05:17.375,,x
38873,VL,2022/10/14 12:05:19.076,,x
38874,VL,2022/10/14 12:05:21.277,,x
38880,VELO,2022/10/14 12:05:44.939,,x
38888,MOTO,2022/10/14 12:05:45.774,,x
38906,VELO,2022/10/14 12:06:21.208,,x
125916,VL,2022/10/14 12:07:17.070,x,
38921,VL,2022/10/14 12:07:27.073,,x
125917,VL,2022/10/14 12:07:39.239,x,
38922,VL,2022/10/14 12:08:12.472,,x
38926,VL,2022/10/14 12:08:17.139,,x
38930,VL,2022/10/14 12:08:35.371,,x
38931,VL,2022/10/14 12:08:43.373,,x
38933,VL,2022/10/14 12:09:31.071,,x
38937,VL,2022/10/14 12:09:49.772,,x
38938,VELO,2022/10/14 12:10:19.641,,x
38940,VL,2022/10/14 12:10:23.238,,x
38941,VELO,2022/10/14 12:10:44.871,,x
38942,VELO,2022/10/14 12:11:17.138,,x
38943,VL,2022/10/14 12:11:34.105,,x
38944,VELO,2022/10/14 12:11:48.803,,x
38945,VELO,2022/10/14 12:12:09.169,,x
38946,VL,2022/10/14 12:12:11.702,,x
38950,VL,2022/10/14 12:13:23.436,,x
38951,VELO,2022/10/14 12:13:35.570,,x
38952,VELO,2022/10/14 12:13:39.437,,x
125934,VELO,2022/10/14 12:13:45.635,,x
38956,MOTO,2022/10/14 12:14:10.002,,x
38960,VL,2022/10/14 12:14:35.935,,x
