ID,Catégorie,Horodate,détection de départ,détection de sortie,REMARQUE
31439,VL,2022/10/09 13:35:00.000,S2,E,
31455,VL,2022/10/09 13:37:09.965,S2,E,
31459,VL,2022/10/09 13:37:49.700,S2,E,
31466,VL,2022/10/09 13:39:09.833,S2,E,
31474,VL,2022/10/09 13:42:19.498,S2,E,
31506,VL,2022/10/09 13:45:32.831,E,S2,
31520,VL,2022/10/09 13:46:06.962,S3,E,
31522,VL,2022/10/09 13:46:34.365,S2,E,
31524,VL,2022/10/09 13:46:37.632,S2,E,
31527,VL,2022/10/09 13:46:49.882,E,S2,
31530,VELO,2022/10/09 13:47:20.665,E,S2,
31560,VL,2022/10/09 13:49:52.850,S2,E,
31564,VL,2022/10/09 13:50:16.915,S2,E,
31577,VL,2022/10/09 13:51:22.283,S2,E,
31579,VL,2022/10/09 13:51:28.548,E,S2,
31582,VL,2022/10/09 13:51:33.015,S2,E,
31585,VELO,2022/10/09 13:51:43.751,S2,E,
31586,VELO,2022/10/09 13:51:44.752,S2,E,
31591,VL,2022/10/09 13:53:04.617,S2,E,
31592,VL,2022/10/09 13:53:09.217,S2,E,
31613,VL,2022/10/09 13:55:53.800,S2,E,
31614,VL,2022/10/09 13:55:55.600,S2,E,
31629,MOTO,2022/10/09 13:56:39.683,S2,E,
31668,VELO,2022/10/09 13:58:32.832,S2,E,
31671,VELO,2022/10/09 13:58:58.149,S2,E,
31674,VL,2022/10/09 13:59:06.082,S2,E,
31676,VL,2022/10/09 13:59:15.297,S2,E,
31677,VL,2022/10/09 14:00:03.283,E,S2,
31678,VL,2022/10/09 14:01:29.133,S2,E,
31697,VL,2022/10/09 14:03:33.381,S2,E,
31704,VL,2022/10/09 14:04:34.232,S2,E,
31716,VL,2022/10/09 14:05:31.200,E,S2,
31717,VL,2022/10/09 14:05:44.133,E,S2,
31718,VL,2022/10/09 14:06:00.613,E,S2,
31754,VL,2022/10/09 14:08:01.349,S2,E,
31763,VL,2022/10/09 14:08:29.397,E,S2,
31768,VL,2022/10/09 14:08:54.647,S2,E,
31780,MOTO,2022/10/09 14:11:10.314,S2,E,
31787,UT,2022/10/09 14:11:39.248,S3,E,
31798,VL,2022/10/09 14:12:19.200,S2,E,
31835,VL,2022/10/09 14:14:23.813,S2,E,
31876,VL,2022/10/09 14:16:23.546,E,S2,
31961,VL,2022/10/09 14:20:17.251,S2,E,
31982,VL,2022/10/09 14:21:47.851,S2,E,
31987,VL,2022/10/09 14:22:08.949,S2,S2,demi-tour
31989,VL,2022/10/09 14:22:14.081,S2,E,
32055,VL,2022/10/09 14:24:35.783,S2,E,
32057,VL,2022/10/09 14:24:44.784,S2,E,
32060,VL,2022/10/09 14:24:51.414,S2,E,
32067,VL,2022/10/09 14:25:29.297,S2,E,
32069,VL,2022/10/09 14:25:36.097,S2,E,
32155,UT,2022/10/09 14:28:06.580,E,S2,
32157,VL,2022/10/09 14:28:16.648,S2,E,
32163,VL,2022/10/09 14:28:25.115,S2,E,
32186,VL,2022/10/09 14:30:13.464,S2,E,
32230,UT,2022/10/09 14:31:23.283,S2,E,
32253,VL,2022/10/09 14:35:52.966,S2,E,
32256,VL,2022/10/09 14:36:16.799,S2,E,
32267,VL,2022/10/09 14:36:38.133,E,S2,
32270,VL,2022/10/09 14:36:41.100,E,S2,
32272,VL,2022/10/09 14:36:44.015,S2,E,
32320,VL,2022/10/09 14:37:41.480,S2,E,
32321,VL,2022/10/09 14:37:45.014,S2,E,
32344,VELO,2022/10/09 14:38:49.514,S2,E,
32354,VL,2022/10/09 14:39:14.446,S2,E,
32394,VL,2022/10/09 14:41:41.719,S2,E,
32402,VL,2022/10/09 14:42:25.431,S2,E,
32405,VL,2022/10/09 14:42:31.364,S2,E,
32450,VL,2022/10/09 14:44:15.330,E,S2,
32490,VL,2022/10/09 14:47:04.180,E,S2,
32505,VL,2022/10/09 14:47:43.564,S2,E,
32506,VL,2022/10/09 14:48:30.712,S2,E,
32529,VL,2022/10/09 14:50:42.565,S2,E,
32551,VL,2022/10/09 14:53:23.712,E,S2,
32564,UT,2022/10/09 14:54:45.019,E,S2,
32585,VELO,2022/10/09 14:55:52.984,E,S2,
32590,VL,2022/10/09 14:56:09.280,E,S2,
32591,VL,2022/10/09 14:56:13.815,S2,E,
32594,VELO,2022/10/09 14:56:38.982,S2,E,
32639,UT,2022/10/09 14:59:18.450,S2,E,
32641,VL,2022/10/09 15:00:07.433,S2,E,
32644,VL,2022/10/09 15:00:22.197,S2,E,
32660,VL,2022/10/09 15:00:52.780,S2,E,
32663,VL,2022/10/09 15:01:05.048,E,S2,
32668,VELO,2022/10/09 15:03:11.630,E,S2,
32772,VL,2022/10/09 15:12:53.947,S2,E,
32783,VL,2022/10/09 15:14:17.050,E,S2,
32786,VL,2022/10/09 15:14:25.048,S2,E,
32796,UT,2022/10/09 15:14:39.847,E,S2,
32826,VL,2022/10/09 15:15:24.433,S2,E,
32842,VL,2022/10/09 15:16:21.815,E,S2,
32846,VELO,2022/10/09 15:17:02.252,S2,E,
32867,VL,2022/10/09 15:19:10.600,S2,E,
32868,UT,2022/10/09 15:19:25.731,S2,E,
32874,VL,2022/10/09 15:19:34.399,S2,E,
32879,VL,2022/10/09 15:22:18.581,S2,E,
32895,VL,2022/10/09 15:25:13.248,S2,E,
32905,VL,2022/10/09 15:25:41.282,S2,E,
32909,VL,2022/10/09 15:27:49.614,S2,E,
32919,VL,2022/10/09 15:31:33.098,S2,E,
32921,VL,2022/10/09 15:31:36.297,S2,E,
32924,VL,2022/10/09 15:31:47.449,S2,E,
32925,VL,2022/10/09 15:31:50.780,S2,E,
32931,VL,2022/10/09 15:35:03.350,E,S2,
32938,VL,2022/10/09 15:35:45.230,S2,E,
32941,VL,2022/10/09 15:36:13.248,E,S2,
32949,VL,2022/10/09 15:36:36.447,S2,E,
32954,MOTO,2022/10/09 15:36:45.283,S2,E,
32969,VL,2022/10/09 15:37:15.447,S2,E,
32983,VL,2022/10/09 15:37:43.831,S2,E,
32991,VL,2022/10/09 15:37:55.566,S2,E,
33001,VL,2022/10/09 15:38:16.900,S2,E,
33040,VL,2022/10/09 15:41:46.699,S2,E,
33051,MOTO,2022/10/09 15:43:22.813,E,S2,
33052,VL,2022/10/09 15:43:30.680,S2,E,
33054,VL,2022/10/09 15:43:41.481,S2,E,
33064,MOTO,2022/10/09 15:45:45.916,S2,E,
33070,VELO,2022/10/09 15:50:14.914,E,S2,
33071,VL,2022/10/09 15:51:38.414,S2,E,
33072,VL,2022/10/09 15:51:55.514,S2,E,
33092,VL,2022/10/09 15:53:22.116,S2,E,
33093,VL,2022/10/09 15:55:01.447,S2,E,
33121,VL,2022/10/09 16:02:52.547,E,E,demi-tour
33152,VL,2022/10/09 16:12:46.900,S2,E,
33153,MOTO,2022/10/09 16:13:40.031,S2,E,
33154,VL,2022/10/09 16:16:26.082,S2,E,
33164,VL,2022/10/09 16:18:15.648,E,S2,
33165,VL,2022/10/09 16:20:30.413,S2,E,
33181,VL,2022/10/09 16:26:39.865,S2,E,
33184,VL,2022/10/09 16:27:34.695,S2,E,
33187,UT,2022/10/09 16:28:23.830,S2,E,
33193,UT,2022/10/09 16:28:38.849,S2,E,
33197,UT,2022/10/09 16:28:45.783,S2,E,
33202,VL,2022/10/09 16:29:05.050,S2,E,
33214,VL,2022/10/09 16:30:34.596,E,S2,
33216,VELO,2022/10/09 16:43:41.133,E,S2,
33218,UT,2022/10/09 16:45:25.117,S2,E,
33219,VL,2022/10/09 16:46:56.714,S2,E,
33228,VL,2022/10/09 16:49:07.700,S2,E,
33239,UT,2022/10/09 16:50:27.946,E,S2,
33250,VL,2022/10/09 16:56:43.232,S2,E,
33251,VL,2022/10/09 16:56:58.500,S2,E,
33252,VELO,2022/10/09 16:58:04.563,S2,E,
33253,VL,2022/10/09 16:59:19.283,E,S2,
33254,VL,2022/10/09 16:59:53.850,E,S2,
33258,VL,2022/10/09 17:02:03.983,S2,E,
33272,VL,2022/10/09 17:06:51.017,E,S2,
33274,VL,2022/10/09 17:07:58.597,E,S2,
33296,VL,2022/10/09 17:13:24.783,E,S2,
33298,VL,2022/10/09 17:13:49.082,S2,E,
33340,VL,2022/10/09 17:28:08.333,E,S2,
33341,VL,2022/10/09 17:31:01.215,S2,E,
33346,VL,2022/10/09 17:34:02.047,S2,E,
33347,VL,2022/10/09 17:38:07.381,S2,E,
33351,VL,2022/10/09 17:38:15.314,S2,E,
33387,VL,2022/10/09 17:45:06.514,S2,E,
33388,VL,2022/10/09 17:46:15.067,E,S2,
33399,VL,2022/10/09 17:49:26.382,S2,E,
33418,VL,2022/10/09 17:59:39.780,E,S2,
33441,VL,2022/10/09 18:01:46.633,S2,E,
33463,VL,2022/10/09 18:07:13.118,E,S2,
33470,VL,2022/10/09 18:13:24.032,S2,E,
33472,VL,2022/10/09 18:15:34.796,E,S2,
33473,VL,2022/10/09 18:16:02.448,E,S2,
33475,VL,2022/10/09 18:16:09.581,E,S2,
33476,UT,2022/10/09 18:16:13.046,E,S2,
33493,EDPM,2022/10/09 18:28:34.317,E,S2,
33498,VL,2022/10/09 18:32:02.931,E,S2,
33503,VL,2022/10/09 18:38:52.081,E,S2,
33507,VL,2022/10/09 18:40:21.147,E,S2,
33513,VL,2022/10/09 18:44:53.749,E,S2,
33514,VL,2022/10/09 18:45:18.681,S2,E,
33525,VL,2022/10/09 18:47:54.179,E,S2,
33526,VL,2022/10/09 18:48:31.316,E,S2,
33532,VL,2022/10/09 18:52:32.483,E,S2,
33536,VL,2022/10/09 18:57:00.100,S2,E,
33539,VL,2022/10/09 19:02:34.380,S2,E,
33540,VL,2022/10/09 19:03:04.013,E,S2,
33541,VL,2022/10/09 19:05:00.914,E,S2,
33571,VELO,2022/10/09 19:08:05.715,E,S2,
33573,VL,2022/10/09 19:09:59.648,E,S2,
33574,VL,2022/10/09 19:12:24.315,S2,E,
33582,VL,2022/10/09 19:16:22.316,S2,E,
33585,VL,2022/10/09 19:20:23.315,S2,E,
33602,VELO,2022/10/09 19:26:55.097,S2,E,
33621,VL,2022/10/09 19:29:14.881,E,S2,
33622,VELO,2022/10/09 19:29:28.718,S2,E,
33634,VELO,2022/10/09 19:33:38.347,E,S2,
33635,UT,2022/10/09 19:33:54.748,E,S2,
33636,MOTO,2022/10/09 19:36:04.179,S2,E,
33639,VELO,2022/10/09 19:38:56.049,E,S2,
33640,VELO,2022/10/09 19:40:37.783,S2,E,
33665,VL,2022/10/09 19:52:37.264,E,S2,
33682,VL,2022/10/09 19:56:50.431,E,S2,
33715,VL,2022/10/09 20:00:20.266,E,S2,
33753,UT,2022/10/09 20:04:22.397,S2,E,
34007,VL,2022/10/09 20:44:21.830,E,S3,
34118,VL,2022/10/09 20:59:45.898,E,S2,
34226,VL,2022/10/09 21:15:51.632,E,S2,
34540,VELO,2022/10/09 22:04:12.597,S2,E,
34549,MOTO,2022/10/09 22:04:29.830,E,S2,
34737,UT,2022/10/09 22:18:11.296,S2,E,
35218,VL,2022/10/09 23:24:22.931,S2,E,
35301,VELO,2022/10/09 23:35:22.934,S2,E,
35327,VELO,2022/10/09 23:42:46.099,E,S2,
35336,MOTO,2022/10/09 23:45:35.067,S2,E,
35358,VELO,2022/10/09 23:51:10.666,S2,E,
35391,VELO,2022/10/09 23:56:19.200,E,S2,
35567,VL,2022/10/10 00:42:41.231,E,S2,
36008,VL,2022/10/10 02:02:02.516,S2,E,
36130,PL_1,2022/10/10 05:50:58.428,E,S2,
36328,VL,2022/10/10 06:01:15.431,E,S2,
36495,VL,2022/10/10 06:26:07.899,E,S1,
36525,VL,2022/10/10 06:34:40.832,E,S2,
36551,VL,2022/10/10 06:47:35.298,E,S1,
36553,VL,2022/10/10 06:48:32.832,E,S2,
36568,VL,2022/10/10 06:51:24.100,E,S2,
36572,VL,2022/10/10 06:52:27.663,E,S2,
36716,PL_1,2022/10/10 07:12:49.866,S2,E,
36759,VL,2022/10/10 07:16:28.997,E,S2,
36868,PL_1,2022/10/10 07:21:59.433,S2,E,
36910,VL,2022/10/10 07:25:35.430,E,S2,
36949,VL,2022/10/10 07:28:05.863,E,S2,
36956,VL,2022/10/10 07:30:07.597,E,S2,
36964,VL,2022/10/10 07:30:29.265,E,S2,
36971,VL,2022/10/10 07:31:49.866,E,S2,
36976,VL,2022/10/10 07:32:05.232,E,S2,
36987,VL,2022/10/10 07:32:27.163,S2,E,
36990,VL,2022/10/10 07:34:29.166,E,S2,
36994,VL,2022/10/10 07:36:01.299,E,S2,
36999,VL,2022/10/10 07:36:12.366,E,S2,
37008,VL,2022/10/10 07:36:43.097,E,S2,
37010,VL,2022/10/10 07:37:02.063,E,S2,
37016,VL,2022/10/10 07:37:11.998,E,S2,
37017,VL,2022/10/10 07:37:11.998,E,S2,
37018,VL,2022/10/10 07:37:15.463,E,S2,
37022,VL,2022/10/10 07:37:22.763,E,S2,
37028,VL,2022/10/10 07:37:31.630,E,S2,
37032,VL,2022/10/10 07:38:40.463,E,S2,
37036,VELO,2022/10/10 07:38:41.063,E,S2,
37038,VL,2022/10/10 07:39:02.766,E,S2,
37040,VL,2022/10/10 07:39:46.067,E,S2,
37041,VL,2022/10/10 07:40:03.963,E,S2,
37045,VL,2022/10/10 07:40:34.266,E,S2,
37050,VL,2022/10/10 07:40:46.566,E,S2,
37054,VL,2022/10/10 07:40:57.931,E,S2,
37061,VL,2022/10/10 07:41:35.466,E,S1,
37063,VL,2022/10/10 07:41:41.831,E,S2,
37100,VL,2022/10/10 07:43:22.966,E,S2,
37109,VL,2022/10/10 07:43:39.863,S2,E,
37114,VL,2022/10/10 07:43:57.331,E,S2,
37116,VL,2022/10/10 07:44:00.431,E,S2,
37126,EDPM,2022/10/10 07:44:46.063,E,S2,
37128,VL,2022/10/10 07:44:50.263,E,S3,
37155,VL,2022/10/10 07:45:28.963,E,S3,
37156,VL,2022/10/10 07:45:33.763,E,S2,
37168,VL,2022/10/10 07:46:08.766,E,S2,
37169,VL,2022/10/10 07:46:10.866,S2,E,
37191,VL,2022/10/10 07:46:52.297,E,S2,
37194,VL,2022/10/10 07:46:59.297,E,S2,
37195,VL,2022/10/10 07:47:18.231,E,S2,
37196,VL,2022/10/10 07:47:20.331,E,S2,
37197,VL,2022/10/10 07:47:25.699,E,S2,
37204,VL,2022/10/10 07:47:52.900,E,S2,
37211,VL,2022/10/10 07:48:04.331,E,S2,
37215,VL,2022/10/10 07:48:09.931,E,S2,
37219,VL,2022/10/10 07:48:24.666,E,S2,
37224,VL,2022/10/10 07:48:26.366,S2,E,
37245,VL,2022/10/10 07:49:02.597,E,S2,
37297,VL,2022/10/10 07:49:49.464,E,S2,
37304,VL,2022/10/10 07:49:59.000,E,S2,
37305,VELO,2022/10/10 07:50:01.600,E,S2,
37313,VL,2022/10/10 07:50:09.532,E,S2,
37316,VL,2022/10/10 07:50:12.432,E,S2,
37323,VL,2022/10/10 07:50:21.731,E,S2,
37325,VL,2022/10/10 07:50:26.430,E,S2,
37332,VL,2022/10/10 07:51:04.431,E,S2,
37337,VL,2022/10/10 07:51:46.263,E,S2,
37341,VL,2022/10/10 07:51:55.330,E,S2,
37359,VL,2022/10/10 07:52:37.896,S2,E,
37380,VL,2022/10/10 07:53:28.563,E,S2,
37383,VL,2022/10/10 07:53:34.463,S2,E,
37406,VL,2022/10/10 07:54:14.099,E,S2,
37424,VL,2022/10/10 07:54:48.932,E,S2,
37438,VL,2022/10/10 07:54:58.914,E,S3,
37487,VL,2022/10/10 07:55:30.629,E,S1,
37488,VL,2022/10/10 07:55:32.764,E,S2,
37494,MOTO,2022/10/10 07:56:00.248,E,S2,
37496,VL,2022/10/10 07:56:06.964,E,S2,
37503,VL,2022/10/10 07:56:11.664,S2,E,
37523,VL,2022/10/10 07:57:11.482,E,S2,
37546,MOTO,2022/10/10 07:58:37.315,E,S2,
37547,VL,2022/10/10 07:58:40.798,S2,S1,
37549,VL,2022/10/10 07:58:42.448,E,S2,
37550,VL,2022/10/10 07:58:45.046,E,S2,
37551,VL,2022/10/10 07:58:49.481,S1,S2,
37555,VL,2022/10/10 07:59:23.316,E,S2,
37566,MOTO,2022/10/10 08:00:14.014,E,S2,
37572,VL,2022/10/10 08:01:42.964,S2,S2,demi-tour
37573,VL,2022/10/10 08:01:51.315,E,S2,
37576,VL,2022/10/10 08:02:16.015,E,S3,
37579,VL,2022/10/10 08:02:20.181,S2,E,
37582,VL,2022/10/10 08:02:23.580,E,S2,
37585,VL,2022/10/10 08:02:40.098,E,S3,
37587,VL,2022/10/10 08:02:58.014,E,S3,
37588,VL,2022/10/10 08:03:00.447,E,S2,
37590,VL,2022/10/10 08:03:24.797,E,S2,
37593,VL,2022/10/10 08:04:00.696,E,S2,
37597,VL,2022/10/10 08:04:13.313,E,S2,
37598,VL,2022/10/10 08:04:17.915,E,S2,
37599,VL,2022/10/10 08:04:29.582,E,S2,
37601,VL,2022/10/10 08:04:57.915,S2,E,
37608,MOTO,2022/10/10 08:05:25.582,E,S2,
37651,VL,2022/10/10 08:07:02.696,E,S2,
37654,MOTO,2022/10/10 08:07:11.746,E,S2,
37655,VELO,2022/10/10 08:07:38.964,E,S2,
37658,VL,2022/10/10 08:08:09.482,E,S2,
37660,VL,2022/10/10 08:09:18.363,S2,E,
37681,VL,2022/10/10 08:11:27.398,S2,S3,
37691,VL,2022/10/10 08:12:00.615,E,S2,
37695,VL,2022/10/10 08:13:28.965,E,S2,
37715,UT,2022/10/10 08:16:41.749,E,S2,
37736,VL,2022/10/10 08:20:56.963,S2,E,
37776,VL,2022/10/10 08:23:27.049,S2,E,
37780,VL,2022/10/10 08:24:17.482,S2,E,
37785,VELO,2022/10/10 08:24:58.349,E,S2,
37787,VL,2022/10/10 08:26:21.315,E,S2,
37789,VL,2022/10/10 08:28:45.482,E,S2,
37798,VL,2022/10/10 08:29:21.228,E,S2,
37802,VL,2022/10/10 08:30:22.882,E,S3,
37812,MOTO,2022/10/10 08:32:34.264,E,S1,
37821,VL,2022/10/10 08:33:44.364,E,S2,
37827,VL,2022/10/10 08:34:07.665,E,S2,
37857,VL,2022/10/10 08:36:43.401,E,S2,
37870,VELO,2022/10/10 08:37:27.480,E,S2,
37884,VL,2022/10/10 08:39:28.266,E,S1,
37885,VL,2022/10/10 08:39:55.232,E,S2,
37887,VL,2022/10/10 08:39:57.665,E,S2,
37889,VL,2022/10/10 08:40:05.750,E,S2,
37892,VL,2022/10/10 08:41:46.963,E,S2,
37893,VL,2022/10/10 08:41:53.132,S2,E,
37895,UT,2022/10/10 08:42:23.049,E,S1,
37897,VL,2022/10/10 08:42:34.698,E,S1,
37902,VL,2022/10/10 08:44:26.363,E,S2,
37903,VL,2022/10/10 08:44:41.748,S2,E,
37906,UT,2022/10/10 08:46:40.883,S1,S2,
37916,VL,2022/10/10 08:49:42.264,E,S3,
37926,VL,2022/10/10 08:50:23.395,S2,E,
37932,VL,2022/10/10 08:50:42.015,S2,S3,
37941,VL,2022/10/10 08:51:04.449,E,S2,
37951,VL,2022/10/10 08:51:35.228,E,S3,
37953,VL,2022/10/10 08:51:47.481,E,S2,
37973,VL,2022/10/10 08:52:20.213,E,S2,
37976,VL,2022/10/10 08:52:24.081,S2,E,
37977,VL,2022/10/10 08:52:27.680,E,S2,
37991,VL,2022/10/10 08:54:02.600,S2,S1,
38006,VL,2022/10/10 08:56:24.265,E,S2,
38010,VL,2022/10/10 08:57:15.530,E,S2,
38042,VL,2022/10/10 08:58:58.147,S2,E,
38045,VL,2022/10/10 09:00:45.781,E,S2,
38047,VL,2022/10/10 09:00:50.899,E,S3,
38055,VL,2022/10/10 09:03:15.346,E,S3,
38056,VL,2022/10/10 09:04:31.829,E,S3,
38062,VL,2022/10/10 09:04:54.031,E,S3,
38066,VL,2022/10/10 09:05:14.900,E,S2,
38068,VL,2022/10/10 09:05:52.380,E,S3,
38074,UT,2022/10/10 09:06:46.865,E,S2,
38105,VL,2022/10/10 09:08:59.395,S2,E,
38130,VL,2022/10/10 09:10:14.647,E,S3,
38131,MOTO,2022/10/10 09:10:17.313,E,S2,
38138,VL,2022/10/10 09:10:31.513,E,S3,
38173,PL_1,2022/10/10 09:11:46.666,S2,E,
38223,VL,2022/10/10 09:13:50.349,S2,E,
38226,VL,2022/10/10 09:13:54.016,E,S2,
38228,VL,2022/10/10 09:14:02.613,S2,E,
38283,VL,2022/10/10 09:16:56.230,S2,E,
38289,VL,2022/10/10 09:17:14.080,S2,S2,demi-tour
38293,UT,2022/10/10 09:17:26.597,E,S2,
38298,VL,2022/10/10 09:17:39.997,S2,E,
38301,UT,2022/10/10 09:17:50.615,S2,S3,
38302,VL,2022/10/10 09:18:02.548,E,S3,
38324,VL,2022/10/10 09:18:21.149,S2,E,
38332,VL,2022/10/10 09:18:59.351,S2,E,
38333,VL,2022/10/10 09:18:59.700,E,S2,
38334,VL,2022/10/10 09:19:12.833,E,S2,
38336,VL,2022/10/10 09:19:22.347,E,S2,
38349,VL,2022/10/10 09:19:55.330,E,S2,
38381,MOTO,2022/10/10 09:21:02.513,E,S2,
38383,VL,2022/10/10 09:21:09.715,E,S2,
38384,VELO,2022/10/10 09:21:18.249,E,S2,
38402,VL,2022/10/10 09:21:52.999,S2,E,
38411,VL,2022/10/10 09:22:56.647,E,S2,
38412,VL,2022/10/10 09:23:04.113,E,S2,
38417,VL,2022/10/10 09:23:27.848,E,S2,
38430,MOTO,2022/10/10 09:23:39.600,E,S2,
38435,VL,2022/10/10 09:24:22.147,E,S2,
38437,VL,2022/10/10 09:24:26.947,S2,E,
38438,VL,2022/10/10 09:24:33.147,S2,S2,demi-tour
38442,VL,2022/10/10 09:24:35.747,S2,E,
38447,VL,2022/10/10 09:24:41.148,E,S2,
38462,VL,2022/10/10 09:25:23.097,E,S2,
38464,VL,2022/10/10 09:25:39.896,E,S2,
38467,VL,2022/10/10 09:25:53.565,E,S2,
38468,VL,2022/10/10 09:26:00.163,E,S2,
38469,VL,2022/10/10 09:26:03.964,E,S2,
38481,UT,2022/10/10 09:26:36.565,E,S3,
38507,VL,2022/10/10 09:28:09.963,E,S2,
38508,VL,2022/10/10 09:28:18.783,E,S2,
38515,VL,2022/10/10 09:28:30.632,E,S2,
38518,VL,2022/10/10 09:28:38.165,S2,E,
38522,VL,2022/10/10 09:28:46.830,E,S2,
38524,VELO,2022/10/10 09:28:49.964,E,S2,
38530,VL,2022/10/10 09:28:58.163,S2,E,
38557,VL,2022/10/10 09:29:32.965,E,S2,
38558,VL,2022/10/10 09:29:38.616,S2,E,
38649,VL,2022/10/10 09:30:23.813,S2,E,
38676,VL,2022/10/10 09:31:04.114,S2,E,
38677,VL,2022/10/10 09:31:12.414,E,S2,
38694,VL,2022/10/10 09:31:29.763,S2,E,
38695,VL,2022/10/10 09:31:29.763,E,S3,
38704,UT,2022/10/10 09:31:38.097,S2,E,
38737,VELO,2022/10/10 09:32:45.230,E,S2,
38739,VL,2022/10/10 09:32:47.031,S2,E,
38745,VL,2022/10/10 09:32:51.296,E,S2,
38753,VL,2022/10/10 09:32:56.966,E,S2,
38767,VL,2022/10/10 09:33:29.365,E,S3,
38775,VL,2022/10/10 09:33:58.330,S2,S3,
38776,VL,2022/10/10 09:33:58.464,S2,E,
38778,VL,2022/10/10 09:34:04.662,E,S3,
38794,VL,2022/10/10 09:34:15.930,E,S3,
38801,MOTO,2022/10/10 09:34:18.596,E,S2,
38836,MOTO,2022/10/10 09:35:06.398,E,S2,
38853,VL,2022/10/10 09:35:39.464,S2,E,
38867,VL,2022/10/10 09:35:56.200,E,S2,
38881,VL,2022/10/10 09:36:07.615,E,S2,
38888,VL,2022/10/10 09:36:21.280,E,S3,
38891,VL,2022/10/10 09:36:24.749,E,S2,
38893,VL,2022/10/10 09:36:32.347,E,S2,
38917,VL,2022/10/10 09:36:47.748,S2,E,
38935,VELO,2022/10/10 09:37:23.882,E,S2,
38936,MOTO,2022/10/10 09:37:25.680,E,S2,
38951,VL,2022/10/10 09:37:48.867,E,S2,
38953,VL,2022/10/10 09:38:02.232,E,S2,
38955,MOTO,2022/10/10 09:38:05.050,E,S2,
38959,MOTO,2022/10/10 09:38:06.400,E,S2,
38971,VL,2022/10/10 09:38:33.747,E,S2,
38980,VL,2022/10/10 09:38:36.947,E,S2,
38984,VL,2022/10/10 09:38:48.412,S2,S2,demi-tour
39001,MOTO,2022/10/10 09:39:08.213,S2,E,
39011,VL,2022/10/10 09:39:16.881,E,S2,
39013,UT,2022/10/10 09:39:23.013,E,S2,
39019,VL,2022/10/10 09:39:31.880,S2,E,
39043,VL,2022/10/10 09:39:42.215,E,S2,
39051,MOTO,2022/10/10 09:39:46.680,E,S2,
39075,VELO,2022/10/10 09:40:34.082,E,S2,
39085,MOTO,2022/10/10 09:40:50.615,E,S2,
39093,VL,2022/10/10 09:40:53.679,E,S2,
39101,UT,2022/10/10 09:41:01.213,E,S2,
39107,VELO,2022/10/10 09:41:20.615,E,S2,
39116,VL,2022/10/10 09:41:23.215,E,S2,
39122,VL,2022/10/10 09:41:25.349,E,S2,
39140,VL,2022/10/10 09:41:36.748,E,S3,
39214,VL,2022/10/10 09:42:48.313,S2,E,
39241,MOTO,2022/10/10 09:43:04.848,E,S2,
39243,VL,2022/10/10 09:43:07.900,S2,E,
39244,VELO,2022/10/10 09:43:10.250,E,S2,
39270,VL,2022/10/10 09:43:30.480,S2,E,
39277,UT,2022/10/10 09:43:36.280,S2,E,
39292,VL,2022/10/10 09:44:55.598,S2,E,
39310,VL,2022/10/10 09:46:18.630,S2,E,
39328,VL,2022/10/10 09:46:54.031,E,S2,
39336,VELO,2022/10/10 09:47:50.412,E,S2,
39427,VELO,2022/10/10 09:53:13.647,E,S2,
39433,MOTO,2022/10/10 09:53:27.046,E,S2,
39467,VL,2022/10/10 09:55:23.816,E,S2,
39470,VL,2022/10/10 09:55:30.815,S3,E,
39472,UT,2022/10/10 09:55:36.880,E,S2,
39473,VL,2022/10/10 09:55:40.814,E,S2,
39516,MOTO,2022/10/10 09:58:23.881,S2,E,
39545,VL,2022/10/10 09:59:44.531,S2,E,
39607,VL,2022/10/10 10:04:03.364,E,S2,
39622,MOTO,2022/10/10 10:05:52.596,S2,E,
39658,VL,2022/10/10 10:07:12.412,S2,E,
39662,VL,2022/10/10 10:07:19.814,S2,E,
39677,VL,2022/10/10 10:07:52.628,S2,E,
39761,VL,2022/10/10 10:09:49.163,S2,E,
39765,UT,2022/10/10 10:09:57.698,S2,E,
39834,VL,2022/10/10 10:13:55.014,E,S2,
39850,VL,2022/10/10 10:14:42.947,S2,E,
39852,VL,2022/10/10 10:14:45.347,E,S2,
39946,VL,2022/10/10 10:20:38.483,E,S2,
39950,VL,2022/10/10 10:21:00.880,E,S2,
39971,UT,2022/10/10 10:22:53.415,S1,S2,
39972,VL,2022/10/10 10:23:33.250,E,S2,
40120,VL,2022/10/10 10:27:02.147,E,S2,
40130,VL,2022/10/10 10:27:59.149,E,S2,
40199,UT,2022/10/10 10:33:27.614,E,S2,
40219,VL,2022/10/10 10:35:01.200,E,S2,
40224,UT,2022/10/10 10:35:03.580,S3,E,
40235,VELO,2022/10/10 10:36:34.782,E,S2,
40364,VL,2022/10/10 10:45:17.613,E,S3,
40369,UT,2022/10/10 10:45:33.364,S2,E,
40373,VL,2022/10/10 10:46:39.332,E,S2,
40378,MOTO,2022/10/10 10:47:42.964,S2,E,
40384,PL_1,2022/10/10 10:49:03.502,S1,S2,
40417,VL,2022/10/10 10:50:25.083,E,S2,
40424,UT,2022/10/10 10:54:00.967,S2,S1,
40433,VL,2022/10/10 10:55:15.567,S2,E,
40438,VL,2022/10/10 10:55:25.835,E,S2,
40446,VL,2022/10/10 10:57:12.152,E,S2,
40447,VL,2022/10/10 10:57:23.581,S2,E,
