ID,Catégorie,Horodate,détection de départ,détection de sortie,REMARQUE
111814,VL,2022/10/13 16:52:59.999,S2,E,
111890,MOTO,2022/10/13 16:55:40.616,S2,E,
111904,VL,2022/10/13 16:56:11.197,S1,E,
111931,VL,2022/10/13 16:57:32.098,S2,E,
111974,VL,2022/10/13 16:59:07.199,S2,E,
111993,VL,2022/10/13 16:59:32.665,S3,E,
112006,VL,2022/10/13 16:59:55.016,E,S2,
112012,VL,2022/10/13 17:00:16.566,E,S2,
112016,VL,2022/10/13 17:00:40.785,E,S2,
112029,VL,2022/10/13 17:01:23.048,S2,E,
112036,VL,2022/10/13 17:01:47.097,E,S2,
112090,MOTO,2022/10/13 17:02:52.132,E,S2,
112139,VL,2022/10/13 17:03:46.265,S2,E,
112147,VL,2022/10/13 17:04:28.615,S2,E,
112150,VL,2022/10/13 17:04:35.216,S2,E,
112163,VL,2022/10/13 17:05:43.617,E,S2,
112184,VL,2022/10/13 17:06:38.714,E,S2,
112187,VL,2022/10/13 17:06:39.647,S3,E,
112211,VL,2022/10/13 17:08:15.283,E,S2,
112257,VL,2022/10/13 17:10:34.367,E,S2,
112261,VELO,2022/10/13 17:10:53.098,E,S2,
112280,VL,2022/10/13 17:11:32.449,S2,E,
112348,VELO,2022/10/13 17:17:11.985,S2,E,
112415,MOTO,2022/10/13 17:20:12.600,S2,E,
112419,VL,2022/10/13 17:20:22.315,S3,E,
112438,VL,2022/10/13 17:21:23.066,S3,S2,
112485,VELO,2022/10/13 17:23:45.749,S2,E,
112511,VL,2022/10/13 17:25:28.269,S3,E,
112613,UT,2022/10/13 17:31:25.932,E,S2,
112617,VL,2022/10/13 17:31:35.548,E,S2,
112640,VELO,2022/10/13 17:32:27.899,S2,E,
112704,VL,2022/10/13 17:36:51.197,E,S2,
112706,VL,2022/10/13 17:36:55.483,S3,E,
112710,VL,2022/10/13 17:37:07.617,S3,E,
112740,VL,2022/10/13 17:39:29.815,E,S2,
112766,VL,2022/10/13 17:40:25.866,S2,E,
112785,VELO,2022/10/13 17:41:37.249,E,S2,
112796,MOTO,2022/10/13 17:44:41.716,S2,E,
112814,UT,2022/10/13 17:45:57.947,S2,S2,demi-tour
112818,VL,2022/10/13 17:46:08.281,E,S2,
112826,VL,2022/10/13 17:47:13.199,E,S2,
112835,VL,2022/10/13 17:48:27.450,E,S2,
112885,MOTO,2022/10/13 17:49:49.065,E,S2,
112893,VL,2022/10/13 17:50:37.300,E,S2,
112897,VL,2022/10/13 17:51:02.100,E,S2,
112954,VL,2022/10/13 17:55:35.997,E,S2,
112977,VL,2022/10/13 17:56:41.749,E,S2,
112980,VL,2022/10/13 17:56:47.483,E,S2,
112991,VL,2022/10/13 17:56:57.099,E,S2,
113025,MOTO,2022/10/13 17:59:24.617,E,S2,
113058,MOTO,2022/10/13 18:00:39.414,E,S2,
113074,MOTO,2022/10/13 18:01:35.849,E,S2,
113089,VL,2022/10/13 18:03:02.832,E,S2,
113132,VELO,2022/10/13 18:04:22.034,S2,E,
113134,VL,2022/10/13 18:04:26.166,S2,E,
113139,VL,2022/10/13 18:04:35.334,S2,E,
113155,VL,2022/10/13 18:04:54.615,S3,E,
113157,VL,2022/10/13 18:05:47.631,S2,E,
113168,VELO,2022/10/13 18:06:10.532,S2,E,
113170,VELO,2022/10/13 18:06:19.632,S2,E,
113194,UT,2022/10/13 18:06:51.548,E,S2,
113221,VL,2022/10/13 18:07:53.814,E,S2,
113222,VL,2022/10/13 18:07:57.733,S2,E,
113254,VELO,2022/10/13 18:08:54.101,S2,E,
113260,VL,2022/10/13 18:09:38.032,E,S2,
113299,VL,2022/10/13 18:10:23.634,S2,E,
113338,VELO,2022/10/13 18:12:28.132,S2,E,
113405,VL,2022/10/13 18:14:29.082,E,S2,
113422,VL,2022/10/13 18:14:41.665,E,S2,
113433,VL,2022/10/13 18:15:05.667,S2,E,
113488,VL,2022/10/13 18:15:48.798,S2,E,
113503,VL,2022/10/13 18:15:55.484,S2,E,
113507,VL,2022/10/13 18:16:00.937,S2,E,
113512,VL,2022/10/13 18:16:04.502,E,S2,
113528,VL,2022/10/13 18:16:23.198,S3,E,
113564,VL,2022/10/13 18:17:10.101,S2,E,
113592,VL,2022/10/13 18:17:44.568,E,S2,
113619,VL,2022/10/13 18:18:19.336,S2,E,
113626,VL,2022/10/13 18:18:28.434,S2,E,
113628,MOTO,2022/10/13 18:18:30.031,S2,E,
113754,VL,2022/10/13 18:20:24.432,S3,E,
113755,VL,2022/10/13 18:20:27.633,S2,E,
113781,VL,2022/10/13 18:21:00.934,S2,E,
113816,VL,2022/10/13 18:21:49.147,E,S2,
113847,VL,2022/10/13 18:22:09.883,S3,E,
113857,VL,2022/10/13 18:22:19.335,E,S2,
113866,MOTO,2022/10/13 18:22:25.517,S2,E,
114025,MOTO,2022/10/13 18:25:22.685,S2,E,
114027,VL,2022/10/13 18:25:25.451,S2,E,
114036,VL,2022/10/13 18:25:37.951,S2,E,
114051,VL,2022/10/13 18:25:55.265,S2,E,
114062,MOTO,2022/10/13 18:26:22.682,S2,E,
114068,VL,2022/10/13 18:26:34.533,S2,E,
114073,VL,2022/10/13 18:26:37.233,E,S2,
114075,VL,2022/10/13 18:26:44.565,S3,S2,
114081,VL,2022/10/13 18:26:50.833,S2,E,
114087,VL,2022/10/13 18:27:17.734,S2,E,
114103,VL,2022/10/13 18:27:53.234,S2,E,
114119,VL,2022/10/13 18:28:33.883,S3,E,
114132,VL,2022/10/13 18:30:50.317,E,S2,
114136,VL,2022/10/13 18:31:52.786,E,S2,
114143,VL,2022/10/13 18:32:44.798,E,S2,
114181,UT,2022/10/13 18:35:25.380,S2,E,
114191,MOTO,2022/10/13 18:36:24.503,S2,E,
114201,VL,2022/10/13 18:38:05.366,S3,E,
114203,VL,2022/10/13 18:38:09.084,S3,E,
114207,MOTO,2022/10/13 18:38:24.798,S2,E,
114213,VL,2022/10/13 18:38:59.267,E,S2,
114232,MOTO,2022/10/13 18:40:09.584,S2,E,
114233,VL,2022/10/13 18:40:12.653,E,S2,
114237,VL,2022/10/13 18:40:26.467,S2,E,
114251,MOTO,2022/10/13 18:41:25.734,E,S2,
114253,UT,2022/10/13 18:41:42.601,S3,E,
114257,MOTO,2022/10/13 18:48:06.967,S2,E,
114275,VL,2022/10/13 18:49:50.465,E,S2,
114277,VL,2022/10/13 18:51:50.602,S2,E,
114288,VL,2022/10/13 18:56:05.669,S1,S2,
114293,MOTO,2022/10/13 18:58:30.164,S2,E,
114302,VL,2022/10/13 18:59:26.382,S2,E,
114308,VL,2022/10/13 19:01:06.965,E,S2,
114326,VL,2022/10/13 19:01:42.248,S2,E,
114338,VL,2022/10/13 19:04:07.850,S2,E,
114362,VL,2022/10/13 19:04:56.351,E,S2,
114408,VL,2022/10/13 19:16:06.616,S2,E,
114410,VL,2022/10/13 19:16:10.019,S2,E,
114411,VL,2022/10/13 19:16:28.651,E,S2,
114444,VL,2022/10/13 19:19:50.901,S3,E,
114452,VL,2022/10/13 19:20:18.313,E,S2,
114467,MOTO,2022/10/13 19:22:00.498,S2,E,
114471,VL,2022/10/13 19:22:34.534,E,S2,
114487,VL,2022/10/13 19:23:31.619,E,S2,
114502,VL,2022/10/13 19:25:13.296,S2,E,
114546,VL,2022/10/13 19:28:51.400,S2,E,
114553,VL,2022/10/13 19:29:04.932,E,S2,
114559,VL,2022/10/13 19:29:49.300,S2,E,
114563,VL,2022/10/13 19:30:03.699,S2,E,
114634,VL,2022/10/13 19:35:00.165,S3,E,
114665,VL,2022/10/13 19:36:14.965,E,S2,
114707,VL,2022/10/13 19:38:59.365,S2,E,
114709,MOTO,2022/10/13 19:39:00.567,S2,E,
114725,VL,2022/10/13 19:40:16.666,S2,E,
114742,VL,2022/10/13 19:41:54.965,E,S2,
114754,MOTO,2022/10/13 19:43:00.267,S2,E,
114779,VL,2022/10/13 19:44:10.833,E,S2,
115029,UT,2022/10/13 20:02:45.013,S2,E,
124534,VL,2022/10/14 04:04:38.549,E,S2,
124535,VL,2022/10/14 04:42:12.548,S2,E,
124600,VL,2022/10/14 05:49:12.932,E,S2,
124625,MOTO,2022/10/14 05:52:36.066,S2,S1,
124636,VL,2022/10/14 05:54:27.666,E,S1,
124645,VL,2022/10/14 05:55:16.965,E,S2,
124895,VL,2022/10/14 06:17:38.599,E,S2,
125100,VL,2022/10/14 06:47:27.349,E,S2,
125104,VL,2022/10/14 06:49:00.549,E,S2,
125154,VL,2022/10/14 06:52:10.816,E,S1,
125279,UT,2022/10/14 07:09:05.332,E,S2,
125296,PL_1,2022/10/14 07:10:41.334,E,S2,
125297,PL_1,2022/10/14 07:10:47.731,S1,E,
125333,VL,2022/10/14 07:14:02.181,E,S2,
125392,VL,2022/10/14 07:22:06.098,E,S2,
125393,VL,2022/10/14 07:22:34.036,E,S2,
125407,VL,2022/10/14 07:25:42.130,E,S2,
125454,VL,2022/10/14 07:28:08.483,E,S2,
125464,VL,2022/10/14 07:28:29.082,E,S2,
125472,PL_1,2022/10/14 07:29:31.182,S2,S3,
125478,VL,2022/10/14 07:29:41.497,E,S2,
125536,PL_1,2022/10/14 07:31:19.930,E,S2,
125550,VL,2022/10/14 07:31:39.932,E,S2,
125551,VL,2022/10/14 07:31:43.532,S2,E,
125562,VL,2022/10/14 07:31:51.649,E,S2,
125572,VL,2022/10/14 07:33:57.781,E,S2,
125573,VL,2022/10/14 07:33:58.681,E,S2,
125603,VL,2022/10/14 07:35:54.681,E,S1,
125628,VL,2022/10/14 07:37:58.532,E,S2,
125635,VL,2022/10/14 07:38:41.332,E,S2,
125653,VL,2022/10/14 07:39:37.331,E,S2,
125675,VL,2022/10/14 07:40:32.232,E,S2,
125676,VL,2022/10/14 07:40:40.233,E,S3,
125681,VL,2022/10/14 07:41:28.331,E,S2,
125684,VL,2022/10/14 07:42:18.231,E,S2,
125692,VL,2022/10/14 07:42:37.632,E,S2,
125726,PL_1,2022/10/14 07:45:22.432,E,S1,
125735,VELO,2022/10/14 07:45:42.931,E,S2,
125740,VL,2022/10/14 07:46:05.633,E,S2,
125765,VL,2022/10/14 07:47:11.732,E,S2,
125767,VL,2022/10/14 07:47:27.331,E,S2,
125769,VL,2022/10/14 07:47:38.932,E,S2,
125773,VL,2022/10/14 07:47:59.729,E,S2,
125775,VL,2022/10/14 07:48:01.930,E,S2,
125776,VL,2022/10/14 07:48:21.881,S2,E,
125779,VL,2022/10/14 07:48:27.382,E,S2,
125781,VL,2022/10/14 07:48:32.399,E,S2,
125784,VL,2022/10/14 07:48:34.734,E,S2,
125789,VL,2022/10/14 07:49:01.732,E,S2,
125793,VL,2022/10/14 07:49:18.532,E,S2,
125806,VL,2022/10/14 07:49:32.931,E,S2,
125824,VL,2022/10/14 07:49:58.732,E,S2,
125853,VL,2022/10/14 07:50:29.632,S2,E,
125860,VL,2022/10/14 07:50:45.532,E,S2,
125863,VL,2022/10/14 07:50:49.649,E,S2,
125865,VELO,2022/10/14 07:50:59.248,E,S2,
125875,VL,2022/10/14 07:51:15.780,E,S2,
125880,VELO,2022/10/14 07:51:24.382,E,S2,
125883,VL,2022/10/14 07:51:38.580,E,S2,
125891,VL,2022/10/14 07:52:05.280,E,S2,
125895,VL,2022/10/14 07:52:07.581,E,S2,
125896,VL,2022/10/14 07:52:09.481,E,S2,
125897,VL,2022/10/14 07:52:17.082,E,S2,
125918,VL,2022/10/14 07:53:42.283,E,S3,
125932,VL,2022/10/14 07:54:02.082,E,S2,
125933,VL,2022/10/14 07:54:02.982,S2,E,
125940,VL,2022/10/14 07:54:07.180,E,S2,
125942,VL,2022/10/14 07:54:19.983,E,S2,
125945,VL,2022/10/14 07:54:30.231,E,S2,
125948,VL,2022/10/14 07:54:32.132,S2,E,
126011,VL,2022/10/14 07:55:17.232,E,S2,
126014,VL,2022/10/14 07:55:26.833,E,S2,
126017,VL,2022/10/14 07:55:30.284,E,S2,
126034,VL,2022/10/14 07:56:54.982,E,S2,
126076,VL,2022/10/14 07:58:26.883,E,S2,
126080,VL,2022/10/14 07:59:12.084,E,S2,
126084,PL_1,2022/10/14 07:59:28.932,S1,E,
126085,UT,2022/10/14 07:59:35.731,E,S2,
126087,VL,2022/10/14 07:59:38.631,E,S2,
126088,VL,2022/10/14 07:59:41.332,S2,E,
126089,PL_1,2022/10/14 07:59:42.233,S2,S1,
126106,VL,2022/10/14 08:00:15.882,E,S2,
126123,VL,2022/10/14 08:01:03.132,E,S2,
126126,VL,2022/10/14 08:01:20.781,E,S2,
126135,VL,2022/10/14 08:01:30.983,E,S2,
126139,VL,2022/10/14 08:01:33.783,E,S2,
126145,MOTO,2022/10/14 08:01:58.298,E,S2,
126150,VL,2022/10/14 08:02:21.832,S2,S2,demi-tour
126156,VL,2022/10/14 08:02:39.932,E,S2,
126160,VL,2022/10/14 08:03:14.382,E,S3,
126162,VL,2022/10/14 08:03:43.280,S2,E,
126164,VL,2022/10/14 08:04:04.381,S2,E,
126193,VELO,2022/10/14 08:04:35.183,E,S2,
126211,VL,2022/10/14 08:06:19.581,S2,E,
126216,UT,2022/10/14 08:07:33.182,E,S2,
126217,VL,2022/10/14 08:07:44.181,S2,E,
126218,VL,2022/10/14 08:07:50.584,S2,E,
126240,VL,2022/10/14 08:09:30.784,E,S2,
126243,VL,2022/10/14 08:10:13.380,E,S2,
126244,UT,2022/10/14 08:10:28.381,E,S2,
126246,UT,2022/10/14 08:11:15.881,S1,E,
126248,VL,2022/10/14 08:11:21.783,S2,E,
126256,PL_1,2022/10/14 08:11:53.081,S1,E,
126266,UT,2022/10/14 08:12:26.081,E,S2,
126278,VL,2022/10/14 08:14:46.881,E,S3,
126286,VL,2022/10/14 08:15:44.783,E,S3,
126293,VL,2022/10/14 08:16:01.183,E,S3,
126294,VL,2022/10/14 08:16:09.883,E,S2,
126295,UT,2022/10/14 08:16:21.182,S2,E,
126302,VELO,2022/10/14 08:16:54.582,S2,E,
126308,VL,2022/10/14 08:17:28.581,S2,E,
126317,UT,2022/10/14 08:17:51.580,S2,S1,
126349,VELO,2022/10/14 08:18:29.080,E,S2,
126368,VL,2022/10/14 08:19:45.282,S2,S3,
126391,MOTO,2022/10/14 08:22:47.683,E,S1,
126417,VL,2022/10/14 08:23:30.580,S2,E,
126440,VL,2022/10/14 08:27:11.279,E,S2,
126444,VL,2022/10/14 08:27:19.380,E,S2,
126474,PL_1,2022/10/14 08:28:55.581,S2,S2,demi-tour
126479,VL,2022/10/14 08:29:26.981,E,S2,
126484,PL_1,2022/10/14 08:29:37.181,S1,S2,
126486,PL_1,2022/10/14 08:29:46.783,S2,S1,
126487,PL_1,2022/10/14 08:29:51.482,S2,S1,
126503,VL,2022/10/14 08:30:15.982,E,S3,
126506,VL,2022/10/14 08:31:21.180,S2,E,
126507,VL,2022/10/14 08:31:28.383,E,S2,
126508,VL,2022/10/14 08:31:32.281,E,S2,
126509,VL,2022/10/14 08:31:36.883,S2,E,
126512,VELO,2022/10/14 08:32:08.682,E,S2,
126514,VL,2022/10/14 08:32:22.381,E,S2,
126516,VL,2022/10/14 08:33:51.581,E,S2,
126519,VL,2022/10/14 08:34:19.081,E,S3,
126523,VELO,2022/10/14 08:34:34.482,E,S2,
126528,VL,2022/10/14 08:35:38.483,E,S3,
126560,VL,2022/10/14 08:36:29.914,S2,E,
126668,VL,2022/10/14 08:37:44.081,E,S2,
126669,MOTO,2022/10/14 08:37:51.266,S2,S1,
126679,VL,2022/10/14 08:39:20.050,E,S2,
126680,VL,2022/10/14 08:39:41.780,E,S2,
126681,VL,2022/10/14 08:39:53.900,E,S2,
126683,VL,2022/10/14 08:40:42.716,E,S2,
126685,VL,2022/10/14 08:41:00.416,S2,E,
126692,VL,2022/10/14 08:42:31.934,S2,E,
126695,VL,2022/10/14 08:42:36.682,S2,S3,
126697,VL,2022/10/14 08:42:44.833,S2,S3,
126710,VL,2022/10/14 08:43:55.582,S2,E,
126712,UT,2022/10/14 08:44:00.181,S2,E,
126721,VL,2022/10/14 08:45:43.383,E,S2,
126738,VL,2022/10/14 08:48:08.716,E,S3,
126743,VL,2022/10/14 08:48:38.133,E,S2,
126750,VL,2022/10/14 08:48:54.433,E,S2,
126753,VL,2022/10/14 08:49:46.483,E,S2,
126755,VL,2022/10/14 08:50:30.751,E,S2,
126756,VL,2022/10/14 08:50:40.133,E,S2,
126763,VL,2022/10/14 08:52:30.813,E,S2,
126768,VL,2022/10/14 08:53:39.715,E,S2,
126772,MOTO,2022/10/14 08:54:02.285,E,S2,
126774,VL,2022/10/14 08:54:43.884,E,S2,
126777,VL,2022/10/14 08:56:58.513,E,S2,
126780,VL,2022/10/14 08:57:22.813,E,S2,
126781,VL,2022/10/14 08:58:32.281,S2,E,
126782,UT,2022/10/14 08:59:23.251,E,S2,
126783,VL,2022/10/14 09:00:49.065,S2,E,
126785,VL,2022/10/14 09:01:30.183,E,S2,
126788,VL,2022/10/14 09:02:05.401,E,S2,
126802,VELO,2022/10/14 09:07:00.916,S2,E,
126803,VL,2022/10/14 09:07:15.781,E,S2,
126805,VL,2022/10/14 09:07:20.180,E,S2,
126812,VELO,2022/10/14 09:08:02.416,E,S2,
126824,VL,2022/10/14 09:09:01.646,E,S2,
126828,VL,2022/10/14 09:10:20.798,E,S2,
126829,VELO,2022/10/14 09:10:35.449,E,S2,
126839,VL,2022/10/14 09:12:05.781,E,S2,
126843,VL,2022/10/14 09:13:26.667,E,S2,
126850,VL,2022/10/14 09:15:24.548,E,S3,
126861,VL,2022/10/14 09:16:04.085,E,S2,
126862,VL,2022/10/14 09:16:17.900,E,S2,
126864,VL,2022/10/14 09:16:24.649,E,S3,
126874,VL,2022/10/14 09:17:31.716,S2,S2,demi-tour
126878,VL,2022/10/14 09:18:17.750,E,S2,
126909,VELO,2022/10/14 09:19:16.630,E,S2,
126911,VELO,2022/10/14 09:19:19.232,E,S2,
126914,VL,2022/10/14 09:20:09.066,E,S2,
126926,VL,2022/10/14 09:20:51.583,E,S2,
126928,VL,2022/10/14 09:21:10.332,E,S2,
126939,VL,2022/10/14 09:22:04.797,S2,E,
126941,VL,2022/10/14 09:22:11.668,E,S2,
126959,VL,2022/10/14 09:23:56.581,E,S2,
126960,VL,2022/10/14 09:24:15.399,E,S2,
126963,VL,2022/10/14 09:24:24.582,E,S2,
126969,VL,2022/10/14 09:24:38.099,E,S2,
126971,VL,2022/10/14 09:24:41.316,E,S2,
126973,VL,2022/10/14 09:25:19.380,E,S2,
126974,VL,2022/10/14 09:25:42.900,E,S2,
126981,VL,2022/10/14 09:26:04.514,E,S2,
126985,VL,2022/10/14 09:26:18.282,S2,E,
126988,VL,2022/10/14 09:26:45.650,E,S2,
126991,VL,2022/10/14 09:26:52.332,E,S2,
126992,VELO,2022/10/14 09:26:58.017,E,S2,
126999,UT,2022/10/14 09:27:26.899,E,S2,
127005,VL,2022/10/14 09:27:47.219,E,S2,
127007,VL,2022/10/14 09:27:58.518,E,S2,
127008,VL,2022/10/14 09:28:09.648,E,S2,
127009,VELO,2022/10/14 09:28:12.517,E,S2,
127018,VL,2022/10/14 09:29:32.532,E,S2,
127027,VL,2022/10/14 09:30:06.885,E,S2,
127031,VL,2022/10/14 09:30:29.115,S2,E,
127032,VL,2022/10/14 09:30:31.649,S2,E,
127046,VL,2022/10/14 09:31:05.565,S2,E,
127049,VL,2022/10/14 09:31:10.052,E,S2,
127051,VL,2022/10/14 09:31:12.900,S2,E,
127053,VL,2022/10/14 09:31:13.266,E,S2,
127064,VL,2022/10/14 09:31:21.232,E,S2,
127150,VL,2022/10/14 09:32:23.180,E,S2,
127159,VL,2022/10/14 09:32:42.450,E,S2,
127171,VL,2022/10/14 09:32:47.018,E,S2,
127175,VL,2022/10/14 09:32:52.950,S2,S2,demi-tour
127181,VL,2022/10/14 09:33:01.900,S2,E,
127209,VL,2022/10/14 09:33:39.014,S2,E,
127210,VELO,2022/10/14 09:33:47.313,S2,E,
127211,VL,2022/10/14 09:33:48.047,S2,E,
127217,VL,2022/10/14 09:33:55.883,E,S2,
127218,VELO,2022/10/14 09:34:02.284,E,S2,
127222,VL,2022/10/14 09:34:05.832,E,S2,
127225,VL,2022/10/14 09:34:08.716,E,S2,
127244,PL_1,2022/10/14 09:34:50.150,S2,S1,
127245,VL,2022/10/14 09:34:52.400,S2,E,
127247,VL,2022/10/14 09:34:54.899,S2,E,
127257,VL,2022/10/14 09:35:20.565,E,S2,
127258,VL,2022/10/14 09:35:34.147,S2,E,
127270,VL,2022/10/14 09:35:47.031,S2,E,
127280,VL,2022/10/14 09:35:55.347,E,S2,
127292,MOTO,2022/10/14 09:36:16.933,E,S2,
127320,VL,2022/10/14 09:36:55.333,S2,S1,
127334,VL,2022/10/14 09:37:23.149,E,S2,
127425,UT,2022/10/14 09:39:25.419,S1,S2,
127428,VL,2022/10/14 09:39:30.017,E,S3,
127434,UT,2022/10/14 09:39:37.684,S2,E,
127444,VL,2022/10/14 09:39:49.550,E,S3,
127445,VELO,2022/10/14 09:39:52.500,E,S2,
127464,VL,2022/10/14 09:40:58.684,E,S2,
127466,VL,2022/10/14 09:41:49.201,E,S2,
127475,MOTO,2022/10/14 09:42:14.650,E,S2,
127482,VL,2022/10/14 09:42:44.763,E,S2,
127487,VL,2022/10/14 09:42:59.449,E,S2,
127497,VL,2022/10/14 09:43:37.816,S2,E,
127512,VL,2022/10/14 09:44:40.817,E,S2,
127568,PL_1,2022/10/14 09:45:53.785,S1,S2,
127586,MOTO,2022/10/14 09:46:07.167,E,S2,
127615,VL,2022/10/14 09:46:45.350,E,S2,
127626,MOTO,2022/10/14 09:47:40.899,E,S2,
127629,UT,2022/10/14 09:47:48.398,S2,S1,
127655,VL,2022/10/14 09:49:05.316,E,S2,
127663,VL,2022/10/14 09:51:13.750,S2,E,
127673,VELO,2022/10/14 09:51:50.616,E,S2,
127676,VL,2022/10/14 09:51:54.352,S2,E,
127679,VL,2022/10/14 09:52:17.564,E,S1,
127685,VL,2022/10/14 09:53:24.333,E,S2,
127687,VL,2022/10/14 09:54:41.350,S2,E,
127743,VL,2022/10/14 10:01:48.565,E,S2,
127746,VL,2022/10/14 10:02:01.496,E,S2,
127749,MOTO,2022/10/14 10:02:12.218,S2,E,
127751,VL,2022/10/14 10:02:53.851,E,S2,
127760,VL,2022/10/14 10:05:25.348,S2,E,
127782,VL,2022/10/14 10:06:22.200,E,S2,
127787,VL,2022/10/14 10:06:24.667,E,S2,
127834,PL_1,2022/10/14 10:08:33.001,S2,E,
127862,VL,2022/10/14 10:10:47.881,S2,E,
127864,VL,2022/10/14 10:10:52.682,E,S2,
127922,VL,2022/10/14 10:17:06.232,E,S2,
127924,MOTO,2022/10/14 10:17:08.965,E,S2,
127941,VL,2022/10/14 10:18:45.549,E,S2,
127956,VL,2022/10/14 10:22:02.650,E,S2,
128002,UT,2022/10/14 10:29:41.714,S2,E,
128049,VL,2022/10/14 10:30:55.018,E,S2,
128050,VL,2022/10/14 10:31:07.099,E,S2,
128054,VL,2022/10/14 10:31:51.682,S2,E,
128062,UT,2022/10/14 10:33:48.548,S2,E,
128078,UT,2022/10/14 10:36:59.365,E,S2,
128095,VL,2022/10/14 10:38:45.350,S2,E,
128097,VL,2022/10/14 10:39:20.547,E,S3,
128133,VL,2022/10/14 10:43:36.281,S2,E,
128152,VL,2022/10/14 10:44:38.533,E,S2,
128156,VL,2022/10/14 10:45:04.914,S2,E,
128197,VL,2022/10/14 10:47:24.381,E,S2,
128201,VL,2022/10/14 10:47:52.247,E,S2,
128212,VL,2022/10/14 10:52:27.682,E,S2,
128220,VL,2022/10/14 10:53:04.815,E,S2,
128221,VL,2022/10/14 10:53:08.147,E,S2,
128226,VL,2022/10/14 10:53:53.614,E,S2,
128227,VL,2022/10/14 10:55:19.882,E,S2,
128228,VL,2022/10/14 10:55:48.213,E,S2,
128230,VL,2022/10/14 10:56:30.232,E,S2,
128282,VL,2022/10/14 11:02:38.381,E,S2,
128291,VL,2022/10/14 11:03:01.633,E,S2,
128293,VL,2022/10/14 11:04:07.830,E,S3,
128296,VL,2022/10/14 11:04:52.513,E,S2,
128297,VL,2022/10/14 11:05:18.883,E,S2,
128311,VL,2022/10/14 11:06:36.933,E,S2,
128321,VL,2022/10/14 11:07:38.747,S2,S2,demi-tour
128365,VL,2022/10/14 11:10:05.081,E,S2,
128374,MOTO,2022/10/14 11:10:40.681,E,S2,
128390,VL,2022/10/14 11:11:25.715,E,S2,
128391,VL,2022/10/14 11:11:28.580,E,S2,
128413,VL,2022/10/14 11:12:31.499,E,S2,
128438,MOTO,2022/10/14 11:12:58.485,S2,E,
128474,VL,2022/10/14 11:13:37.296,S2,E,
128487,MOTO,2022/10/14 11:13:58.132,E,S2,
128488,VL,2022/10/14 11:14:09.051,E,S2,
128494,VL,2022/10/14 11:14:17.197,S2,E,
128495,MOTO,2022/10/14 11:14:21.665,S2,E,
128529,MOTO,2022/10/14 11:14:37.850,S2,E,
128538,VL,2022/10/14 11:14:48.716,S2,E,
128539,MOTO,2022/10/14 11:15:02.200,S2,E,
128540,VL,2022/10/14 11:15:05.499,E,S2,
128543,VL,2022/10/14 11:15:18.830,E,S2,
128568,VELO,2022/10/14 11:15:50.000,S2,E,
128591,VL,2022/10/14 11:16:10.263,E,S2,
128608,VL,2022/10/14 11:16:24.064,S2,E,
128621,VL,2022/10/14 11:16:42.682,S2,E,
128658,VL,2022/10/14 11:17:08.950,E,S2,
128697,VELO,2022/10/14 11:18:05.050,E,S2,
128716,VL,2022/10/14 11:18:46.597,S2,E,
128744,VELO,2022/10/14 11:19:23.880,S2,E,
128752,VL,2022/10/14 11:19:55.433,E,S2,
128760,VL,2022/10/14 11:20:10.499,S2,S1,
128834,VELO,2022/10/14 11:20:45.133,S2,E,
128847,VL,2022/10/14 11:20:50.081,S2,S1,
128851,VL,2022/10/14 11:20:52.949,E,S2,
128860,VL,2022/10/14 11:21:02.146,E,S2,
128989,UT,2022/10/14 11:22:20.598,S2,E,
129001,PL_1,2022/10/14 11:22:47.897,E,S2,
129003,VL,2022/10/14 11:22:53.633,S2,E,
129008,VL,2022/10/14 11:23:01.481,S2,S1,
129046,VL,2022/10/14 11:23:44.898,S2,E,
129055,VL,2022/10/14 11:23:56.448,E,S2,
129078,VL,2022/10/14 11:24:27.067,E,S2,
129081,VL,2022/10/14 11:24:43.499,E,S2,
129085,VL,2022/10/14 11:24:56.150,E,S2,
129091,VL,2022/10/14 11:25:03.230,S2,E,
129095,VL,2022/10/14 11:25:16.183,E,S2,
129157,VL,2022/10/14 11:27:40.630,E,S2,
129161,VL,2022/10/14 11:27:53.548,E,S2,
129162,VL,2022/10/14 11:28:03.898,S2,E,
129163,MOTO,2022/10/14 11:28:13.099,S2,E,
129173,MOTO,2022/10/14 11:28:44.530,E,S2,
129174,MOTO,2022/10/14 11:28:45.798,E,S2,
129181,VL,2022/10/14 11:29:27.783,E,S2,
129182,VL,2022/10/14 11:29:54.083,E,S2,
129184,VL,2022/10/14 11:29:59.546,E,S2,
129220,MOTO,2022/10/14 11:31:43.918,E,S2,
129222,VL,2022/10/14 11:31:56.968,S2,E,
129225,VL,2022/10/14 11:32:08.481,E,S2,
129226,VL,2022/10/14 11:32:13.431,E,S3,
129228,VELO,2022/10/14 11:32:25.433,S2,E,
129235,VL,2022/10/14 11:33:13.999,S2,E,
129248,VL,2022/10/14 11:34:23.831,E,S2,
129264,VELO,2022/10/14 11:37:29.898,E,S2,
129266,VL,2022/10/14 11:39:36.633,S2,E,
129267,VL,2022/10/14 11:39:58.098,E,S2,
129268,VL,2022/10/14 11:40:17.630,E,S2,
129269,VL,2022/10/14 11:40:23.898,E,S2,
129278,VL,2022/10/14 11:40:56.898,E,S2,
129290,VL,2022/10/14 11:41:38.497,S2,E,
