ID,Catégorie,Horodate,vers sortie,vers entrée
5742,VL,2022/10/12 09:34:48.181,,x
5743,UT,2022/10/12 09:34:51.581,,x
5744,VELO,2022/10/12 09:35:26.401,x,
5753,VL,2022/10/12 09:37:36.781,,x
5755,VELO,2022/10/12 09:38:45.650,,x
5757,VL,2022/10/12 09:41:42.800,,x
5782,VL,2022/10/12 09:44:53.199,x,
5783,BUS,2022/10/12 09:45:15.481,,x
5807,VL,2022/10/12 09:47:01.882,,x
5814,BUS,2022/10/12 09:51:15.400,x,
5815,VL,2022/10/12 09:52:41.783,,x
5900,VL,2022/10/12 09:55:17.033,,x
5901,VL,2022/10/12 09:57:48.100,,x
5902,BUS,2022/10/12 09:59:39.233,,x
5903,VL,2022/10/12 09:59:57.263,,x
5904,VL,2022/10/12 10:02:34.064,x,
5910,VELO,2022/10/12 10:04:33.100,,x
5913,VL,2022/10/12 10:06:17.280,,x
5914,VELO,2022/10/12 10:09:02.081,,x
5915,VL,2022/10/12 10:10:18.147,,x
5923,UT,2022/10/12 10:12:50.797,,x
5938,VELO,2022/10/12 10:21:37.280,x,
5943,VELO,2022/10/12 10:23:24.462,,x
5944,UT,2022/10/12 10:23:50.679,,x
5945,UT,2022/10/12 10:24:05.413,,x
5949,UT,2022/10/12 10:25:16.102,,x
5950,UT,2022/10/12 10:25:21.864,,x
5952,VL,2022/10/12 10:25:56.462,,x
5953,PL_1,2022/10/12 10:26:35.048,x,
5956,VL,2022/10/12 10:27:16.097,,x
5960,VELO,2022/10/12 10:29:19.564,,x
5962,VL,2022/10/12 10:33:12.847,x,
5967,UT,2022/10/12 10:41:09.515,,x
5970,VL,2022/10/12 10:43:28.666,,x
5973,VELO,2022/10/12 10:47:33.882,,x
5975,UT,2022/10/12 10:47:41.615,,x
5981,VL,2022/10/12 10:51:41.815,,x
5983,UT,2022/10/12 10:52:12.214,x,
5988,VL,2022/10/12 10:53:38.666,x,
5991,UT,2022/10/12 10:53:49.281,x,
6002,VL,2022/10/12 10:58:58.950,,x
6008,UT,2022/10/12 11:00:37.449,,x
6009,VL,2022/10/12 11:00:48.781,,x
6013,VL,2022/10/12 11:01:16.616,,x
6016,VL,2022/10/12 11:04:09.563,x,
6017,UT,2022/10/12 11:04:56.146,x,
6020,VL,2022/10/12 11:05:11.482,,x
6021,UT,2022/10/12 11:05:48.814,,x
6025,VL,2022/10/12 11:07:51.963,,x
6026,VELO,2022/10/12 11:08:07.980,x,
6029,VL,2022/10/12 11:08:29.283,,x
6030,VL,2022/10/12 11:09:14.246,,x
6031,VL,2022/10/12 11:09:17.382,,x
6036,VELO,2022/10/12 11:10:23.064,,x
6040,VL,2022/10/12 11:14:18.516,,x
6041,UT,2022/10/12 11:15:31.113,x,
6044,VL,2022/10/12 11:16:01.330,x,
6045,UT,2022/10/12 11:16:33.883,,x
6046,UT,2022/10/12 11:17:26.513,,x
6047,UT,2022/10/12 11:17:28.648,,x
6049,VELO,2022/10/12 11:18:54.966,,x
6050,UT,2022/10/12 11:19:11.679,x,
6053,VELO,2022/10/12 11:19:26.218,,x
6055,VL,2022/10/12 11:19:53.300,x,
6056,VL,2022/10/12 11:21:14.146,,x
6057,VELO,2022/10/12 11:21:39.446,x,
6058,UT,2022/10/12 11:21:41.582,,x
6060,UT,2022/10/12 11:21:48.845,,x
6061,UT,2022/10/12 11:22:22.297,,x
6062,VL,2022/10/12 11:23:36.550,x,
6064,VL,2022/10/12 11:24:48.482,,x
6065,PL_1,2022/10/12 11:25:00.482,,x
6066,VL,2022/10/12 11:25:53.649,x,
6069,VL,2022/10/12 11:27:11.732,,x
6070,UT,2022/10/12 11:27:18.463,,x
6071,UT,2022/10/12 11:27:22.830,,x
6073,UT,2022/10/12 11:27:26.564,,x
6076,VL,2022/10/12 11:27:31.231,,x
6077,VELO,2022/10/12 11:28:03.432,,x
6078,VELO,2022/10/12 11:28:49.950,x,
6080,UT,2022/10/12 11:29:32.866,,x
6081,UT,2022/10/12 11:29:53.612,,x
6086,VL,2022/10/12 11:30:31.549,x,
6087,VL,2022/10/12 11:31:19.883,,x
6088,UT,2022/10/12 11:31:24.530,,x
6091,PL_1,2022/10/12 11:32:32.347,x,
6092,VL,2022/10/12 11:32:34.282,,x
6095,VELO,2022/10/12 11:34:09.880,,x
6100,UT,2022/10/12 11:34:53.230,,x
6101,VL,2022/10/12 11:34:54.764,,x
6102,VELO,2022/10/12 11:36:16.096,x,
6103,VELO,2022/10/12 11:36:16.363,x,
6105,VL,2022/10/12 11:36:20.496,x,
6106,VL,2022/10/12 11:36:56.331,x,
6107,VL,2022/10/12 11:36:58.930,x,
6113,VL,2022/10/12 11:37:03.862,,x
6117,UT,2022/10/12 11:37:22.862,x,
6118,UT,2022/10/12 11:37:26.732,x,
6119,VELO,2022/10/12 11:39:23.263,,x
6120,VL,2022/10/12 11:39:52.549,x,
6127,VL,2022/10/12 11:41:36.783,,x
6128,VL,2022/10/12 11:42:16.679,x,
6131,UT,2022/10/12 11:48:01.882,x,
6133,UT,2022/10/12 11:48:08.730,x,
6135,VL,2022/10/12 11:48:22.714,x,
6136,UT,2022/10/12 11:48:38.648,,x
6138,VL,2022/10/12 11:48:40.981,,x
6139,VL,2022/10/12 11:49:42.366,x,
6140,UT,2022/10/12 11:49:56.700,x,
6142,UT,2022/10/12 11:50:30.780,x,
6143,UT,2022/10/12 11:51:40.033,x,
6149,UT,2022/10/12 11:51:55.765,x,
6150,UT,2022/10/12 11:52:14.434,x,
6153,UT,2022/10/12 11:52:32.050,x,
6154,UT,2022/10/12 11:52:35.714,x,
6155,UT,2022/10/12 11:52:53.982,x,
6156,UT,2022/10/12 11:53:01.714,x,
6163,UT,2022/10/12 11:53:27.582,x,
6166,VL,2022/10/12 11:54:11.532,,x
6167,VL,2022/10/12 11:54:22.949,x,
6168,VL,2022/10/12 11:54:36.280,x,
6170,VL,2022/10/12 11:54:45.414,x,
6191,VL,2022/10/12 11:57:27.480,x,
6202,UT,2022/10/12 11:58:10.862,x,
6214,UT,2022/10/12 11:58:43.866,,x
6215,UT,2022/10/12 11:59:17.449,,x
6223,VL,2022/10/12 12:00:59.331,x,
6256,VL,2022/10/12 12:02:39.780,,x
6260,UT,2022/10/12 12:04:16.314,,x
6288,VELO,2022/10/12 12:06:32.147,,x
6294,UT,2022/10/12 12:06:37.099,x,
6307,UT,2022/10/12 12:08:11.549,x,
6308,VL,2022/10/12 12:09:20.082,x,
6312,VL,2022/10/12 12:09:34.797,,x
6315,VL,2022/10/12 12:09:39.865,,x
6316,VL,2022/10/12 12:09:42.563,,x
6334,VL,2022/10/12 12:10:12.029,x,
6337,UT,2022/10/12 12:10:34.231,,x
6340,VELO,2022/10/12 12:11:28.016,x,
6348,VL,2022/10/12 12:13:18.279,x,
6351,VL,2022/10/12 12:14:36.550,x,
6353,VL,2022/10/12 12:14:41.615,,x
6355,VL,2022/10/12 12:14:43.947,,x
6356,VL,2022/10/12 12:14:58.215,x,
6359,VELO,2022/10/12 12:15:22.449,,x
6365,VL,2022/10/12 12:17:58.183,,x
6374,VL,2022/10/12 12:18:14.033,,x
6377,VL,2022/10/12 12:19:14.114,,x
6380,VL,2022/10/12 12:19:34.182,x,
6384,VELO,2022/10/12 12:20:00.186,,x
6385,VELO,2022/10/12 12:20:00.665,,x
6387,VL,2022/10/12 12:20:01.317,,x
6388,VL,2022/10/12 12:20:32.033,,x
6396,VELO,2022/10/12 12:21:46.233,,x
6398,VL,2022/10/12 12:21:58.850,,x
6414,VL,2022/10/12 12:23:14.000,,x
6423,VL,2022/10/12 12:24:22.963,x,
6426,VELO,2022/10/12 12:24:48.915,x,
6427,VL,2022/10/12 12:24:52.933,x,
6428,VL,2022/10/12 12:24:56.118,,x
6431,VL,2022/10/12 12:25:01.499,,x
6478,VELO,2022/10/12 12:27:42.663,,x
6483,VL,2022/10/12 12:27:57.632,x,
6492,VL,2022/10/12 12:29:01.682,x,
6493,VL,2022/10/12 12:30:49.766,x,
6506,VL,2022/10/12 12:31:51.386,x,
6517,UT,2022/10/12 12:32:18.000,,x
6520,UT,2022/10/12 12:32:34.600,,x
6521,VELO,2022/10/12 12:32:55.464,x,
6522,PL_1,2022/10/12 12:33:05.081,,x
6525,VL,2022/10/12 12:33:52.183,,x
6538,UT,2022/10/12 12:35:28.150,,x
6539,UT,2022/10/12 12:35:40.899,,x
6540,PL_1,2022/10/12 12:35:44.533,,x
6541,VL,2022/10/12 12:35:47.250,,x
6542,VL,2022/10/12 12:36:56.897,x,
6551,VL,2022/10/12 12:37:44.364,,x
6552,VL,2022/10/12 12:37:52.033,x,
6553,VL,2022/10/12 12:38:32.115,x,
6556,VL,2022/10/12 12:38:48.666,x,
6570,VL,2022/10/12 12:39:32.718,,x
6571,VL,2022/10/12 12:39:35.333,,x
6572,UT,2022/10/12 12:39:39.183,,x
6607,VELO,2022/10/12 12:43:12.530,,x
6608,UT,2022/10/12 12:44:24.150,,x
6609,UT,2022/10/12 12:45:20.463,x,
6620,VL,2022/10/12 12:45:53.016,x,
6624,UT,2022/10/12 12:46:02.183,x,
6667,UT,2022/10/12 12:46:40.118,x,
6668,UT,2022/10/12 12:46:43.866,x,
6684,VL,2022/10/12 12:50:56.780,x,
6688,VL,2022/10/12 12:52:34.715,,x
6689,VELO,2022/10/12 12:52:40.899,x,
6692,UT,2022/10/12 12:52:56.899,x,
6695,VL,2022/10/12 12:53:29.434,,x
6696,VELO,2022/10/12 12:54:28.982,x,
6697,MOTO,2022/10/12 12:57:10.533,x,
6698,VL,2022/10/12 12:57:56.650,x,
6699,VL,2022/10/12 12:58:23.783,x,
6700,VL,2022/10/12 12:58:50.066,,x
6711,VL,2022/10/12 12:59:12.881,,x
6713,VL,2022/10/12 13:00:45.683,,x
6722,PL_1,2022/10/12 13:01:52.981,,x
6724,VELO,2022/10/12 13:02:43.798,x,
6735,VELO,2022/10/12 13:03:46.864,x,
6736,VL,2022/10/12 13:06:43.147,,x
6737,VL,2022/10/12 13:06:46.747,x,
6774,UT,2022/10/12 13:08:57.247,,x
6775,VL,2022/10/12 13:08:59.781,,x
6780,VL,2022/10/12 13:13:22.215,x,
6787,VL,2022/10/12 13:16:29.967,,x
6788,VL,2022/10/12 13:17:17.914,x,
6791,MOTO,2022/10/12 13:18:49.218,,x
6792,UT,2022/10/12 13:19:07.315,,x
6793,VL,2022/10/12 13:19:13.114,,x
6794,VL,2022/10/12 13:19:18.566,,x
6795,VL,2022/10/12 13:19:22.915,x,
6796,VL,2022/10/12 13:19:50.064,x,
6797,VL,2022/10/12 13:19:59.147,x,
6798,VL,2022/10/12 13:20:15.278,x,
6799,VL,2022/10/12 13:20:48.498,,x
6800,VL,2022/10/12 13:20:55.484,,x
6805,VL,2022/10/12 13:22:14.699,x,
6806,VELO,2022/10/12 13:23:50.531,,x
6808,VL,2022/10/12 13:23:51.930,,x
6809,VL,2022/10/12 13:25:44.264,x,
6817,UT,2022/10/12 13:26:32.947,x,
6820,PL_1,2022/10/12 13:28:00.513,x,
6822,PL_1,2022/10/12 13:28:03.381,x,
6823,UT,2022/10/12 13:28:04.448,x,
6824,UT,2022/10/12 13:28:23.750,,x
6825,UT,2022/10/12 13:28:53.513,,x
6830,VL,2022/10/12 13:29:46.846,x,
6832,VL,2022/10/12 13:30:25.800,x,
6833,PL_1,2022/10/12 13:30:45.900,x,
6835,UT,2022/10/12 13:31:15.899,x,
6839,PL_1,2022/10/12 13:31:19.169,x,
6856,VL,2022/10/12 13:32:03.547,x,
6858,VL,2022/10/12 13:32:11.412,x,
6861,UT,2022/10/12 13:33:27.397,,x
6862,VL,2022/10/12 13:34:32.949,x,
6863,VELO,2022/10/12 13:35:50.549,x,
6869,VELO,2022/10/12 13:36:22.214,x,
6872,UT,2022/10/12 13:37:03.662,x,
6875,VL,2022/10/12 13:40:56.747,x,
6877,VELO,2022/10/12 13:41:43.147,,x
6915,VL,2022/10/12 13:47:23.768,x,
6919,PL_1,2022/10/12 13:48:44.264,x,
6930,VL,2022/10/12 13:49:55.714,x,
6936,VL,2022/10/12 13:50:48.181,x,
6937,VL,2022/10/12 13:51:07.782,x,
6946,VELO,2022/10/12 13:53:25.063,x,
6947,VL,2022/10/12 13:53:27.798,x,
6956,VELO,2022/10/12 13:54:31.366,,x
6957,VL,2022/10/12 13:54:39.483,x,
6958,VL,2022/10/12 13:55:05.833,x,
6961,VELO,2022/10/12 13:56:16.499,,x
6962,VL,2022/10/12 13:57:03.348,x,
6963,VELO,2022/10/12 13:57:42.432,x,
6980,VL,2022/10/12 14:00:45.049,x,
6982,VL,2022/10/12 14:03:55.681,,x
6983,UT,2022/10/12 14:04:20.082,x,
6989,VELO,2022/10/12 14:05:44.682,,x
6990,VL,2022/10/12 14:06:27.499,x,
6993,UT,2022/10/12 14:07:25.314,x,
7008,VL,2022/10/12 14:07:57.250,,x
7009,VL,2022/10/12 14:10:49.698,,x
7017,VELO,2022/10/12 14:12:01.033,,x
7019,VL,2022/10/12 14:13:06.512,x,
7027,VL,2022/10/12 14:15:33.498,,x
7028,VL,2022/10/12 14:18:24.280,x,
7043,VL,2022/10/12 14:22:55.699,,x
7044,VELO,2022/10/12 14:24:57.546,x,
7046,UT,2022/10/12 14:26:46.835,,x
7064,VL,2022/10/12 14:29:18.565,x,
7065,VELO,2022/10/12 14:33:32.479,,x
7067,UT,2022/10/12 14:34:27.647,x,
7069,VL,2022/10/12 14:34:35.581,,x
7073,VL,2022/10/12 14:34:40.532,,x
7093,PL_1,2022/10/12 14:36:11.099,,x
7097,VL,2022/10/12 14:39:53.014,,x
7103,VL,2022/10/12 14:48:41.614,x,
7104,UT,2022/10/12 14:52:45.482,,x
7105,VL,2022/10/12 14:53:08.313,x,
7107,UT,2022/10/12 14:54:05.466,,x
7108,PL_1,2022/10/12 14:55:30.815,x,
7115,UT,2022/10/12 14:58:16.180,x,
7116,VL,2022/10/12 14:58:20.400,x,
7117,UT,2022/10/12 15:00:26.930,x,
7119,UT,2022/10/12 15:01:35.813,x,
7120,VL,2022/10/12 15:03:08.930,x,
7122,UT,2022/10/12 15:03:48.280,x,
7124,UT,2022/10/12 15:04:25.832,,x
7126,VL,2022/10/12 15:06:00.799,x,
7127,VL,2022/10/12 15:07:16.863,x,
7129,VL,2022/10/12 15:08:25.680,x,
7130,VL,2022/10/12 15:08:34.415,,x
7131,VL,2022/10/12 15:10:36.150,x,
7135,UT,2022/10/12 15:11:32.263,,x
7141,UT,2022/10/12 15:12:51.134,,x
7142,VELO,2022/10/12 15:13:29.498,x,
7146,VL,2022/10/12 15:16:37.330,x,
7147,UT,2022/10/12 15:19:15.001,,x
7167,VL,2022/10/12 15:19:26.914,x,
7180,UT,2022/10/12 15:26:56.413,x,
7182,UT,2022/10/12 15:27:01.213,x,
7184,UT,2022/10/12 15:27:31.416,x,
7185,VL,2022/10/12 15:27:46.147,x,
7188,UT,2022/10/12 15:29:20.482,x,
7189,VELO,2022/10/12 15:29:32.280,x,
7192,VL,2022/10/12 15:29:44.882,x,
7207,UT,2022/10/12 15:32:01.248,x,
7208,VL,2022/10/12 15:32:36.649,x,
7211,UT,2022/10/12 15:32:58.750,x,
7214,VL,2022/10/12 15:33:17.763,x,
7218,UT,2022/10/12 15:33:43.848,,x
7220,VELO,2022/10/12 15:35:31.666,,x
7223,VL,2022/10/12 15:36:15.400,,x
7224,VL,2022/10/12 15:39:16.980,x,
7230,EDPM,2022/10/12 15:44:24.331,x,
7231,VL,2022/10/12 15:45:21.683,x,
7238,UT,2022/10/12 15:50:43.815,x,
7240,VL,2022/10/12 15:51:08.296,x,
7242,UT,2022/10/12 15:51:35.216,x,
7249,VL,2022/10/12 15:54:31.898,,x
7250,VL,2022/10/12 15:55:41.346,x,
7254,UT,2022/10/12 15:56:16.299,x,
7255,VL,2022/10/12 15:57:46.115,,x
7260,UT,2022/10/12 15:59:32.397,x,
7285,UT,2022/10/12 16:05:09.680,x,
7288,VL,2022/10/12 16:07:19.532,x,
7289,VL,2022/10/12 16:07:25.196,x,
7290,UT,2022/10/12 16:07:51.215,x,
7291,VL,2022/10/12 16:08:08.264,x,
7302,VL,2022/10/12 16:11:47.614,x,
7321,VL,2022/10/12 16:13:59.982,x,
7333,UT,2022/10/12 16:18:11.581,x,
7386,UT,2022/10/12 16:22:44.699,x,
7438,VL,2022/10/12 16:23:00.563,x,
7457,VL,2022/10/12 16:23:22.480,x,
7466,UT,2022/10/12 16:24:13.550,x,
7473,BUS,2022/10/12 16:26:12.681,x,
7475,VELO,2022/10/12 16:27:41.813,x,
7477,VL,2022/10/12 16:27:50.880,x,
7498,VL,2022/10/12 16:28:53.698,x,
7500,VL,2022/10/12 16:29:02.349,x,
7519,UT,2022/10/12 16:30:34.215,x,
7521,VL,2022/10/12 16:30:48.782,x,
7522,VL,2022/10/12 16:31:54.100,x,
7525,VL,2022/10/12 16:33:36.564,x,
7535,UT,2022/10/12 16:35:50.999,x,
7544,VELO,2022/10/12 16:36:52.082,x,
7551,VELO,2022/10/12 16:39:17.848,x,
7552,VL,2022/10/12 16:40:05.414,x,
7558,VL,2022/10/12 16:45:20.832,x,
7571,VL,2022/10/12 16:47:31.465,x,
7572,VL,2022/10/12 16:47:53.666,,x
7573,VL,2022/10/12 16:47:54.266,x,
7598,VELO,2022/10/12 16:50:02.247,,x
7603,VL,2022/10/12 16:50:42.234,,x
7608,VELO,2022/10/12 17:03:11.151,x,
7609,VL,2022/10/12 17:06:12.315,x,
7610,VL,2022/10/12 17:07:52.680,x,
7613,EDPM,2022/10/12 17:08:13.347,x,
7615,VELO,2022/10/12 17:08:17.681,x,
7619,VELO,2022/10/12 17:10:21.412,x,
7620,VL,2022/10/12 17:12:01.216,x,
7621,VL,2022/10/12 17:12:04.748,x,
7623,VL,2022/10/12 17:16:16.099,x,
7624,VL,2022/10/12 17:17:14.546,x,
7625,VL,2022/10/12 17:18:17.813,x,
7631,VELO,2022/10/12 17:18:54.833,x,
7632,VL,2022/10/12 17:19:15.881,x,
7635,VL,2022/10/12 17:22:04.033,x,
7637,VELO,2022/10/12 17:22:29.581,x,
7638,VELO,2022/10/12 17:24:04.732,x,
7644,VL,2022/10/12 17:26:00.847,x,
7646,VL,2022/10/12 17:26:22.714,,x
7661,VL,2022/10/12 17:28:37.250,x,
7673,VL,2022/10/12 17:29:58.117,x,
7682,VELO,2022/10/12 17:31:21.414,x,
7690,VL,2022/10/12 17:33:17.033,x,
7699,VL,2022/10/12 17:34:17.931,x,
7700,VELO,2022/10/12 17:34:52.296,x,
7702,VELO,2022/10/12 17:35:17.998,x,
7703,VELO,2022/10/12 17:37:03.366,x,
7708,VL,2022/10/12 17:37:57.699,x,
7709,VELO,2022/10/12 17:38:02.082,x,
7710,VELO,2022/10/12 17:38:38.312,x,
7724,VL,2022/10/12 17:46:27.000,x,
7725,VELO,2022/10/12 17:47:26.915,x,
7726,VL,2022/10/12 17:47:31.500,x,
7731,VL,2022/10/12 17:49:39.801,x,
7732,VELO,2022/10/12 17:50:27.815,x,
7733,VL,2022/10/12 17:50:38.115,x,
7741,VELO,2022/10/12 17:52:34.100,,x
7744,UT,2022/10/12 17:52:57.200,x,
7745,VL,2022/10/12 17:53:43.901,x,
7746,VELO,2022/10/12 17:54:50.116,x,
7747,VL,2022/10/12 17:54:54.302,x,
7750,VL,2022/10/12 17:55:30.114,x,
7752,VL,2022/10/12 17:55:30.515,,x
7754,VELO,2022/10/12 17:59:08.702,x,
7758,VL,2022/10/12 18:00:45.415,,x
7760,VL,2022/10/12 18:00:49.902,,x
7764,VELO,2022/10/12 18:01:41.116,x,
7766,MOTO,2022/10/12 18:02:41.216,x,
7767,VL,2022/10/12 18:04:54.414,x,
7773,VELO,2022/10/12 18:06:18.113,x,
7776,VELO,2022/10/12 18:07:17.315,x,
7777,VELO,2022/10/12 18:08:48.516,x,
7778,VL,2022/10/12 18:08:50.900,x,
7779,VELO,2022/10/12 18:10:09.702,x,
7780,VL,2022/10/12 18:10:28.915,x,
7781,VELO,2022/10/12 18:10:40.000,x,
7783,VELO,2022/10/12 18:12:04.700,x,
7785,VL,2022/10/12 18:12:17.800,x,
7786,VL,2022/10/12 18:12:55.103,x,
7788,VELO,2022/10/12 18:13:03.400,x,
7791,VL,2022/10/12 18:13:37.700,x,
7797,VL,2022/10/12 18:19:03.617,x,
7798,VL,2022/10/12 18:20:09.301,x,
7800,VL,2022/10/12 18:22:04.102,,x
7801,VELO,2022/10/12 18:24:10.801,,x
7802,VL,2022/10/12 18:24:11.301,x,
7805,VELO,2022/10/12 18:24:59.303,x,
7807,VL,2022/10/12 18:26:08.715,x,
7810,VL,2022/10/12 18:26:15.300,x,
7811,VL,2022/10/12 18:26:47.515,,x
7812,VELO,2022/10/12 18:28:36.217,x,
7813,VL,2022/10/12 18:28:49.601,x,
7817,VL,2022/10/12 18:30:23.716,x,
7818,MOTO,2022/10/12 18:32:13.301,x,
7819,VL,2022/10/12 18:33:12.115,x,
7822,VELO,2022/10/12 18:36:55.000,x,
7840,VELO,2022/10/12 18:40:27.400,,x
7841,VL,2022/10/12 18:42:10.214,x,
7842,VL,2022/10/12 18:42:49.714,x,
7843,VL,2022/10/12 18:44:15.501,x,
7846,VL,2022/10/12 18:47:58.902,x,
7847,VL,2022/10/12 18:49:20.113,x,
7848,VL,2022/10/12 18:49:56.800,x,
7852,VL,2022/10/12 18:52:51.417,x,
7853,VL,2022/10/12 18:54:02.014,x,
7855,VL,2022/10/12 18:54:51.917,x,
7856,VL,2022/10/12 18:56:25.716,x,
7857,UT,2022/10/12 18:56:42.015,,x
7858,VL,2022/10/12 18:56:47.301,x,
7860,VELO,2022/10/12 18:57:56.403,x,
7862,VELO,2022/10/12 19:00:08.301,x,
7864,VL,2022/10/12 19:00:31.902,x,
7867,VL,2022/10/12 19:00:37.714,,x
7868,VL,2022/10/12 19:02:21.515,x,
7869,VL,2022/10/12 19:03:28.315,x,
7870,VL,2022/10/12 19:03:46.514,x,
7880,VELO,2022/10/12 19:05:35.414,x,
7882,VL,2022/10/12 19:08:41.415,x,
7885,VL,2022/10/12 19:16:17.815,x,
7886,VELO,2022/10/12 19:16:20.417,x,
7895,VL,2022/10/12 19:17:17.214,x,
7909,EDPM,2022/10/12 19:17:26.717,x,
8010,UT,2022/10/12 19:24:38.916,,x
8011,UT,2022/10/12 19:24:41.415,,x
8012,VL,2022/10/12 19:31:21.816,,x
8013,VL,2022/10/12 19:36:51.716,,x
8015,UT,2022/10/12 19:41:46.916,,x
8030,VL,2022/10/12 19:47:33.016,x,
8035,VELO,2022/10/12 19:50:50.916,x,
8036,VL,2022/10/12 19:51:11.518,x,
8038,VL,2022/10/12 19:51:23.516,x,
8040,VL,2022/10/12 19:54:04.117,x,
8053,VELO,2022/10/12 19:58:46.016,x,
8057,VL,2022/10/12 20:06:46.617,x,
8058,VELO,2022/10/12 20:07:05.317,x,
8060,VL,2022/10/12 20:17:39.116,x,
8064,VL,2022/10/12 20:18:23.716,x,
8067,VL,2022/10/12 21:49:44.315,,x
8072,VL,2022/10/12 22:36:24.316,x,
8102,VL,2022/10/13 06:34:38.200,,x
8106,PL_1,2022/10/13 06:38:08.283,x,
8118,VELO,2022/10/13 07:02:44.734,,x
8122,UT,2022/10/13 07:02:48.898,,x
8129,VELO,2022/10/13 07:15:04.265,,x
8131,VL,2022/10/13 07:22:20.432,x,
8153,VL,2022/10/13 07:30:48.632,,x
8158,VL,2022/10/13 07:39:30.533,,x
8159,UT,2022/10/13 07:39:58.264,,x
8160,VL,2022/10/13 07:40:41.898,,x
8164,VL,2022/10/13 07:40:46.799,,x
8165,VL,2022/10/13 07:41:13.733,x,
8167,VL,2022/10/13 07:42:53.533,x,
8170,VL,2022/10/13 07:43:01.166,x,
8357,VL,2022/10/13 07:45:26.266,,x
8390,VL,2022/10/13 07:46:41.433,,x
8399,VL,2022/10/13 07:48:06.100,,x
8414,VELO,2022/10/13 07:52:32.264,,x
8415,VL,2022/10/13 07:53:14.632,,x
8416,UT,2022/10/13 07:55:21.534,,x
8417,UT,2022/10/13 07:55:42.100,,x
8419,VL,2022/10/13 07:55:47.550,,x
8423,UT,2022/10/13 07:57:28.183,,x
8425,VL,2022/10/13 07:58:59.616,,x
8426,UT,2022/10/13 07:59:43.249,,x
8434,VELO,2022/10/13 08:00:47.881,,x
8438,VELO,2022/10/13 08:02:49.183,,x
8447,UT,2022/10/13 08:04:00.165,x,
8449,VL,2022/10/13 08:04:10.046,,x
8450,VL,2022/10/13 08:04:19.849,,x
8455,VELO,2022/10/13 08:06:44.249,x,
8457,VL,2022/10/13 08:06:52.583,,x
8460,UT,2022/10/13 08:07:58.384,,x
8464,VL,2022/10/13 08:09:33.399,,x
8471,UT,2022/10/13 08:10:19.433,,x
8472,UT,2022/10/13 08:11:17.881,,x
8476,UT,2022/10/13 08:13:54.216,x,
8479,VL,2022/10/13 08:13:58.951,,x
8480,VL,2022/10/13 08:14:01.882,,x
8481,UT,2022/10/13 08:15:03.849,,x
8482,UT,2022/10/13 08:15:08.580,x,
8491,VL,2022/10/13 08:16:16.984,,x
8492,VL,2022/10/13 08:16:45.633,x,
8493,VL,2022/10/13 08:17:24.500,,x
8494,VL,2022/10/13 08:18:12.665,,x
8497,VELO,2022/10/13 08:19:49.716,,x
8499,VL,2022/10/13 08:21:46.299,,x
8500,PL_1,2022/10/13 08:22:38.698,x,
8506,VL,2022/10/13 08:23:23.850,,x
8509,VELO,2022/10/13 08:23:45.967,,x
8511,VL,2022/10/13 08:24:10.382,,x
8512,VL,2022/10/13 08:24:29.801,x,
8513,VL,2022/10/13 08:24:32.665,x,
8518,VL,2022/10/13 08:25:01.715,,x
8520,VL,2022/10/13 08:25:16.749,,x
8521,VL,2022/10/13 08:26:28.898,,x
8522,VL,2022/10/13 08:27:10.698,,x
8523,VL,2022/10/13 08:27:13.150,,x
8529,UT,2022/10/13 08:27:44.898,,x
8531,VL,2022/10/13 08:27:48.168,x,
8534,VL,2022/10/13 08:28:05.717,,x
8536,VL,2022/10/13 08:28:11.767,x,
8542,VL,2022/10/13 08:28:22.616,,x
8546,VL,2022/10/13 08:29:00.749,,x
8547,VELO,2022/10/13 08:29:31.347,,x
8549,UT,2022/10/13 08:29:50.047,x,
8550,VL,2022/10/13 08:30:16.585,,x
8551,VL,2022/10/13 08:30:17.068,,x
8556,VELO,2022/10/13 08:30:24.418,,x
8557,VELO,2022/10/13 08:30:40.817,,x
8559,VL,2022/10/13 08:31:19.282,,x
8561,VL,2022/10/13 08:31:36.013,,x
8562,VL,2022/10/13 08:32:15.849,,x
8567,VELO,2022/10/13 08:33:38.699,,x
8579,VL,2022/10/13 08:37:11.184,,x
8582,VL,2022/10/13 08:37:29.633,,x
8585,VL,2022/10/13 08:38:01.232,,x
8590,EDPM,2022/10/13 08:39:15.280,,x
8593,VELO,2022/10/13 08:39:41.717,,x
8597,EDPM,2022/10/13 08:39:42.784,,x
8598,VL,2022/10/13 08:39:58.533,,x
8599,VL,2022/10/13 08:41:15.349,x,
8602,VL,2022/10/13 08:41:40.415,,x
8604,UT,2022/10/13 08:41:58.533,,x
8605,VELO,2022/10/13 08:41:58.699,,x
8606,VELO,2022/10/13 08:42:02.216,,x
8610,VELO,2022/10/13 08:42:06.950,,x
8611,MOTO,2022/10/13 08:42:07.601,,x
8612,VELO,2022/10/13 08:42:12.980,,x
8617,VELO,2022/10/13 08:43:36.735,,x
8619,VL,2022/10/13 08:44:13.965,,x
8620,VELO,2022/10/13 08:44:53.149,,x
8623,VL,2022/10/13 08:44:58.049,,x
8624,VL,2022/10/13 08:45:11.199,,x
8625,UT,2022/10/13 08:46:12.583,,x
8626,UT,2022/10/13 08:46:14.613,,x
8627,VELO,2022/10/13 08:46:18.864,,x
