ID,Catégorie,Horodate,vers sortie,vers entrée
19782,UT,2022/10/19 09:49:40.580,,x
19787,VL,2022/10/19 09:50:38.298,,x
19788,VL,2022/10/19 09:52:20.248,,x
19789,UT,2022/10/19 09:52:50.781,x,
19793,UT,2022/10/19 09:57:22.866,x,
19795,UT,2022/10/19 09:57:49.234,,x
19796,VL,2022/10/19 09:58:04.666,,x
19800,VL,2022/10/19 09:59:44.415,,x
19801,VL,2022/10/19 10:00:58.547,,x
19803,VELO,2022/10/19 10:01:26.299,x,
19804,VL,2022/10/19 10:01:28.167,,x
19812,VL,2022/10/19 10:02:49.881,,x
19814,UT,2022/10/19 10:03:17.148,,x
19816,UT,2022/10/19 10:03:37.731,,x
19819,VELO,2022/10/19 10:03:48.166,,x
19823,VL,2022/10/19 10:04:37.231,,x
19824,VELO,2022/10/19 10:04:53.398,,x
19826,VL,2022/10/19 10:07:02.417,,x
19831,VL,2022/10/19 10:10:07.052,x,
19838,VL,2022/10/19 10:10:51.366,,x
19839,UT,2022/10/19 10:12:24.415,x,
19841,VL,2022/10/19 10:14:04.732,,x
19842,VELO,2022/10/19 10:14:16.917,,x
19843,UT,2022/10/19 10:14:25.250,,x
19849,UT,2022/10/19 10:19:13.800,,x
19850,VL,2022/10/19 10:19:17.333,,x
19851,VL,2022/10/19 10:20:55.383,,x
19853,UT,2022/10/19 10:21:09.083,,x
19854,VL,2022/10/19 10:21:26.417,x,
19856,UT,2022/10/19 10:23:01.600,x,
19863,VL,2022/10/19 10:26:46.849,,x
19870,VELO,2022/10/19 10:28:12.417,,x
19871,UT,2022/10/19 10:28:38.431,x,
19872,UT,2022/10/19 10:29:09.298,,x
19873,VL,2022/10/19 10:31:52.532,x,
19876,UT,2022/10/19 10:32:39.698,x,
19882,VELO,2022/10/19 10:33:13.950,,x
19883,VL,2022/10/19 10:34:07.116,x,
19889,UT,2022/10/19 10:35:48.400,x,
19890,VELO,2022/10/19 10:36:57.033,,x
19891,VL,2022/10/19 10:39:05.767,x,
19893,VELO,2022/10/19 10:39:51.215,,x
19895,VL,2022/10/19 10:41:52.983,,x
19900,VL,2022/10/19 10:42:55.250,x,
19901,MOTO,2022/10/19 10:42:57.699,x,
19903,VL,2022/10/19 10:46:21.932,,x
19904,VL,2022/10/19 10:47:51.533,,x
19905,VL,2022/10/19 10:48:18.815,x,
19909,VL,2022/10/19 10:50:43.467,,x
19910,VL,2022/10/19 10:50:49.699,,x
19911,VL,2022/10/19 10:53:15.533,,x
19912,VL,2022/10/19 10:53:24.883,x,
19915,VELO,2022/10/19 10:55:41.100,,x
19916,VL,2022/10/19 10:57:57.332,,x
19918,VL,2022/10/19 10:58:06.732,,x
19920,UT,2022/10/19 10:59:01.450,,x
19921,VL,2022/10/19 10:59:57.183,x,
19923,MOTO,2022/10/19 11:01:15.182,,x
19929,UT,2022/10/19 11:07:17.233,,x
19931,PL_1,2022/10/19 11:08:04.549,,x
19932,UT,2022/10/19 11:12:07.168,,x
19933,VL,2022/10/19 11:13:26.950,x,
19934,VL,2022/10/19 11:14:43.834,x,
19935,UT,2022/10/19 11:14:49.269,,x
19936,VL,2022/10/19 11:15:13.451,x,
19939,PL_1,2022/10/19 11:15:43.533,x,
19940,UT,2022/10/19 11:16:13.582,x,
19944,VL,2022/10/19 11:18:46.732,x,
19945,UT,2022/10/19 11:20:35.248,,x
19949,UT,2022/10/19 11:21:01.566,,x
19950,UT,2022/10/19 11:22:02.617,,x
19953,UT,2022/10/19 11:22:59.899,,x
19954,VL,2022/10/19 11:23:05.530,,x
19955,VL,2022/10/19 11:23:35.350,,x
19956,UT,2022/10/19 11:23:49.749,x,
19958,VL,2022/10/19 11:24:13.183,x,
19959,VELO,2022/10/19 11:24:34.932,,x
19960,VL,2022/10/19 11:25:05.033,x,
19962,UT,2022/10/19 11:25:23.915,,x
19963,VL,2022/10/19 11:25:59.799,x,
19964,UT,2022/10/19 11:26:18.665,,x
19965,UT,2022/10/19 11:26:45.949,,x
19966,VELO,2022/10/19 11:27:38.399,,x
19967,VL,2022/10/19 11:28:03.500,,x
19968,VL,2022/10/19 11:28:05.883,,x
19970,VELO,2022/10/19 11:28:24.650,x,
19972,VL,2022/10/19 11:29:19.183,,x
19973,UT,2022/10/19 11:30:37.450,,x
19974,UT,2022/10/19 11:30:53.351,,x
19977,UT,2022/10/19 11:31:59.617,,x
19981,UT,2022/10/19 11:32:39.265,x,
19991,VL,2022/10/19 11:33:31.199,,x
19992,VL,2022/10/19 11:34:25.533,x,
19993,VL,2022/10/19 11:34:29.797,x,
19995,VL,2022/10/19 11:34:32.063,,x
20000,UT,2022/10/19 11:35:25.883,x,
20002,VL,2022/10/19 11:36:29.349,x,
20004,VL,2022/10/19 11:38:00.533,,x
20008,VELO,2022/10/19 11:39:32.214,,x
20011,VL,2022/10/19 11:40:30.682,x,
20012,VL,2022/10/19 11:41:04.715,,x
20018,UT,2022/10/19 11:42:18.034,,x
20023,VL,2022/10/19 11:43:22.715,,x
20024,PL_1,2022/10/19 11:44:03.899,x,
20026,MOTO,2022/10/19 11:45:04.185,x,
20027,VL,2022/10/19 11:45:53.649,x,
20031,PL_1,2022/10/19 11:46:48.217,x,
20032,VL,2022/10/19 11:46:55.318,x,
20034,VL,2022/10/19 11:47:27.016,x,
20042,VELO,2022/10/19 11:48:04.833,,x
20043,VL,2022/10/19 11:48:04.950,,x
20046,VELO,2022/10/19 11:48:24.016,,x
20047,VELO,2022/10/19 11:48:33.100,x,
20050,UT,2022/10/19 11:49:07.297,,x
20061,VL,2022/10/19 11:52:56.166,x,
20062,VL,2022/10/19 11:52:59.764,x,
20063,VL,2022/10/19 11:53:14.033,x,
20064,UT,2022/10/19 11:53:15.899,x,
20067,UT,2022/10/19 11:53:25.550,x,
20068,VL,2022/10/19 11:53:28.033,x,
20075,VL,2022/10/19 11:54:01.767,x,
20076,VELO,2022/10/19 11:54:08.332,x,
20080,UT,2022/10/19 11:54:22.533,,x
20081,UT,2022/10/19 11:54:51.331,x,
20083,VL,2022/10/19 11:54:57.600,,x
20085,VL,2022/10/19 11:55:00.498,,x
20092,UT,2022/10/19 11:56:31.999,x,
20096,VL,2022/10/19 11:56:53.149,x,
20099,UT,2022/10/19 11:57:07.681,x,
20101,UT,2022/10/19 11:57:17.400,x,
20102,VL,2022/10/19 11:57:49.398,x,
20103,UT,2022/10/19 11:58:19.400,x,
20104,UT,2022/10/19 11:59:38.116,x,
20105,UT,2022/10/19 11:59:42.600,x,
20110,VELO,2022/10/19 12:00:49.452,,x
20112,UT,2022/10/19 12:00:57.684,x,
20139,UT,2022/10/19 12:02:10.446,,x
20140,UT,2022/10/19 12:02:45.333,x,
20141,UT,2022/10/19 12:03:01.430,x,
20164,VL,2022/10/19 12:04:28.632,,x
20165,VL,2022/10/19 12:04:32.099,,x
20166,VL,2022/10/19 12:05:01.915,x,
20169,UT,2022/10/19 12:05:35.381,,x
20173,UT,2022/10/19 12:05:46.599,x,
20179,VL,2022/10/19 12:06:30.866,x,
20180,VELO,2022/10/19 12:06:40.947,,x
20182,UT,2022/10/19 12:07:03.850,x,
20183,VL,2022/10/19 12:07:09.918,x,
20184,VL,2022/10/19 12:07:12.483,x,
20186,VL,2022/10/19 12:07:18.432,x,
20191,VL,2022/10/19 12:08:23.716,x,
20194,UT,2022/10/19 12:08:32.300,x,
20198,VL,2022/10/19 12:09:38.349,x,
20223,VL,2022/10/19 12:10:45.332,x,
20228,VL,2022/10/19 12:11:49.899,x,
20229,VELO,2022/10/19 12:11:54.100,,x
20230,VL,2022/10/19 12:12:03.131,,x
20233,VL,2022/10/19 12:13:07.950,x,
20235,VL,2022/10/19 12:13:09.833,,x
20239,VL,2022/10/19 12:13:14.483,,x
20240,VL,2022/10/19 12:14:11.565,,x
20242,VL,2022/10/19 12:14:30.766,,x
20243,MOTO,2022/10/19 12:15:15.651,,x
20244,VL,2022/10/19 12:15:31.117,x,
20247,VELO,2022/10/19 12:15:52.950,x,
20259,UT,2022/10/19 12:16:48.397,,x
20262,VL,2022/10/19 12:16:49.732,x,
20283,PL_1,2022/10/19 12:18:38.549,,x
20285,VL,2022/10/19 12:18:41.033,,x
20286,VL,2022/10/19 12:19:14.052,,x
20291,VELO,2022/10/19 12:19:44.516,x,
20307,VL,2022/10/19 12:21:29.964,x,
20310,PL_1,2022/10/19 12:21:56.582,,x
20323,VL,2022/10/19 12:23:15.718,,x
20329,VELO,2022/10/19 12:23:29.850,x,
20336,VL,2022/10/19 12:24:03.316,,x
20338,UT,2022/10/19 12:24:07.850,x,
20339,VELO,2022/10/19 12:24:10.350,x,
20343,VL,2022/10/19 12:25:12.583,,x
20350,VL,2022/10/19 12:25:38.932,,x
20371,VL,2022/10/19 12:27:49.879,,x
20372,VL,2022/10/19 12:28:30.848,x,
20387,VELO,2022/10/19 12:30:32.847,x,
20389,VELO,2022/10/19 12:30:42.100,,x
20397,VL,2022/10/19 12:31:28.282,,x
20398,VL,2022/10/19 12:31:46.450,,x
20399,VL,2022/10/19 12:31:58.150,x,
20400,VL,2022/10/19 12:32:01.414,x,
20401,VELO,2022/10/19 12:32:04.683,x,
20406,VL,2022/10/19 12:32:52.133,x,
20412,VL,2022/10/19 12:33:13.731,x,
20417,PL_1,2022/10/19 12:33:51.783,x,
20420,VL,2022/10/19 12:34:04.300,x,
20427,VL,2022/10/19 12:34:37.051,x,
20445,VL,2022/10/19 12:35:20.798,x,
20447,VL,2022/10/19 12:36:20.450,x,
20454,VL,2022/10/19 12:36:46.584,,x
20455,VELO,2022/10/19 12:37:04.518,,x
20458,VL,2022/10/19 12:37:33.167,,x
20468,UT,2022/10/19 12:38:26.030,,x
20469,VL,2022/10/19 12:38:47.249,,x
20473,VL,2022/10/19 12:38:56.133,,x
20474,VL,2022/10/19 12:39:14.349,x,
20475,VL,2022/10/19 12:39:25.999,x,
20478,VL,2022/10/19 12:40:20.767,,x
20479,VELO,2022/10/19 12:41:55.183,x,
20483,UT,2022/10/19 12:42:52.730,,x
20487,UT,2022/10/19 12:43:44.966,x,
20495,VL,2022/10/19 12:44:01.450,x,
20498,VL,2022/10/19 12:44:09.450,,x
20502,VL,2022/10/19 12:44:39.550,,x
20504,UT,2022/10/19 12:44:42.433,x,
20510,UT,2022/10/19 12:44:59.599,x,
20516,VL,2022/10/19 12:45:06.233,x,
20546,UT,2022/10/19 12:48:08.700,,x
20563,VL,2022/10/19 12:49:36.097,x,
20564,VL,2022/10/19 12:49:47.595,x,
20610,VL,2022/10/19 12:52:33.981,x,
20611,VL,2022/10/19 12:53:00.365,x,
20612,VL,2022/10/19 12:53:03.499,x,
20615,PL_1,2022/10/19 12:53:17.366,x,
20616,VL,2022/10/19 12:54:48.052,,x
20618,UT,2022/10/19 12:55:19.098,,x
20631,VELO,2022/10/19 12:56:22.699,x,
20649,UT,2022/10/19 12:57:02.915,x,
20655,VL,2022/10/19 12:58:08.665,,x
20659,VL,2022/10/19 12:58:54.697,x,
20661,VL,2022/10/19 12:58:59.564,,x
20669,VL,2022/10/19 12:59:42.617,,x
20670,VELO,2022/10/19 12:59:54.233,x,
20682,UT,2022/10/19 13:00:51.350,,x
20686,UT,2022/10/19 13:01:12.516,,x
20689,VL,2022/10/19 13:02:32.131,,x
20691,VELO,2022/10/19 13:02:59.633,x,
20692,VL,2022/10/19 13:03:41.129,x,
20699,VL,2022/10/19 13:06:01.530,,x
20700,VL,2022/10/19 13:06:04.463,x,
20703,VL,2022/10/19 13:06:19.998,,x
20710,VL,2022/10/19 13:09:50.848,x,
20713,VELO,2022/10/19 13:10:45.930,x,
20720,VELO,2022/10/19 13:11:31.081,,x
20724,VL,2022/10/19 13:11:55.930,,x
20726,VL,2022/10/19 13:12:03.931,,x
20728,VL,2022/10/19 13:12:12.798,x,
20746,VELO,2022/10/19 13:15:04.763,,x
20747,VL,2022/10/19 13:15:48.280,x,
20748,VL,2022/10/19 13:16:14.681,,x
20754,VL,2022/10/19 13:17:38.483,x,
20755,VL,2022/10/19 13:18:08.746,x,
20757,VL,2022/10/19 13:19:22.064,,x
20758,VELO,2022/10/19 13:19:26.399,,x
20760,VL,2022/10/19 13:19:50.981,x,
20763,VELO,2022/10/19 13:19:59.014,x,
20765,VL,2022/10/19 13:20:04.615,x,
20769,VL,2022/10/19 13:22:21.948,,x
20771,VL,2022/10/19 13:24:56.298,x,
20778,MOTO,2022/10/19 13:26:57.463,,x
20780,UT,2022/10/19 13:29:26.330,,x
20783,UT,2022/10/19 13:29:51.063,x,
20784,UT,2022/10/19 13:29:54.465,x,
20787,VELO,2022/10/19 13:30:36.548,,x
20788,PL_1,2022/10/19 13:30:57.862,x,
20795,MOTO,2022/10/19 13:33:13.999,,x
20796,UT,2022/10/19 13:33:30.697,,x
20797,VL,2022/10/19 13:33:48.797,,x
20800,VL,2022/10/19 13:34:16.599,x,
20806,VELO,2022/10/19 13:34:49.347,,x
20808,VL,2022/10/19 13:35:02.547,,x
20810,VL,2022/10/19 13:35:05.612,,x
20812,VL,2022/10/19 13:35:29.797,,x
20814,VL,2022/10/19 13:35:34.398,,x
20816,VL,2022/10/19 13:35:47.366,,x
20817,VL,2022/10/19 13:37:02.349,x,
20822,VL,2022/10/19 13:39:49.832,,x
20823,UT,2022/10/19 13:39:53.050,,x
20824,VL,2022/10/19 13:39:58.750,x,
20830,VL,2022/10/19 13:41:58.132,x,
20831,VELO,2022/10/19 13:42:35.500,x,
20834,VL,2022/10/19 13:43:08.982,,x
20835,VL,2022/10/19 13:43:45.713,,x
20836,VL,2022/10/19 13:45:20.850,x,
20851,VL,2022/10/19 13:48:56.081,,x
20852,VL,2022/10/19 13:49:43.948,x,
20854,VELO,2022/10/19 13:50:32.830,x,
20855,VL,2022/10/19 13:51:28.799,,x
20858,VL,2022/10/19 13:52:05.483,x,
20859,VL,2022/10/19 13:52:43.263,,x
20864,MOTO,2022/10/19 13:52:55.463,,x
20866,VL,2022/10/19 13:53:19.666,,x
20868,VELO,2022/10/19 13:55:24.998,,x
20871,VL,2022/10/19 13:57:12.850,x,
20872,VL,2022/10/19 13:58:03.414,,x
20874,UT,2022/10/19 13:59:08.713,x,
20893,VL,2022/10/19 14:01:38.633,,x
20894,VL,2022/10/19 14:01:42.465,,x
20895,VL,2022/10/19 14:01:42.798,x,
20897,VL,2022/10/19 14:02:02.999,x,
20898,VL,2022/10/19 14:02:31.530,,x
20899,VL,2022/10/19 14:03:06.164,x,
20900,VL,2022/10/19 14:04:26.081,x,
20907,VELO,2022/10/19 14:05:09.080,,x
20911,UT,2022/10/19 14:07:36.181,,x
20912,UT,2022/10/19 14:08:55.415,x,
20913,PL_1,2022/10/19 14:09:19.598,,x
20914,VL,2022/10/19 14:11:52.930,,x
20924,PL_1,2022/10/19 14:14:54.316,x,
20925,VL,2022/10/19 14:16:00.200,x,
20926,UT,2022/10/19 14:18:08.250,,x
20930,VL,2022/10/19 14:21:38.033,x,
20931,VL,2022/10/19 14:24:17.431,,x
20932,UT,2022/10/19 14:25:20.583,x,
20933,VL,2022/10/19 14:26:09.366,,x
20935,VELO,2022/10/19 14:26:13.049,x,
20937,VL,2022/10/19 14:27:36.816,x,
20939,VL,2022/10/19 14:28:26.481,,x
20943,VL,2022/10/19 14:29:55.050,x,
20946,VL,2022/10/19 14:30:50.781,x,
20947,VL,2022/10/19 14:31:01.913,x,
20948,VELO,2022/10/19 14:31:12.515,,x
20953,VL,2022/10/19 14:35:08.331,x,
20959,UT,2022/10/19 14:41:31.148,,x
20968,PL_1,2022/10/19 14:43:38.201,,x
20969,UT,2022/10/19 14:44:26.180,,x
20970,VELO,2022/10/19 14:45:45.998,x,
20972,PL_1,2022/10/19 14:48:05.765,x,
20974,VELO,2022/10/19 14:51:11.213,,x
20980,VL,2022/10/19 14:52:14.413,,x
20981,VL,2022/10/19 14:52:25.350,x,
20985,PL_1,2022/10/19 14:53:40.183,,x
20987,VELO,2022/10/19 14:56:17.597,,x
20990,VELO,2022/10/19 14:56:19.132,,x
20992,UT,2022/10/19 14:56:45.899,x,
20995,MOTO,2022/10/19 14:56:54.032,x,
21007,UT,2022/10/19 14:59:00.731,x,
21016,VL,2022/10/19 15:00:08.148,,x
21019,MOTO,2022/10/19 15:00:50.298,x,
21020,VL,2022/10/19 15:01:25.333,,x
21022,VL,2022/10/19 15:01:45.946,,x
21023,UT,2022/10/19 15:02:10.433,,x
21024,PL_1,2022/10/19 15:02:45.218,x,
21025,UT,2022/10/19 15:02:47.732,x,
21029,VL,2022/10/19 15:03:12.933,x,
21041,VL,2022/10/19 15:03:57.082,x,
21042,VELO,2022/10/19 15:04:07.613,x,
21043,VELO,2022/10/19 15:04:07.746,x,
21049,VL,2022/10/19 15:07:12.166,,x
21050,VELO,2022/10/19 15:08:59.196,x,
21052,VL,2022/10/19 15:09:18.218,x,
21053,VL,2022/10/19 15:09:20.999,x,
21054,VL,2022/10/19 15:09:35.700,x,
21055,UT,2022/10/19 15:10:35.099,,x
21056,VL,2022/10/19 15:10:40.030,,x
21057,VL,2022/10/19 15:13:16.081,x,
21059,UT,2022/10/19 15:17:59.365,,x
21060,VL,2022/10/19 15:18:51.583,x,
21061,VL,2022/10/19 15:21:07.447,,x
21063,VELO,2022/10/19 15:21:28.364,,x
21075,UT,2022/10/19 15:26:37.929,x,
21076,VL,2022/10/19 15:28:24.083,x,
21078,VELO,2022/10/19 15:28:39.398,,x
21079,VL,2022/10/19 15:29:02.548,x,
21080,VL,2022/10/19 15:29:30.133,x,
21081,UT,2022/10/19 15:30:28.084,,x
21083,UT,2022/10/19 15:31:32.864,x,
21084,VL,2022/10/19 15:31:35.700,,x
21086,VL,2022/10/19 15:33:28.666,x,
21087,VL,2022/10/19 15:33:46.647,x,
21088,VL,2022/10/19 15:34:16.880,x,
21093,UT,2022/10/19 15:34:40.546,,x
21095,VL,2022/10/19 15:35:00.200,x,
21096,UT,2022/10/19 15:35:49.196,,x
21097,VELO,2022/10/19 15:36:05.214,x,
21102,UT,2022/10/19 15:37:14.518,x,
21103,VL,2022/10/19 15:37:18.399,x,
21104,VL,2022/10/19 15:38:12.581,x,
21106,VELO,2022/10/19 15:38:23.850,,x
21107,UT,2022/10/19 15:39:31.998,x,
21108,VL,2022/10/19 15:42:04.917,,x
21109,VL,2022/10/19 15:42:17.715,x,
21110,UT,2022/10/19 15:43:03.762,x,
21111,UT,2022/10/19 15:43:24.466,x,
21113,VL,2022/10/19 15:44:00.615,x,
21118,VL,2022/10/19 15:44:16.583,x,
21128,VL,2022/10/19 15:47:19.564,x,
21129,MOTO,2022/10/19 15:47:22.749,x,
21131,VL,2022/10/19 15:47:54.729,x,
21133,VL,2022/10/19 15:48:33.196,,x
21137,VL,2022/10/19 15:49:55.563,,x
21138,VL,2022/10/19 15:50:04.114,x,
21139,VL,2022/10/19 15:50:25.133,x,
21141,VL,2022/10/19 15:50:42.514,x,
21142,VL,2022/10/19 15:50:46.781,x,
21157,VL,2022/10/19 15:53:05.713,x,
21169,VL,2022/10/19 15:54:03.799,x,
21174,VL,2022/10/19 15:54:23.032,x,
21177,VL,2022/10/19 15:54:33.482,x,
21178,VL,2022/10/19 15:56:37.284,x,
21185,VELO,2022/10/19 15:57:53.130,,x
21188,VL,2022/10/19 15:59:18.180,,x
21189,MOTO,2022/10/19 15:59:47.263,,x
21194,VL,2022/10/19 16:02:43.147,x,
21197,VL,2022/10/19 16:03:24.848,,x
21205,UT,2022/10/19 16:04:57.115,,x
21206,VL,2022/10/19 16:05:43.283,,x
21207,UT,2022/10/19 16:05:54.283,x,
21208,UT,2022/10/19 16:06:31.433,x,
21209,VL,2022/10/19 16:07:16.080,x,
21212,VL,2022/10/19 16:08:15.199,x,
21213,VL,2022/10/19 16:10:43.400,x,
21215,VELO,2022/10/19 16:11:11.283,x,
21216,VL,2022/10/19 16:12:30.799,,x
21217,VL,2022/10/19 16:13:19.796,,x
21219,VELO,2022/10/19 16:14:37.447,,x
21220,VL,2022/10/19 16:14:48.896,x,
21225,VELO,2022/10/19 16:19:17.798,x,
21226,VELO,2022/10/19 16:19:25.350,x,
21229,UT,2022/10/19 16:21:34.415,x,
21232,UT,2022/10/19 16:22:52.197,x,
21233,VL,2022/10/19 16:22:55.197,x,
21234,VL,2022/10/19 16:23:00.930,x,
21237,VL,2022/10/19 16:24:15.700,,x
21239,VELO,2022/10/19 16:25:36.997,,x
21244,VL,2022/10/19 16:28:09.647,x,
21247,UT,2022/10/19 16:28:32.080,x,
21251,VL,2022/10/19 16:29:09.215,x,
21252,VL,2022/10/19 16:29:26.514,x,
21257,UT,2022/10/19 16:30:03.696,x,
21261,VL,2022/10/19 16:30:26.833,x,
21309,VL,2022/10/19 16:32:56.929,,x
21313,VELO,2022/10/19 16:33:26.746,,x
21314,VL,2022/10/19 16:37:49.180,x,
21315,VL,2022/10/19 16:37:53.514,x,
21317,VL,2022/10/19 16:38:35.263,x,
21318,VL,2022/10/19 16:40:14.798,x,
21319,VL,2022/10/19 16:41:54.929,,x
21323,UT,2022/10/19 16:42:44.548,,x
21324,VL,2022/10/19 16:42:46.679,,x
21325,VL,2022/10/19 16:44:22.333,x,
21327,UT,2022/10/19 16:45:40.650,x,
21329,VL,2022/10/19 16:46:08.247,,x
21330,VL,2022/10/19 16:46:58.931,,x
21331,VL,2022/10/19 16:48:06.849,x,
21336,VL,2022/10/19 16:49:15.763,x,
21338,VL,2022/10/19 16:50:14.647,,x
21367,VL,2022/10/19 16:55:43.399,x,
21368,VL,2022/10/19 16:55:50.850,x,
21369,VL,2022/10/19 16:56:31.681,x,
21370,VL,2022/10/19 16:57:16.219,x,
21371,VL,2022/10/19 16:57:18.749,x,
21376,VL,2022/10/19 16:59:08.981,x,
21377,VELO,2022/10/19 17:00:30.746,x,
21381,VELO,2022/10/19 17:03:52.597,x,
21383,VL,2022/10/19 17:05:31.081,,x
21385,VELO,2022/10/19 17:05:33.283,x,
21391,UT,2022/10/19 17:06:15.180,x,
21398,UT,2022/10/19 17:06:42.531,x,
21407,VL,2022/10/19 17:07:32.914,,x
21409,VL,2022/10/19 17:07:42.647,x,
21410,VL,2022/10/19 17:07:45.047,x,
21415,VELO,2022/10/19 17:07:53.448,x,
21433,VL,2022/10/19 17:09:21.564,x,
21434,VL,2022/10/19 17:09:36.483,,x
21436,VL,2022/10/19 17:11:11.348,x,
21437,UT,2022/10/19 17:12:16.565,x,
21439,VL,2022/10/19 17:13:24.781,x,
21440,VL,2022/10/19 17:13:46.084,x,
21441,VELO,2022/10/19 17:13:52.597,x,
21442,VL,2022/10/19 17:13:56.532,x,
21444,VL,2022/10/19 17:14:21.149,x,
21451,VL,2022/10/19 17:16:59.283,x,
21457,VL,2022/10/19 17:17:44.216,x,
21467,VELO,2022/10/19 17:20:09.862,x,
21471,VELO,2022/10/19 17:20:51.064,x,
21472,VELO,2022/10/19 17:20:55.929,x,
21473,VL,2022/10/19 17:22:23.466,,x
21478,VL,2022/10/19 17:24:14.197,x,
21480,VL,2022/10/19 17:24:39.129,x,
21482,VL,2022/10/19 17:25:26.850,x,
21484,VL,2022/10/19 17:26:39.947,x,
21491,VL,2022/10/19 17:27:58.483,x,
21492,VL,2022/10/19 17:29:52.833,x,
21497,VL,2022/10/19 17:29:59.532,x,
21501,VL,2022/10/19 17:30:47.050,,x
21502,VELO,2022/10/19 17:31:31.763,x,
21503,VL,2022/10/19 17:31:38.097,,x
21504,VL,2022/10/19 17:32:12.001,x,
21521,VL,2022/10/19 17:32:56.783,x,
21522,VELO,2022/10/19 17:33:41.084,x,
21526,VELO,2022/10/19 17:34:57.569,,x
21530,VL,2022/10/19 17:35:57.565,x,
21531,VL,2022/10/19 17:37:13.670,x,
21532,VELO,2022/10/19 17:37:28.402,x,
21533,VL,2022/10/19 17:37:32.199,x,
21538,VELO,2022/10/19 17:40:37.366,x,
21543,VL,2022/10/19 17:41:23.136,x,
21544,VELO,2022/10/19 17:41:33.965,x,
21547,VL,2022/10/19 17:41:48.687,,x
21548,VL,2022/10/19 17:42:07.134,x,
21549,VL,2022/10/19 17:42:59.034,x,
21550,VL,2022/10/19 17:43:32.101,x,
21561,VL,2022/10/19 17:44:17.184,x,
21562,UT,2022/10/19 17:44:32.300,x,
21563,VL,2022/10/19 17:45:26.350,x,
21574,VELO,2022/10/19 17:45:40.500,x,
21584,VL,2022/10/19 17:46:14.249,x,
21585,VL,2022/10/19 17:46:28.982,x,
21623,VL,2022/10/19 17:47:48.884,x,
21628,VL,2022/10/19 17:48:14.550,x,
21629,VL,2022/10/19 17:48:22.051,x,
21633,VL,2022/10/19 17:49:10.151,x,
21634,VL,2022/10/19 17:49:12.885,x,
21635,VL,2022/10/19 17:49:24.884,x,
21638,VELO,2022/10/19 17:49:37.282,,x
21644,VL,2022/10/19 17:49:58.250,x,
21647,VL,2022/10/19 17:50:09.667,x,
21651,VL,2022/10/19 17:50:16.684,x,
21658,VL,2022/10/19 17:51:06.933,x,
21661,VL,2022/10/19 17:51:29.367,x,
21662,VL,2022/10/19 17:51:32.100,x,
21664,VELO,2022/10/19 17:51:50.551,x,
21668,VL,2022/10/19 17:51:58.550,x,
21672,VL,2022/10/19 17:52:04.401,x,
21674,VL,2022/10/19 17:52:16.500,x,
21682,VELO,2022/10/19 17:52:42.835,x,
21683,VL,2022/10/19 17:52:49.281,,x
21688,VL,2022/10/19 17:53:39.318,x,
21689,VL,2022/10/19 17:54:08.000,x,
21690,VL,2022/10/19 17:54:09.867,,x
21692,VELO,2022/10/19 17:54:23.417,x,
21693,VL,2022/10/19 17:54:44.500,x,
21694,VL,2022/10/19 17:54:52.003,x,
21698,VL,2022/10/19 17:56:00.684,x,
21701,VL,2022/10/19 18:00:54.352,,x
21702,VL,2022/10/19 18:01:03.034,x,
21705,VELO,2022/10/19 18:03:00.684,x,
21713,VL,2022/10/19 18:03:54.834,x,
21715,VL,2022/10/19 18:04:25.867,x,
21716,EDPM,2022/10/19 18:05:46.550,x,
21717,VELO,2022/10/19 18:05:48.600,x,
21721,VELO,2022/10/19 18:06:26.547,x,
21724,VL,2022/10/19 18:08:26.735,x,
21726,MOTO,2022/10/19 18:09:30.149,x,
21728,VL,2022/10/19 18:10:12.300,x,
21732,VL,2022/10/19 18:10:29.867,,x
21733,VELO,2022/10/19 18:10:39.135,x,
21740,VL,2022/10/19 18:11:46.934,x,
21741,VL,2022/10/19 18:12:16.199,x,
21742,VL,2022/10/19 18:12:34.051,x,
21745,VL,2022/10/19 18:13:30.635,x,
21746,VL,2022/10/19 18:13:52.402,x,
21747,VELO,2022/10/19 18:13:59.514,x,
21749,VL,2022/10/19 18:14:23.616,x,
21750,VL,2022/10/19 18:14:38.651,x,
21751,VL,2022/10/19 18:15:17.367,x,
21752,VELO,2022/10/19 18:15:27.817,x,
21760,VELO,2022/10/19 18:17:05.284,x,
21764,VL,2022/10/19 18:17:24.600,x,
21765,MOTO,2022/10/19 18:17:26.834,,x
21766,VELO,2022/10/19 18:17:30.836,x,
21767,VL,2022/10/19 18:17:47.519,x,
21768,VL,2022/10/19 18:17:52.884,x,
21769,VELO,2022/10/19 18:18:11.333,x,
21772,VL,2022/10/19 18:19:01.184,x,
21773,VELO,2022/10/19 18:19:28.000,x,
21775,VL,2022/10/19 18:20:53.183,x,
21778,VL,2022/10/19 18:21:01.867,x,
21779,VL,2022/10/19 18:21:17.082,x,
21780,VL,2022/10/19 18:21:42.935,x,
21783,VL,2022/10/19 18:21:45.567,,x
21788,VELO,2022/10/19 18:22:23.517,,x
21793,VELO,2022/10/19 18:22:35.036,,x
21796,VL,2022/10/19 18:22:38.552,,x
21797,VELO,2022/10/19 18:23:41.185,x,
21799,VL,2022/10/19 18:24:11.919,x,
21801,VELO,2022/10/19 18:24:25.269,x,
