Jour,Heure,Seconde,Centième,Vitesse,Type Véhicules,Catégorie,Inter-essieux,E2/E3,E3/E4,E4/E5,E5/E6
18/10/22,7:24,31,28,48,VL,1,256,,,,
18/10/22,7:24,33,20,49,VL,1,258,,,,
18/10/22,7:24,36,65,46,VL,1,270,,,,
18/10/22,7:25,5,87,44,VL,1,268,,,,
18/10/22,7:27,33,81,47,VL,1,245,,,,
18/10/22,7:28,30,84,45,VL,1,322,,,,
18/10/22,7:28,57,15,62,VL,1,255,,,,
18/10/22,7:29,51,96,37,2RM,13,179,,,,
18/10/22,7:30,42,33,50,VL,1,229,,,,
18/10/22,7:31,42,20,43,VL,1,257,,,,
18/10/22,7:31,43,64,45,VL,1,242,,,,
18/10/22,7:31,46,86,47,VL,1,257,,,,
18/10/22,7:33,31,61,49,VL,1,282,,,,
18/10/22,7:33,34,3,45,VL,1,244,,,,
18/10/22,7:33,35,83,46,VL,1,297,,,,
18/10/22,7:33,40,94,40,VL,1,269,,,,
18/10/22,7:34,40,2,38,VL,1,270,,,,
18/10/22,7:35,1,16,44,VL,1,243,,,,
18/10/22,7:35,3,80,40,VL,1,268,,,,
18/10/22,7:36,26,10,42,VL,1,256,,,,
18/10/22,7:36,30,2,46,VL,1,270,,,,
18/10/22,7:37,43,79,50,VL,1,256,,,,
18/10/22,7:37,45,23,49,VL,1,268,,,,
18/10/22,7:37,46,2,48,VL,1,257,,,,
18/10/22,7:38,19,28,40,VL,1,243,,,,
18/10/22,7:38,20,71,42,VL,1,269,,,,
18/10/22,7:38,24,35,43,VL,1,257,,,,
18/10/22,7:38,30,76,45,VL,1,268,,,,
18/10/22,7:38,49,41,54,VL,1,284,,,,
18/10/22,7:38,52,26,51,VL,1,243,,,,
18/10/22,7:38,53,21,56,VL,1,270,,,,
18/10/22,7:40,14,26,41,VL,1,258,,,,
18/10/22,7:40,48,33,46,VL,1,271,,,,
18/10/22,7:42,7,93,36,VL,1,281,,,,
18/10/22,7:42,8,31,110,VL,1,425,,,,
18/10/22,7:42,10,16,41,VL,1,282,,,,
18/10/22,7:42,40,79,49,VL,1,297,,,,
18/10/22,7:42,44,64,44,VL,1,256,,,,
18/10/22,7:44,4,43,39,VL,1,258,,,,
18/10/22,7:44,8,29,39,VL,1,243,,,,
18/10/22,7:44,10,61,39,VL,1,270,,,,
18/10/22,7:44,22,7,44,VL,1,191,,,,
18/10/22,7:44,46,45,44,VL,1,321,,,,
18/10/22,7:45,11,51,41,VL,1,242,,,,
18/10/22,7:45,48,6,49,VL,1,245,,,,
18/10/22,7:45,52,19,41,VL,1,193,,,,
18/10/22,7:46,31,62,40,VL,1,191,,,,
18/10/22,7:46,33,21,40,VL,1,231,,,,
18/10/22,7:46,41,69,43,VL,1,282,,,,
18/10/22,7:47,2,10,55,VL,1,232,,,,
18/10/22,7:47,2,34,41,VL,1,244,,,,
18/10/22,7:47,44,12,39,VL,1,269,,,,
18/10/22,7:48,10,67,46,2RM,13,115,,,,
18/10/22,7:48,31,19,44,VL,1,358,,,,
18/10/22,7:49,20,77,44,VL,1,255,,,,
18/10/22,7:50,20,96,43,VL,1,192,,,,
18/10/22,7:50,38,52,37,VL,1,256,,,,
18/10/22,7:50,42,96,45,VL,1,270,,,,
18/10/22,7:51,5,94,48,VL,1,270,,,,
18/10/22,7:51,27,65,47,VL,1,270,,,,
18/10/22,7:51,29,30,51,VL,1,256,,,,
18/10/22,7:51,35,26,43,VL,1,257,,,,
18/10/22,7:51,39,46,48,VL,1,230,,,,
18/10/22,7:51,58,68,51,VL,1,267,,,,
18/10/22,7:52,37,12,46,VL,1,270,,,,
18/10/22,7:52,41,46,44,VL,1,255,,,,
18/10/22,7:52,43,90,49,VL,1,271,,,,
18/10/22,7:52,54,40,45,VL,1,270,,,,
18/10/22,7:54,25,29,49,VL,1,308,,,,
18/10/22,7:54,42,4,56,VL,1,281,,,,
18/10/22,7:54,46,66,47,VL,1,284,,,,
18/10/22,7:54,52,60,46,VL,1,294,,,,
18/10/22,7:55,18,62,42,VL,1,269,,,,
18/10/22,7:56,49,52,42,VL,1,270,,,,
18/10/22,7:56,55,95,43,VL,1,243,,,,
18/10/22,7:56,57,98,48,VL,1,270,,,,
18/10/22,7:58,11,48,42,VL,1,256,,,,
18/10/22,7:58,16,77,42,VL,1,257,,,,
18/10/22,7:58,19,65,48,VL,1,270,,,,
18/10/22,7:58,27,87,56,VL,1,268,,,,
18/10/22,7:59,34,18,59,VL,1,308,,,,
18/10/22,7:59,36,60,54,VL,1,281,,,,
18/10/22,7:59,47,66,39,VL,1,269,,,,
18/10/22,7:59,50,30,38,VL,1,307,,,,
18/10/22,7:59,51,20,38,VL,1,270,,,,
18/10/22,7:59,52,58,41,VL,1,306,,,,
18/10/22,7:59,59,27,43,VL,1,269,,,,
18/10/22,8:0,6,10,48,VL,1,258,,,,
18/10/22,8:0,29,80,57,VL,1,272,,,,
18/10/22,8:1,10,73,42,2RM,13,154,,,,
18/10/22,8:1,39,23,45,VL,1,268,,,,
18/10/22,8:1,55,18,43,VL,1,245,,,,
18/10/22,8:1,59,0,40,VL,1,256,,,,
18/10/22,8:2,35,9,45,VL,1,268,,,,
18/10/22,8:2,38,2,47,VL,1,256,,,,
18/10/22,8:2,56,30,110,VL,1,660,,,,
18/10/22,8:3,36,84,47,VL,1,281,,,,
18/10/22,8:4,0,34,42,VL,1,232,,,,
18/10/22,8:4,3,92,42,VL,1,322,,,,
18/10/22,8:4,5,28,39,VL,1,255,,,,
18/10/22,8:4,16,4,49,VL,1,270,,,,
18/10/22,8:4,20,3,47,VL,1,257,,,,
18/10/22,8:4,21,85,54,VL,1,259,,,,
18/10/22,8:5,18,46,60,VL,1,281,,,,
18/10/22,8:6,40,63,51,VL,1,284,,,,
18/10/22,8:6,48,21,45,VL,1,269,,,,
18/10/22,8:8,9,81,47,VL,1,309,,,,
18/10/22,8:8,11,97,48,VL,1,270,,,,
18/10/22,8:8,22,55,46,VL,1,335,,,,
18/10/22,8:8,50,38,48,VL,1,258,,,,
18/10/22,8:9,24,93,46,VL,1,269,,,,
18/10/22,8:10,3,95,51,2RM,13,153,,,,
18/10/22,8:11,37,4,41,VL,1,270,,,,
18/10/22,8:11,56,89,44,VL,1,257,,,,
18/10/22,8:12,12,96,43,VL,1,283,,,,
18/10/22,8:12,20,37,39,VL,1,269,,,,
18/10/22,8:12,23,65,40,VL,1,257,,,,
18/10/22,8:12,34,67,58,VL,1,309,,,,
18/10/22,8:12,51,68,34,VL,1,281,,,,
18/10/22,8:13,41,18,49,VL,1,244,,,,
18/10/22,8:14,0,55,47,VL,2,411,,,,
18/10/22,8:14,12,89,46,VL,1,256,,,,
18/10/22,8:14,20,69,43,VL,1,268,,,,
18/10/22,8:14,50,72,46,VL,1,270,,,,
18/10/22,8:15,4,41,53,PL,2,577,,,,
18/10/22,8:15,27,21,43,VL,1,257,,,,
18/10/22,8:16,34,2,51,VL,1,271,,,,
18/10/22,8:16,38,88,44,VL,1,243,,,,
18/10/22,8:16,39,87,42,2RM,13,154,,,,
18/10/22,8:17,52,7,59,VL,1,258,,,,
18/10/22,8:18,26,91,65,VL,1,320,,,,
18/10/22,8:18,43,49,46,VL,1,270,,,,
18/10/22,8:18,59,83,53,VL,1,271,,,,
18/10/22,8:19,21,61,52,VL,1,269,,,,
18/10/22,8:20,3,44,47,VL,1,257,,,,
18/10/22,8:20,48,47,51,VL,1,254,,,,
18/10/22,8:20,56,37,44,VL,1,255,,,,
18/10/22,8:20,57,61,48,VL,1,270,,,,
18/10/22,8:22,37,31,51,VL,1,267,,,,
18/10/22,8:24,27,65,48,VL,1,256,,,,
18/10/22,8:25,1,68,49,VL,1,297,,,,
18/10/22,8:25,35,85,19,Trottinette,13,76,,,,
18/10/22,8:25,39,1,30,VL,1,268,,,,
18/10/22,8:25,59,75,42,VL,1,243,,,,
18/10/22,8:26,20,16,43,VL,1,268,,,,
18/10/22,8:27,44,8,56,VL,1,271,,,,
18/10/22,8:27,55,88,43,VL,1,230,,,,
18/10/22,8:28,24,38,47,VL,1,281,,,,
18/10/22,8:28,56,18,44,VL,1,270,,,,
18/10/22,8:29,27,6,53,VL,1,258,,,,
18/10/22,8:29,39,68,45,VL,1,258,,,,
18/10/22,8:30,10,77,45,VL,1,257,,,,
18/10/22,8:32,52,91,34,VL,1,348,,,,
18/10/22,8:32,59,44,54,VL,1,243,,,,
18/10/22,8:33,0,54,53,VL,1,270,,,,
18/10/22,8:33,14,70,29,VL,1,256,,,,
18/10/22,8:33,19,72,45,VL,1,271,,,,
18/10/22,8:34,24,94,59,VL,1,268,,,,
18/10/22,8:34,51,85,42,VL,1,319,,,,
18/10/22,8:35,25,28,48,VL,1,270,,,,
18/10/22,8:35,37,65,41,VL,1,322,,,,
18/10/22,8:36,11,83,36,VL,1,243,,,,
18/10/22,8:36,22,66,48,2RM,13,178,,,,
18/10/22,8:37,51,28,62,VL,1,334,,,,
18/10/22,8:38,35,84,43,VL,1,322,,,,
18/10/22,8:38,37,63,42,VL,1,269,,,,
18/10/22,8:38,44,71,38,VL,1,256,,,,
18/10/22,8:38,51,44,43,VL,1,244,,,,
18/10/22,8:39,37,67,41,VL,1,230,,,,
18/10/22,8:39,55,20,38,VL,1,269,,,,
18/10/22,8:39,56,59,38,VL,1,322,,,,
18/10/22,8:39,58,5,37,VL,1,243,,,,
18/10/22,8:39,59,42,38,VL,1,256,,,,
18/10/22,8:40,6,53,51,VL,1,258,,,,
18/10/22,8:40,16,62,29,VL,1,268,,,,
18/10/22,8:40,20,2,49,2RM,13,128,,,,
18/10/22,8:40,28,42,42,VL,1,191,,,,
18/10/22,8:40,42,10,41,VL,1,282,,,,
18/10/22,8:40,43,54,43,VL,1,270,,,,
18/10/22,8:41,14,81,38,VL,1,284,,,,
18/10/22,8:41,19,21,71,PL,2,1052,,,,
18/10/22,8:41,21,83,31,VL,1,268,,,,
18/10/22,8:41,23,44,34,VL,1,256,,,,
18/10/22,8:41,25,87,39,VL,1,255,,,,
18/10/22,8:41,30,54,41,VL,1,268,,,,
18/10/22,8:42,8,17,47,VL,1,257,,,,
18/10/22,8:42,38,75,40,VL,1,269,,,,
18/10/22,8:43,6,84,42,VL,1,194,,,,
18/10/22,8:43,10,77,28,2RM,13,114,,,,
18/10/22,8:43,21,52,48,VL,1,282,,,,
18/10/22,8:43,23,12,37,VL,1,257,,,,
18/10/22,8:43,26,12,48,VL,1,270,,,,
18/10/22,8:43,33,42,44,VL,1,270,,,,
18/10/22,8:43,48,98,46,VL,1,282,,,,
18/10/22,8:44,1,21,39,VL,1,268,,,,
18/10/22,8:44,53,3,42,VL,1,258,,,,
18/10/22,8:44,54,61,44,VL,1,231,,,,
18/10/22,8:45,0,18,43,VL,1,270,,,,
18/10/22,8:45,1,58,43,VL,1,257,,,,
18/10/22,8:46,2,63,38,PL,2,464,,,,
18/10/22,8:46,9,37,42,VL,1,282,,,,
18/10/22,8:46,11,65,46,VL,1,268,,,,
18/10/22,8:46,15,44,45,VL,1,257,,,,
18/10/22,8:46,31,27,43,VL,1,282,,,,
18/10/22,8:46,32,31,43,VL,1,242,,,,
18/10/22,8:47,8,85,43,VL,1,282,,,,
18/10/22,8:47,27,7,47,VL,1,256,,,,
18/10/22,8:47,52,52,49,VL,1,258,,,,
18/10/22,8:48,23,13,48,VL,1,244,,,,
18/10/22,8:49,4,6,56,VL,1,258,,,,
18/10/22,8:49,49,15,43,VL,1,217,,,,
18/10/22,8:50,12,65,46,VL,1,282,,,,
18/10/22,8:50,40,60,41,VL,1,257,,,,
18/10/22,8:50,43,9,45,VL,1,258,,,,
18/10/22,8:51,10,74,40,VL,1,242,,,,
18/10/22,8:51,17,31,46,VL,1,256,,,,
18/10/22,8:51,19,78,46,VL,1,257,,,,
18/10/22,8:51,20,57,47,VL,1,269,,,,
18/10/22,8:51,22,12,45,VL,1,243,,,,
18/10/22,8:51,26,18,45,VL,1,269,,,,
18/10/22,8:51,53,0,45,VL,1,270,,,,
18/10/22,8:51,54,55,43,VL,1,256,,,,
18/10/22,8:51,57,37,42,VL,1,245,,,,
18/10/22,8:52,0,77,46,VL,1,230,,,,
18/10/22,8:52,54,96,49,VL,1,271,,,,
18/10/22,8:54,25,66,43,VL,1,255,,,,
18/10/22,8:54,35,36,44,VL,1,269,,,,
18/10/22,8:54,37,87,43,2RM,13,141,,,,
18/10/22,8:55,28,85,34,VL,1,256,,,,
18/10/22,8:55,59,52,37,VL,1,283,,,,
18/10/22,8:56,4,26,51,VL,1,256,,,,
18/10/22,8:56,5,67,51,VL,1,295,,,,
18/10/22,8:56,9,77,53,VL,1,269,,,,
18/10/22,8:56,16,90,69,2RM,13,140,,,,
18/10/22,8:57,38,90,56,VL,1,257,,,,
18/10/22,8:58,39,66,38,VL,1,268,,,,
18/10/22,8:58,59,65,37,VL,1,245,,,,
18/10/22,9:0,30,1,47,VL,1,296,,,,
18/10/22,9:1,53,27,24,VL,1,294,,,,
18/10/22,9:1,56,29,32,VL,1,269,,,,
18/10/22,9:3,8,21,48,VL,1,282,,,,
18/10/22,9:3,26,23,47,VL,1,232,,,,
18/10/22,9:4,36,51,41,VL,1,281,,,,
18/10/22,9:4,53,12,52,VL,1,268,,,,
18/10/22,9:5,50,78,39,VL,1,282,,,,
18/10/22,9:7,33,33,54,VL,1,296,,,,
18/10/22,9:7,38,83,57,VL,1,245,,,,
18/10/22,9:9,13,99,39,VL,1,269,,,,
18/10/22,9:9,15,21,40,VL,1,256,,,,
18/10/22,9:9,24,8,44,VL,2,386,,,,
18/10/22,9:10,30,58,35,VL,1,255,,,,
18/10/22,9:11,4,85,62,VL,1,306,,,,
18/10/22,9:11,33,53,54,VL,1,257,,,,
18/10/22,9:12,45,9,56,VL,1,281,,,,
18/10/22,9:13,8,64,42,VL,1,257,,,,
18/10/22,9:13,28,78,38,VL,1,258,,,,
18/10/22,9:14,38,26,48,VL,1,271,,,,
18/10/22,9:14,39,52,47,VL,1,281,,,,
18/10/22,9:14,46,19,43,VL,1,257,,,,
18/10/22,9:14,47,40,42,VL,1,232,,,,
18/10/22,9:15,30,13,58,VL,1,269,,,,
18/10/22,9:15,37,10,53,VL,1,242,,,,
18/10/22,9:15,46,71,65,VL,1,258,,,,
18/10/22,9:15,50,7,70,VL,1,268,,,,
18/10/22,9:16,4,38,59,VL,1,296,,,,
18/10/22,9:16,34,85,47,VL,1,257,,,,
18/10/22,9:17,20,10,41,VL,1,270,,,,
18/10/22,9:18,49,63,56,2RM,13,140,,,,
18/10/22,9:19,52,27,43,VL,1,268,,,,
18/10/22,9:20,12,67,38,VL,1,283,,,,
18/10/22,9:20,19,82,43,VL,1,255,,,,
18/10/22,9:20,42,29,46,VL,1,268,,,,
18/10/22,9:21,28,58,44,VL,1,270,,,,
18/10/22,9:21,50,85,49,VL,1,271,,,,
18/10/22,9:22,15,19,55,VL,1,245,,,,
18/10/22,9:22,19,16,59,VL,1,270,,,,
18/10/22,9:22,24,40,50,VL,1,270,,,,
18/10/22,9:23,18,9,39,VL,1,281,,,,
18/10/22,9:23,22,40,44,VL,1,255,,,,
18/10/22,9:23,35,22,46,VL,1,283,,,,
18/10/22,9:23,44,64,44,VL,1,270,,,,
18/10/22,9:23,49,40,55,VL,1,270,,,,
18/10/22,9:23,52,68,49,VL,1,271,,,,
18/10/22,9:24,52,35,26,VL,1,283,,,,
18/10/22,9:24,53,60,25,VL,1,244,,,,
18/10/22,9:26,5,45,61,VL,1,230,,,,
18/10/22,9:28,52,34,56,VL,1,257,,,,
18/10/22,9:29,2,91,46,VL,1,244,,,,
18/10/22,9:29,5,34,44,VL,1,230,,,,
18/10/22,9:29,30,67,45,VL,1,257,,,,
18/10/22,9:29,42,20,39,VL,1,308,,,,
18/10/22,9:31,41,37,50,VL,1,256,,,,
18/10/22,9:32,47,50,48,VL,1,257,,,,
18/10/22,9:33,19,38,48,VL,1,295,,,,
18/10/22,9:34,26,80,44,VL,1,192,,,,
18/10/22,9:34,29,45,38,VL,1,270,,,,
18/10/22,9:34,31,0,44,VL,1,269,,,,
18/10/22,9:34,36,56,44,VL,1,242,,,,
18/10/22,9:34,38,41,44,VL,1,293,,,,
18/10/22,9:35,37,7,40,VL,1,282,,,,
18/10/22,9:35,47,35,46,VL,1,307,,,,
18/10/22,9:37,35,49,43,VL,1,268,,,,
18/10/22,9:37,39,45,39,VL,1,258,,,,
18/10/22,9:38,24,75,45,VL,1,268,,,,
18/10/22,9:40,14,6,51,VL,1,268,,,,
18/10/22,9:40,16,80,52,VL,1,244,,,,
18/10/22,9:41,1,43,49,VL,1,271,,,,
18/10/22,9:42,47,84,50,VL,1,256,,,,
18/10/22,9:43,29,77,53,VL,1,256,,,,
18/10/22,9:46,6,2,43,VL,1,245,,,,
18/10/22,9:46,38,53,53,VL,1,243,,,,
18/10/22,9:47,58,95,49,VL,1,243,,,,
18/10/22,9:48,5,71,50,VL,1,322,,,,
18/10/22,9:48,27,30,38,VL,1,283,,,,
18/10/22,9:48,29,95,42,VL,1,283,,,,
18/10/22,9:50,15,23,47,VL,1,270,,,,
18/10/22,9:51,19,89,49,VL,1,258,,,,
18/10/22,9:52,32,22,45,VL,1,283,,,,
18/10/22,9:53,24,84,51,VL,1,257,,,,
18/10/22,9:54,42,1,28,VL,1,268,,,,
18/10/22,9:54,45,14,38,VL,1,270,,,,
18/10/22,9:55,1,32,46,VL,1,271,,,,
18/10/22,9:55,51,45,61,2RM,13,155,,,,
18/10/22,9:56,8,67,41,VL,1,269,,,,
18/10/22,9:56,36,44,44,VL,1,243,,,,
18/10/22,9:57,22,78,46,VL,1,268,,,,
18/10/22,9:57,57,69,34,VL,1,374,,,,
18/10/22,9:57,59,20,34,VL,1,320,,,,
18/10/22,9:58,0,49,36,VL,1,269,,,,
18/10/22,9:58,19,45,44,VL,1,268,,,,
18/10/22,9:58,21,19,46,VL,1,322,,,,
18/10/22,9:58,41,18,52,VL,1,269,,,,
18/10/22,9:58,52,79,51,VL,1,269,,,,
18/10/22,9:59,50,33,42,VL,1,308,,,,
18/10/22,10:3,35,47,41,VL,1,242,,,,
18/10/22,10:4,42,43,59,VL,1,310,,,,
18/10/22,10:5,21,75,45,VL,1,243,,,,
18/10/22,10:6,3,10,43,VL,1,244,,,,
18/10/22,10:7,5,18,66,VL,1,309,,,,
18/10/22,10:8,14,69,47,VL,1,268,,,,
18/10/22,10:9,21,8,43,VL,1,231,,,,
18/10/22,10:9,44,33,34,VL,1,257,,,,
18/10/22,10:9,59,43,52,VL,1,271,,,,
18/10/22,10:10,45,53,53,VL,1,270,,,,
18/10/22,10:10,47,39,60,VL,1,257,,,,
18/10/22,10:11,20,31,49,VL,1,257,,,,
18/10/22,10:11,26,6,47,VL,1,256,,,,
18/10/22,10:12,14,25,47,VL,1,284,,,,
18/10/22,10:12,17,25,51,VL,1,267,,,,
18/10/22,10:12,47,94,25,V�lo �lectrique,13,102,,,,
18/10/22,10:13,33,1,45,VL,1,335,,,,
18/10/22,10:14,3,32,46,VL,1,255,,,,
18/10/22,10:14,5,49,44,VL,1,256,,,,
18/10/22,10:14,7,78,44,VL,1,269,,,,
18/10/22,10:15,41,59,40,VL,1,268,,,,
18/10/22,10:15,45,52,40,VL,1,257,,,,
18/10/22,10:18,11,89,52,VL,1,271,,,,
